lex,default
μανία,kegilaan
μανθάνω,belajar
μαντεύομαι,bernubuat
μαράνα θᾶ,Marana tha
μαραίνω,layu
μαργαρίτης,mutiara
μαρτυρέω,"kesaksian, bersaksi, saksi, saksi-saksi"
μαρτυρία,"kesaksian, bersaksi, saksi, saksi-saksi"
μαρτύριον,"kesaksian, bersaksi, saksi, saksi-saksi"
μαρτύρομαι,"kesaksian, bersaksi, saksi, saksi-saksi"
μασάομαι,menggigit
μαστίζω,mencambuk
μαστιγόω,mencambuk
μαστός,payudara
ματαιολογία,ocehan kosong
ματαιολόγος,"sia-sia, kesombongan"
ματαιότης,"sia-sia, kesombongan"
ματαιόω,"sia-sia, kesombongan"
μεγάλως,sangat
μεγαλειότης,agung
μεγαλεῖος,ajaib
μεγαλοπρεπής,agung
μεγαλωσύνη,agung
μεγαλύνω,memuliakan
μεγιστάν,bangsawan
μεθίστημι,memindahkan
μεθερμηνεύω,"menafsirkan, ditafsirkan, penafsiran, tafsiran"
μεθοδεία,tipu muslihat
μεθύσκω,"mabuk, pemabuk"
μεθύω,"mabuk, pemabuk"
μελετάω,merenungkan
μεμβράνα,peramen
μεμψίμοιρος,pengomel
μενοῦν,malahan
μενοῦνγε,malahan
μερίζω,"menugaskan, ditugaskan, menugaskan, tugas"
μερίς,bagian
μεριμνάω,mengkhawatirkan
μερισμός,pembagian
μεριστής,perantara
μεσίτης,perantara
μεσημβρία,siang hari
μεσιτεύω,menjamin
μεσονύκτιον,tengah malam
μεσουράνημα,"surga, langit, surga, surgawi"
μεστός,penuh
μεστόω,memenuhi
μεσότοιχον,dinding pemisah
μεσόω,sedang berlangsung
μετά,dengan
μετάγω,mengubah arah
μετάθεσις,perpindahan
μετάλημψις,konsumsi
μετάνοια,"bertobat, pertobatan"
μετέπειτα,kemudian
μετέχω,berbagi
μεταίρω,berangkat
μεταβάλλω,berubah pikiran
μεταβαίνω,pergi
μεταδίδωμι,berbagi
μετακαλέω,memanggil
μετακινέω,bergeser
μεταλαμβάνω,"menerima, diterima, penerima"
μεταλλάσσω,menukar
μεταμέλομαι,"bertobat, pertobatan"
μεταμορφόω,berubah rupa
μετανοέω,"bertobat, pertobatan"
μεταξύ,antara
μεταπέμπω,memanggil
μεταστρέφω,"sesat, secara sesat"
μετασχηματίζω,mengubah bentuk
μετατίθημι,mengalihkan
μετατρέπω,"sesat, secara sesat"
μετεωρίζομαι,khawatir
μετοικίζω,membuang
μετοικεσία,pembuangan
μετοχή,bagian
μετρέω,mengukur
μετρίως,cukup
μετρητής,ukuran
μετριοπαθέω,bersikap lembut
μηδέ,juga tidak
μηδέποτε,tidak pernah
μηδέπω,belum
μηδαμῶς,sama sekali tidak
μηδείς,tidak satu pun
μηκέτι,lagi tidak
μηκύνω,bertambah panjang
μηλωτή,bulu domba
μηνύω,"kabar, kabar-kabar, terkabar"
μηρός,paha
μητρολῴας,pembunuh ibu
μιαίνω,"mencemarkan, menjadi cemar"
μιασμός,"mencemarkan, menjadi cemar"
μικρός,kecil
μιμέομαι,meniru
μιμητής,peniru
μιμνῄσκω,mengingat
μισέω,"benci, jijik, membenci, menjijikkan"
μισθαποδοσία,"upah, upahan, memberikan upah, pemberi upah"
μισθαποδότης,pemberi upah
μισθωτός,"memperbudak, diperbudak, hamba, budak"
μισθός,"upah, upahan, memberikan upah, pemberi upah"
μισθόω,menyewa
μνήμη,kenangan
μνεία,kenangan
μνημεῖον,"makam, kubur, tempat pemakaman"
μνημονεύω,mengingat
μνημόσυνον,"peringatan, persembahan peringatan"
μνηστεύω,bertunangan
μνᾶ,mina
μνῆμα,"makam, kubur, tempat pemakaman"
μογιλάλος,susah bicara
μοιχάω,"perzinahan, perselingkuhan, pezina, pezina perempuan"
μοιχαλίς,"perzinahan, perselingkuhan, pezina, pezina perempuan"
μοιχεία,"perzinahan, perselingkuhan, pezina, pezina perempuan"
μοιχεύω,"perzinahan, perselingkuhan, pezina, pezina perempuan"
μοιχός,"perzinahan, perselingkuhan, pezina, pezina perempuan"
μολυσμός,pencemaran
μολύνω,"mencemarkan, menjadi cemar"
μομφή,keluhan
μονή,tempat tinggal
μονογενής,tunggal
μονόφθαλμος,buta sebelah
μονόω,ditinggalkan
μορφή,bentuk
μορφόω,dibentuk
μοσχοποιέω,"sapi, lembu, banteng, anak lembu"
μουσικός,pemusik
μυέω,diajarkan
μυελός,sumsum
μυκάομαι,mengaum
μυκτηρίζω,"mengejek, diejek, ejekan, pengejek"
μυλικός,batu gilingan
μυρίζω,"mengurapi, diurapi"
μυριάς,puluhan ribu
μυστήριον,"misteri, rahasia, kebenaran yang tersembunyi"
μυωπάζω,rabun jauh
μωμάομαι,dikritik
μωρία,"orang bodoh, bodoh, kebodohan"
μωραίνω,"orang bodoh, bodoh, kebodohan"
μωρολογία,"orang bodoh, bodoh, kebodohan"
μωρός,"orang bodoh, bodoh, kebodohan"
μόδιος,gantang
μόλις,susah
μόνος,hanya
μόρφωσις,penampilan
μόσχος,"sapi, lembu, banteng, anak lembu"
μόχθος,kerja keras
μύλινος,batu gilingan
μύλος,batu gilingan
μύριοι,puluhan ribu
μύρον,minyak
μώλωψ,luka
μᾶλλον,lebih
μῆκος,panjang
μῦθος,mitos
μῶμος,cacat
νάρδος,nard
νέκρωσις,kematian
νέος,baru
νέφος,awan
νή,demi
νήθω,memintal
νήπιος,bayi
νήφω,"pikiran, terpikir, penuh pemikiran, mengingat"
νίκη,kemenangan
νίπτω,mencuci
ναί,ya
ναυαγέω,karam
ναός,bait suci
ναύκληρος,nakhoda
ναύτης,pelaut
ναῦς,kapal
νεανίας,pemuda
νεανίσκος,pemuda
νεκρός,mati
νεκρόω,matikan
νεομηνία,bulan baru
νεφέλη,awan
νεφρός,ginjal
νεωκόρος,penjaga kuil
νεωτερικός,muda
νεότης,pemuda
νεόφυτος,murid baru
νεύω,mengangguk
νηπιάζω,berlaku kekanak-kanakan
νησίον,pulau kecil
νηστεία,puasa
νηστεύω,puasa
νηφάλιος,sadar
νικάω,menang
νιπτήρ,tempat cuci
νοέω,"memahami, mengerti, mengerti, pengertian"
νομή,padang rumput
νομίζω,menganggap
νομίμως,
νομικός,"hukum, kaidah, pemberi hukum, pelanggar hukum"
νομοδιδάσκαλος,"guru, guru-guru, Guru"
νομοθέτης,pembuat hukum
νομοθεσία,"hukum, kaidah, pemberi hukum, pelanggar hukum"
νομοθετέω,"menerima, diterima, penerima"
νοσέω,sakit
νοσσίον,anak ayam
νοσσιά,anak ayam
νοσσός,anak burung
νοσφίζω,menggelapkan
νουθεσία,menasihati
νουθετέω,menasihati
νουνεχῶς,bijaksana
νοῦς,"pikiran, terpikir, penuh pemikiran, mengingat"
νυμφίος,Mempelai Laki-laki
νυμφών,mempelai pria
νυνί,sekarang
νυστάζω,mengantuk
νυχθήμερον,siang malam
νωθρός,lamban
νόημα,"pikiran, terpikir, penuh pemikiran, mengingat"
νόθος,haram
νόμισμα,uang
νόμος,"hukum, hukum Musa, hukum Allah, hukum TUHAN"
νόσημα,penyakit
νόσος,penyakit
νότος,selatan
νύμφη,Mempelai perempuan
νύξ,malam
νύσσω,menusuk
νῆσος,pulau
νῆστις,puasa
νῖκος,kemenangan
νῦν,sekarang
νῶτος,punggung
ξένος,asing
ξέστης,kendi
ξενία,penginapan
ξενίζω,menampung
ξενοδοχέω,memberi tumpangan
ξηραίνω,mengering
ξηρός,kering
ξυράω,cukur
ξύλινος,kayu
ξύλον,salib
οἰκέτης,"memperbudak, diperbudak, hamba, budak"
οἰκέω,diam
οἰκία,"rumah, atap rumah, gudang, penjaga rumah"
οἰκετεία,"memperbudak, diperbudak, hamba, budak"
οἰκεῖος,rumah tangga.
οἰκητήριον,rumah
οἰκιακός,rumah tangga.
οἰκοδεσποτέω,"pengelola, pengurus, pelayan"
οἰκοδεσπότης,"Tuhan, majikkan, tuan, penguasa"
οἰκοδομέω,membangun
οἰκοδομή,pembangunan
οἰκοδόμος,membangun
οἰκονομέω,"pengelola, pengurus, pelayan"
οἰκονομία,"pengelola, pengurus, pelayan"
οἰκονόμος,"pengelola, pengurus, pelayan"
οἰκουμένη,"dunia, duniawi"
οἰκουργός,rumah tangga
οἰκτίρμων,"kemurahan hati, bermurah hati"
οἰκτίρω,"belas kasih, berbelas kasihan"
οἰκτιρμός,"belas kasih, berbelas kasihan"
οἰνοπότης,"mabuk, pemabuk"
οἰνοφλυγία,"mabuk, pemabuk"
οἴκημα,penjara
οἴομαι,mengira
οἶδα,"mengetahui, pengetahuan, memberitahukan, mengetahui sebelumnya"
οἶκος,"rumah, atap rumah, gudang, penjaga rumah"
οἶνος,"anggur, alat pemeras anggur, penekan anggur, kantung anggur"
οἷος,seperti
οὐ,tidak
οὐά,aduh
οὐαί,
οὐδέ,juga tidak
οὐδέποτε,tidak pernah
οὐδέπω,belum
οὐδαμῶς,sekali-kali tidak
οὐδείς,tidak seorang pun
οὐκέτι,tidak lagi
οὐκοῦν,maka
οὐρά,ekor
οὐράνιος,"surga, langit, surga, surgawi"
οὐρανόθεν,
οὐρανός,"surga, langit, surga, surgawi"
οὐσία,harta
οὐχί,bukan
οὔπω,belum
οὔτε,juga tidak
οὕτω,demikian
οὖν,
οὖς,telinga
οὗ,ke mana
οὗτος,ini
πάθημα,"menderita, diderita, penderitaan, kesengsaraan"
πάθος,"nafsu, bernafsu"
πάλαι,dahulu
πάλη,pergulatan
πάλιν,lagi
πάντοθεν,dari segala penjuru
πάντοτε,selalu
πάντως,tentu
πάντῃ,dalam segala hal
πάρδαλις,macan tutul
πάρειμι,hadir
πάρεσις,pengabaian
πάροδος,perjalanan
πάροικος,"orang asing, asing, orang luar"
πάροινος,"anggur, alat pemeras anggur, penekan anggur, kantung anggur"
πάσχα,Paskah
πάσχω,"menderita, diderita, penderitaan, kesengsaraan"
πέδη,belenggu
πέλαγος,laut
πέμπτος,kelima
πέμπω,kehendak Allah
πένης,miskin
πένθος,"meratap, ratapan, meratapi, peratap"
πέντε,lima
πέραν,seberang
πέρας,ujung
πέριξ,sekitar
πέρυσι,tahun lalu
πέτομαι,terbang
πέτρα,batu
πήγανον,ruta
πήγνυμι,dirikan
πήρα,tas
πίμπλημι,menggenapi
πίμπρημι,membengkak
πίναξ,piring
πίνω,minum
πίπτω,"berlutut, membungkuk, bersujud"
πίστις,iman
παίζω,bermain
παίω,memukul
παγίς,"jerat, menjerat, menjebak, jebakan"
παγιδεύω,"jerat, menjerat, menjebak, jebakan"
παθητός,"menderita, diderita, penderitaan, kesengsaraan"
παιδάριον,anak laki-laki
παιδίον,anak
παιδίσκη,"memperbudak, diperbudak, hamba, budak"
παιδαγωγός,"memberi petunjuk, petunjuk, pemberi petunjuk"
παιδεία,"memberi petunjuk, petunjuk, pemberi petunjuk"
παιδευτής,"memberi petunjuk, petunjuk, pemberi petunjuk"
παιδεύω,"menghukum, hukuman, dihukum, terhukum"
παιδιόθεν,sejak kecil
παλαιός,tua
παλαιότης,ketuaan
παλαιόω,menua
παλιγγενεσία,"dilahirkan kembali, lahir dari Allah, lahir baru"
παμπληθεί,serempak
πανήγυρις,"majelis, pertemuan, berkumpul, telah berkumpul"
πανδοχεύς,penginapan
πανδοχεῖον,penginapan
πανοικεί,seisi rumah
πανοπλία,baju perang
πανουργία,kelicikan
πανοῦργος,licik
πανταχοῦ,di mana-mana
πανταχῇ,di mana-mana
παντελής,sepenuhnya
παντοκράτωρ,Maha Kuasa
παρά,dari
παράβασις,"melanggar, pelanggaran"
παράγω,berlalu
παράδεισος,surga
παράδοξος,ajaib
παράδοσις,"tradisi, berbagai tradisi"
παράκειμαι,tersedia
παράκλησις,"menasihati, nasihat"
παράκλητος,Penghibur
παράλιος,pantai
παράπτωμα,melanggar
παράσημος,figur haluan
παρέρχομαι,berlalu
παρέχω,memberikan
παρίημι,mengabaikan
παρίστημι,berdiri
παραβάλλω,tiba
παραβάτης,"melanggar, pelanggaran"
παραβαίνω,melanggar
παραβιάζομαι,memaksa
παραβολή,"perumpamaan, perumpamaan-perumpamaan"
παραβολεύομαι,mempertaruhkan
παραγίνομαι,datang
παραγγέλλω,"memberi petunjuk, petunjuk, pemberi petunjuk"
παραγγελία,perintah
παραδέχομαι,"menerima, diterima, penerima"
παραδίδωμι,"berkhianat, dikhianati, pengkhianat"
παραδειγματίζω,mempermalukan
παραζηλόω,"hasutan, provokasi, hasutan-hasutan, provokasi-provokasi"
παραθήκη,amanah
παραθαλάσσιος,tepi laut
παραθεωρέω,mengabaikan
παραινέω,"menasihati, nasihat"
παραιτέομαι,"menolak, ditolak, penolakan"
παρακαθέζομαι,duduk di samping
παρακαλέω,"menasihati, nasihat"
παρακαλύπτω,menyembunyikan
παρακοή,ketidaktaatan
παρακολουθέω,mengikuti
παρακούω,mengabaikan
παρακύπτω,membungkuk
παραλέγομαι,berlayar melewati
παραλαμβάνω,"menerima, diterima, penerima"
παραλλαγή,perubahan
παραλογίζομαι,"menipu, mendustakan, penipu, pendusta"
παραλυτικός,lumpuh
παραλύω,melumpuhkan
παραμένω,tinggal
παραμυθέομαι,menghibur
παραμυθία,penghiburan
παραμύθιον,penghiburan
παρανομέω,melanggar hukum
παρανομία,"melanggar, pelanggaran"
παραπίπτω,jatuh
παραπικραίνω,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak"
παραπικρασμός,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak"
παραπλέω,berlayar melewati
παραπλήσιος,hampir
παραπλησίως,demikian pula
παραπορεύομαι,lewat
παραρρέω,hanyut
παρασκευάζω,menyiapkan
παρασκευή,persiapan
παρατήρησις,pengamatan
παρατίθημι,"komit, berkomitmen, mengikatkan diri, komitmen"
παρατείνω,memanjangkan
παρατηρέω,"menonton, mengawasi, menyaksikan, penjaga"
παρατυγχάνω,kebetulan hadir
παραυτίκα,sesaat
παραφέρω,membawa pergi
παραφρονέω,gila
παραφρονία,kegilaan
παραχειμάζω,menginap
παραχειμασία,penginapan
παραχρῆμα,seketika
παρείσακτος,penyusup
παρεδρεύω,duduk dekat
παρεισάγω,memasukkan
παρεισέρχομαι,masuk
παρεισδύω,menyusup
παρεισφέρω,menyediakan
παρεκτός,selain
παρεμβάλλω,"kubu, benteng, dibentengi, pertahanan"
παρεμβολή,"kubu, benteng, dibentengi, pertahanan"
παρενοχλέω,"masalah, kesulitan, bermasalah, pembuat masalah"
παρεπίδημος,"pembuangan, orang buangan, dibuang"
παρηγορία,penghiburan
παρθένος,"perawan, perawan-perawan, keperawanan"
παρθενία,keperjakuan
παροίχομαι,berlalu
παροικέω,tinggal
παροικία,perantauan
παροιμία,"perumpamaan, perumpamaan-perumpamaan"
παρομοιάζω,menyerupai
παροξυσμός,dorongan
παροξύνω,"hasutan, provokasi, hasutan-hasutan, provokasi-provokasi"
παροργίζω,"hasutan, provokasi, hasutan-hasutan, provokasi-provokasi"
παροργισμός,murka
παροτρύνω,menghasut
παρουσία,kedatangan
παροψίς,hidangan
παρρησία,keberanian
παρρησιάζομαι,berkata berani
παρόμοιος,serupa
πατάσσω,memukul
πατέω,"menginjak-injak, terinjak"
πατήρ,"Allah Bapa, Bapa surgawi, Bapa"
πατρίς,tanah air
πατριά,keluarga
πατριάρχης,bapa leluhur
πατρικός,leluhur
πατρολῴας,pembunuh orang tua
πατροπαράδοτος,warisan leluhur
πατρῷος,leluhur
παχύνω,membual
παύω,berhenti
παῖς,"memperbudak, diperbudak, hamba, budak"
πείθω,"kepercayaan, dapat dipercaya, sifat dapat dipercaya"
πεδινός,datar
πεζεύω,berjalan kaki
πεζῇ,kaki
πειθαρχέω,mematuhi
πειθός,persuasif
πεινάω,lapar
πειράζω,"ujian, ujian-ujian, menguji"
πειράομαι,mencoba
πειρασμός,
πεισμονή,persuasi
πελεκίζω,memenggal
πενθέω,"meratap, ratapan, meratapi, peratap"
πενθερά,mertua
πενθερός,mertuaku
πενιχρός,miskin
πεντάκις,lima kali
πεντήκοντα,lima puluh
πεντακισχίλιοι,lima ribu
πεντακόσιοι,lima ratus
πεντεκαιδέκατος,kelima belas
πεντηκοστή,"Pentakosta, Hari Raya Tujuh Minggu"
πεποίθησις,keyakinan
περί,tentang
περίεργος,"penyihir, ilmu sihir, ahli sihir"
περίθεσις,pemakaian
περίκειμαι,"mengikat, terikat, ikatan"
περίλυπος,sangat sedih
περίοικος,tetangga
περίσσευμα,kelimpahan
περίχωρος,daerah sekitar
περίψημα,sampah
περαιτέρω,seberang
περιΐστημι,berdiri
περιάγω,mengitari
περιάπτω,menyentuh
περιέρχομαι,berkeliling
περιέχω,"merebut, direbut, penyitaan"
περιαιρέω,melepas
περιαστράπτω,bersinar
περιβάλλω,"jubah, jubah-jubah, berjubah"
περιβλέπω,menoleh
περιβόλαιον,"jubah, jubah-jubah, berjubah"
περιδέω,"mengikat, terikat, ikatan"
περιεργάζομαι,sibuk
περιζώννυμι,"melilitkan, diikat"
περικάθαρμα,sampah
περικαλύπτω,menutupi
περικεφαλαία,helm
περικρατής,menguasai
περικρύβω,menyembunyikan
περικυκλόω,mengepung
περιλάμπω,bersinar
περιλείπομαι,tertinggal
περιμένω,menunggu
περιοικέω,tinggal di sekitar
περιοχή,bagian
περιούσιος,istimewa
περιπίπτω,tertimpa
περιπατέω,berjalan
περιπείρω,menusuk
περιποίησις,"dimiliki, dimiliki, dimiliki, dimiliki"
περιποιέω,memperoleh
περιρήγνυμι,merobek
περισπάω,mengalihkan
περισσεία,kelebihan
περισσεύω,"berlipat ganda, berkembang biak, pelipatgandaan"
περισσοῦ,berlebihan
περισσός,berlebihan
περισσῶς,sangat
περιστερά,"merpati, burung dara"
περιτέμνω,"menyunat, disunat, penyunatan, tidak disunat"
περιτίθημι,mengenakan
περιτομή,"menyunat, disunat, penyunatan, tidak disunat"
περιτρέπω,membuat gila
περιτρέχω,berlari mengelilingi
περιφέρω,membawa
περιφρονέω,menghina
περπερεύομαι,memuji diri sendiri
πετεινός,burung
πετρώδης,berbatu
πεῖρα,ujian
πηγή,"sumber air, mata air"
πηδάλιον,kemudi
πηλίκος,sebesar
πηλός,lumpur
πιάζω,"merebut, direbut, penyitaan"
πιέζω,menekan
πιθανολογία,pidato persuasif
πικρία,kepahitan
πικραίνω,memahit
πικρός,pahit
πικρῶς,dengan sedih
πινακίδιον,tablet
πιπράσκω,menjual
πιστεύω,"percaya, percaya pada, keyakinan"
πιστικός,murni
πιστός,"setia, kesetiaan, tidak setia, ketidaksetiaan"
πιστόω,yakin
πιότης,kegemukan
πλάνη,"menipu, mendustakan, penipu, pendusta"
πλάνος,"menipu, mendustakan, penipu, pendusta"
πλάξ,lempeng
πλάσμα,hasil karya
πλάσσω,membentuk
πλάτος,lebar
πλέγμα,lebih banyak
πλέκω,menganyam
πλέω,berlayar
πλήκτης,pemukulang
πλήμμυρα,air bah
πλήν,namun
πλήρης,penuh
πλήρωμα,menggenapi
πλήσσω,memukul
πλανάω,"menipu, mendustakan, penipu, pendusta"
πλανήτης,mengembara
πλαστός,palsu
πλατύνω,meluaskan
πλατύς,jalan raya
πλεονάζω,"berlipat ganda, berkembang biak, pelipatgandaan"
πλεονέκτης,"iri hati, mendambakan"
πλεονεκτέω,"salah, pelanggar, berbuat salah, menganiaya"
πλεονεξία,"iri hati, mendambakan"
πλευρά,rusuk
πληγή,tulah
πληθύνω,"berlipat ganda, berkembang biak, pelipatgandaan"
πληροφορέω,memastikan
πληροφορία,keyakinan
πληρόω,menggenapi
πλησίον,
πλησμονή,kepuasan
πλοιάριον,perahu kecil
πλουσίως,melimpah
πλουτέω,menjadi kaya
πλουτίζω,memperkaya
πλούσιος,kaya
πλοῖον,kapal
πλοῦτος,kekayaan
πλόος,pelayaran
πλύνω,mencuci
πλῆθος,kerumunan
πνέω,bertiup
πνίγω,mencekik
πνευματικός,"roh, roh-roh, rohani"
πνευματικῶς,
πνεῦμα,"Roh Kudus, Roh Allah, Roh Tuhan, roh"
πνικτός,yang dicekik
πνοή,hembusan
ποίημα,karya
ποίησις,tindakan
ποίμνη,"kawanan, gembalaan"
ποίμνιον,"kawanan, gembalaan"
ποδήρης,jubah panjang
ποιέω,"menunjuk, ditunjuk"
ποιητής,pelaku
ποικίλος,beraneka
ποιμήν,"gembala, menggembalakan, penggembalaan"
ποιμαίνω,"gembala, menggembalakan, penggembalaan"
πολίτευμα,"warga, warga-warga, kewarganegaraan"
πολίτης,"warga, warga-warga, kewarganegaraan"
πολεμέω,berperang
πολιτάρχης,penguasa kota
πολιτεία,"warga, warga-warga, kewarganegaraan"
πολιτεύομαι,"warga, warga-warga, kewarganegaraan"
πολλάκις,berkali-kali
πολλαπλασίων,berkali-kali lipat
πολυλογία,banyak kata
πολυμερῶς,berangsur-angsur
πολυποίκιλος,bermacam-macam
πολυτελής,mahal
πολυτρόπως,berbagai cara
πολύς,banyak
πολύσπλαγχνος,"belas kasih, berbelas kasihan"
πολύτιμος,berharga
πονηρία,"jahat, fasik, kefasikkan"
πονηρός,"jahat, fasik, kefasikkan"
πορεία,perjalanan
πορεύομαι,berjalan
πορθέω,menghancurkan
πορισμός,keuntungan
πορνεία,"tidak bermoral, percabulan"
πορνεύω,"tidak bermoral, percabulan"
πορφυροῦς,ungu
πορφυρόπωλις,ungu
πορφύρα,ungu
ποσάκις,berapa kali
ποτέ,pernah
ποτήριον,piala
ποτίζω,memberi minum
ποταμοφόρητος,air bah
ποταμός,Sungai Yordan
ποταπός,macam apa
πού,di suatu tempat
πούς,alas kaki
ποῖος,apa
ποῦ,di mana
πράκτωρ,tukang sita
πράσσω,melakukan
πρέπω,layak
πρίζω,"mencobai, cobaan"
πρίν,sebelum
πραΰς,"lembut, kelembutan"
πραΰτης,"lembut, kelembutan"
πραγματεία,urusan
πραγματευομαι,berdagang
πραιτώριον,istana
πρασιά,kelompok
πραϋπαθία,"lembut, kelembutan"
πρεσβεία,delegasi
πρεσβεύω,mewakili
πρεσβυτέριον,penatua
πρεσβύτερος,penatua
πρεσβύτης,penatua
πρεσβῦτις,perempuan tua
πρηνής,terjatuh
προΐστημι,"pengelola, pengurus, pelayan"
προάγω,mendahului
προέρχομαι,mendahului
προέχω,unggul
προαιρέω,memutuskan
προαιτιάομαι,menuduh
προακούω,mendengar sebelumnya
προαμαρτάνω,"dosa, penuh dosa, pendosa, berbuat berdosa"
προαύλιον,pintu masuk
προβάλλω,menonjol
προβάτιον,"domba betina, domba jantan, domba, bulu domba"
προβαίνω,maju
προβατικός,"domba betina, domba jantan, domba, bulu domba"
προβιβάζω,mendorong
προβλέπω,melihat sebelumnya
προγίνομαι,terjadi sebelumnya
προγινώσκω,"mengetahui sebelumnya, pra-pengetahuan"
προγράφω,menulis sebelumnya
προδίδωμι,memberikan sebelumnya
προδότης,"berkhianat, dikhianati, pengkhianat"
προελπίζω,harapan
προενάρχομαι,memulai sebelumnya
προεπαγγέλλω,"janji, janji-janji, dijanjikan"
προετοιμάζω,menyiapkan sebelumnya
προευαγγελίζομαι,memberitakan kabar baik sebelumnya
προηγέομαι,mendahulukan
προθεσμία,"menunjuk, ditunjuk"
προθυμία,kesiapan
προθύμως,dengan siap
προκαλέω,mengganggu
προκαταγγέλλω,berita lebih dahulu
προκαταρτίζω,menyiapkan lebih dahulu
προκηρύσσω,"berkhotbah, diberitakan, berkhotbah, pengkhotbah"
προκοπή,kemajuan
προκυρόω,mengesahkan
προκόπτω,maju
προλέγω,mengumumkan lebih dahulu
προλαμβάνω,mengambil lebih dahulu
προμαρτύρομαι,"kesaksian, bersaksi, saksi, saksi-saksi"
προμελετάω,memikirkan lebih dahulu
προμεριμνάω,mengkhawatirkan lebih dahulu
προνοέω,memperhatikan
προοράω,melihat lebih dahulu
προορίζω,"menakdirkan, ditakdirkan"
προπάσχω,"menderita, diderita, penderitaan, kesengsaraan"
προπάτωρ,"Allah Bapa, Bapa surgawi, Bapa"
προπέμπω,mengantarkan
προπετής,gegabah
προπορεύομαι,berjalan lebih dahulu
προσάββατον,Sabat
προσάγω,membawa dekat
προσέρχομαι,mendekati
προσέχω,memperhatikan
προσήλυτος,peserti
προσαίτης,"mengemis, memohon, kemelaratan, pengemis"
προσαγορεύω,menamai
προσαγωγή,pendekatan
προσαιτέω,"mengemis, memohon, kemelaratan, pengemis"
προσαναβαίνω,naik lebih dahulu
προσαναπληρόω,melengkapi kekurangan
προσανατίθημι,mengabarkan
προσαπειλέω,mengancam lagi
προσδέομαι,memerlukan
προσδέχομαι,"menerima, diterima, penerima"
προσδαπανάω,menambah biaya
προσδοκάω,menanti
προσδοκία,harapan
προσεάω,mengizinkan
προσεργάζομαι,memperoleh lebih
προσευχή,"berdoa, doa, pendoa, didoakan"
προσεύχομαι,"berdoa, doa, pendoa, didoakan"
προσηλόω,memakukan
προσκαλέω,memanggil
προσκαρτέρησις,"bertekun, ketekunan"
προσκαρτερέω,"memperbudak, diperbudak, hamba, budak"
προσκεφάλαιον,bantal
προσκλίνω,"berpihak, memihak"
προσκληρόω,bergabung
προσκολλάω,melekat
προσκοπή,batu sandungan
προσκυλίω,menggulingkan
προσκυνέω,menyembah
προσκυνητής,menyembah
προσκόπτω,"tersandung, terantuk, terbentur, kesandung"
προσλαλέω,berbicara
προσλαμβάνω,"menerima, diterima, penerima"
προσμένω,bertahan
προσορμίζω,berlabuh
προσοφείλω,berhutang
προσοχθίζω,murka
προσπήγνυμι,menyalibkan
προσπίπτω,"berlutut, membungkuk, bersujud"
προσποιέω,berpura-pura
προσπορεύομαι,mendekati
προσρήσσω,menghantam
προστάσσω,"menunjuk, ditunjuk"
προστάτις,pelindung
προστίθημι,menambah
προστρέχω,berlari
προσφάγιον,ikan
προσφάτως,baru-baru
προσφέρω,mempersembahkan
προσφιλής,menyenangkan
προσφορά,"korban, dikorbankan, mengorbankan, persembahan"
προσφωνέω,berucap
προσψαύω,menyentuh
προσωπολήμπτης,"berpihak, memihak"
προσωπολημπτέω,"berkenan, perkenan, menyenangkan, pilih kasih"
προσωπολημψία,"berpihak, memihak"
προτίθημι,rencanakan
προτείνω,regangkan
προτρέπω,"keberanian, berani, membuat berani, dorongan"
προτρέχω,berlari lebih dulu
προφέρω,mengeluarkan
προφήτης,"nabi, nubuat, bernubuat, pelihat"
προφητεία,"nabi, nubuat, bernubuat, pelihat"
προφητεύω,"nabi, nubuat, bernubuat, pelihat"
προφητικός,"nabi, nubuat, bernubuat, pelihat"
προφθάνω,mendahului
προφῆτις,"nabi, nubuat, bernubuat, pelihat"
προχειρίζομαι,"menunjuk, ditunjuk"
προχειροτονέω,pilih sebelumnya
προϋπάρχω,ada sebelumnya
πρωΐ,pagi
πρωΐα,fajar
πρωτεύω,utama
πρωτοκαθεδρία,tempat kehormatan
πρωτοκλισία,tempat utama
πρωτοστάτης,dalang
πρωτοτόκια,hak kesulungan
πρωτότοκος,anak sulung
πρωϊνός,pagi
πρό,sebelum
πρόβατον,"domba betina, domba jantan, domba, bulu domba"
πρόγνωσις,"mengetahui sebelumnya, pra-pengetahuan"
πρόγονος,nenek moyang
πρόδηλος,jelas
πρόδρομος,pelopor
πρόθεσις,tujuan
πρόθυμος,siap
πρόκειμαι,tersedia
πρόκριμα,"berpihak, memihak"
πρόνοια,perhatian
πρός,kepada
πρόσκαιρος,sementara
πρόσκλισις,"berpihak, memihak"
πρόσκομμα,"tersandung, terantuk, terbentur, kesandung"
πρόσλημψις,penerimaan
πρόσπεινος,sangat lapar
πρόσφατος,segar
πρόσχυσις,percikan
πρόσωπον,wajah
πρότερος,sebelumnya
πρόφασις,alasan palsu
πρόϊμος,hujan awal
πρύμνα,buritan
πρώτως,"kepala, kepala-kepala"
πρᾶγμα,perkara
πρᾶξις,perbuatan
πρῶτος,"kepala, kepala-kepala"
πρῷρα,haluan
πτέρνα,tumit
πτέρυξ,sayap
