lex,default
στεναγμός,gemer
στενοχωρέω,"Eu pressiono, eu cãibra, eu restringo"
στενοχωρία,"Espaço estreito, grande aflição"
στενός,estreito
στερέωμα,"firmeza, firmeza"
στερεός,"sólido, firme, firmeza"
στερεόω,"Eu fortalecer, confirmo, eu estabeleço"
στεφανόω,Eu coro eu adorno
στεῖρα,estéril
στηρίζω,"eu conserto, eu fortalecer"
στηριγμός,"firmeza, firmeza"
στιβάς,"galho, ramo de árvore"
στιγμή,"ponto de tempo, instantâneo"
στοά,"Colunata, pórtico"
στοιχέω,"Eu brilhe, eu glisten, eu flash"
στοιχεῖον,"corpo celestial, elemento"
στολή,robe longo
στράτευμα,Exército
στρέφω,"eu me viro, eu me converto, eu mudo"
στρατεία,"guerra, serviço militar"
στρατεύω,"Eu guerrei, eu luto"
στρατηγός,"general, masgistrado, capitão do templo"
στρατιά,"Exército, série de anjos"
στρατιώτης,soldado
στρατολογέω,"Eu guerrei, eu luto"
στρατόπεδον,Exército acamelado
στρεβλόω,"Eu rack, eu perverti, torcio"
στρηνιάω,"Eu me viro, sou convertido, eu mudo"
στρουθίον,"Pássaro pequeno, pardal"
στρωννύω,"Eu me espalhando, faço uma cama"
στρῆνος,"Weonness, Luxo"
στυγητός,"odioso, detestável"
στυγνάζω,"Eu me espalhando, faço uma cama"
στόμα,"boca, discurso"
στόμαχος,estômago
στῆθος,seio
στῦλος,pilar
συγγένεια,"Família, família"
συγγενής,parente
συγγενίς,parente
συγγνώμη,"permissão, indulgência"
συγκάθημαι,"Eu me espalhando, faço uma cama"
συγκάμπτω,"Eu oprimi, eu me dobro juntos"
συγκαθίζω,"Eu falo para se sentar, eu me sento juntos"
συγκακοπαθέω,"Eu falo para se sentar, eu me sento juntos"
συγκακουχέομαι,"Eu falo para se sentar, eu me sento juntos"
συγκαλέω,"Eu falo para se sentar, eu me sento juntos"
συγκαλύπτω,"Eu esconco de perto, eu encobri totalmente"
συγκατάθεσις,"Assentimento, Acordo"
συγκαταβαίνω,"Eu oprimi, eu me dobro juntos"
συγκατατίθεμαι,"Eu dou um voto com, eu pareço"
συγκαταψηφίζομαι,"Eu dou um voto com, eu pareço"
συγκεράννυμι,"Eu me misturo, eu me uno"
συγκινέω,"Eu me movo juntos, eu me imerro"
συγκλείω,"Eu incluo, fechei"
συγκληρονόμος,"um herdeiro articular, participante"
συγκοινωνέω,"Eu incluo, fechei"
συγκοινωνός,"participante com, co-parceiro"
συγκομίζω,"Eu incluo, fechei"
συγκρίνω,"Eu combio, eu comparo"
συγκυρία,"coincidência, acidente, chance"
συγκύπτω,"Eu combio, eu comparo"
συγχέω,"Eu confuso, eu me imerro"
συγχαίρω,"Eu combio, eu comparo"
συγχράομαι,"Eu confuso, eu me imerro"
συζάω,"Eu confuso, eu me imerro"
συζεύγνυμι,"Eu confuso, eu me imerro"
συζητέω,"eu procuro junto, eu discuto, eu disputo"
συζητητής,disputa
συζωοποιέω,"Eu procuro juntos, discuto, disputi"
συκάμινος,Árvore de Sycamore
συκομορέα,Árvore de Sycamore
συκοφαντέω,"Eu acuso falsamente, defraudi"
συκῆ,figueira
συλάω,"Eu roubo, eu saio"
συλαγωγέω,"Eu acuso falsamente, defraudi"
συλλέγω,"Eu coleciono, colito"
συλλαλέω,"Eu roubo, eu saio"
συλλαμβάνω,"eu aproveito, eu aprecio, eu fico grávida"
συλλογίζομαι,"Eu coleciono, colito"
συλλυπέω,"Eu coleciono, colito"
συμβάλλω,"Eu pondero, encontro, eu conferi ou discute com"
συμβαίνω,"Eu aconteça, eu ocorco"
συμβασιλεύω,"Eu pondero, encontro, eu conferi ou discute com"
συμβιβάζω,"Eu me uno, provar, instrui"
συμβουλεύω,"Eu me uno, provar, instrui"
συμβούλιον,"Conselho, conselho"
συμμέτοχος,Participar em conjunto
συμμαθητής,companheiro-discípulo
συμμαρτυρέω,"Eu me uno, provar, instrui"
συμμερίζω,"Eu me uno, provar, instrui"
συμμιμητής,imitador conjunto
συμπάρειμι,"Eu convido, encorajo junto com os outros"
συμπάσχω,"Eu convido, encorajo junto com os outros"
συμπέμπω,"Eu convido, encorajo junto com os outros"
συμπίνω,"Eu convido, encorajo junto com os outros"
συμπίπτω,eu caio
συμπαθέω,"Eu simpatizo com, tenho compaixão em"
συμπαθής,"simpatizante, compassivo"
συμπαραγίνομαι,"Eu me junto com, eu ajudo"
συμπαρακαλέω,"Eu convido, encorajo junto com os outros"
συμπαραλαμβάνω,"Eu convido, encorajo junto com os outros"
συμπεριλαμβάνω,"Eu convido, encorajo junto com os outros"
συμπληρόω,"Eu caio, eu caio sob"
συμπνίγω,"Eu engasgo totalmente, eu me multidem"
συμπολίτης,concidadão
συμπορεύομαι,"Eu viajo junto com, eu me monto"
συμπρεσβύτερος,idosos
συμπόσιον,"Festa bebendo, empresa festiva"
συμφέρω,eu coleto
συμφυλέτης,compatriota
συμφωνέω,"Eu coleciono, sou rentável para"
συμφωνία,"harmonia de instrumentos, música"
συμφύω,"Eu coleciono, sou rentável para"
συμφώνησις,"harmonia, acordo"
συμψηφίζω,"Eu calcula, eu acho que"
συνάγω,"eu reúno, eu ajunto"
συνέδριον,"conselho, Sinédrio"
συνέκδημος,companheiro de viagem
συνέπομαι,"Eu faço um acordo, concordo"
συνέρχομαι,"eu acompanho, eu venho com, eu vou com, eu me ajunto"
συνέχω,"eu mantenho juntos, eu confino"
συνήδομαι,"Eu mantenho juntos, confino, ovo, estou aflito com"
συνήθεια,"costume, hábito"
συνίημι,"eu considero, eu entendo"
συνίστημι,"eu recomendo, eu provo, eu coopero"
συναίρω,"Eu faço um cálculo, eu acordo contas"
συναγωγή,"assembleia, reunião, sinagoga"
συναγωνίζομαι,"Eu calcula, eu acho que"
συναθλέω,"Eu calcula, eu acho que"
συναθροίζω,"Eu me junho juntos, me monto"
συναιχμάλωτος,um companheiro cativo
συνακολουθέω,"Eu faço um cálculo, eu acordo contas"
συναλίζομαι,"Eu faço um cálculo, eu acordo contas"
συνανάκειμαι,"Eu obrigi, eu desejo"
συναναβαίνω,"Eu obrigi, eu desejo"
συναναμίγνυμι,"Eu obrigi, eu desejo"
συναναπαύομαι,"Eu obrigi, eu desejo"
συναντάω,"Eu encontro, eu encontro"
συναντιλαμβάνομαι,"Eu ajudo, eu ajudo"
συναπάγω,"Eu me levo, eu condescendo a"
συναποθνῄσκω,"Eu me levo, eu condescendo a"
συναποστέλλω,"Eu me levo, eu condescendo a"
συναπόλλυμι,"Eu me levo, eu condescendo a"
συναρμολογέω,"Eu me levo, eu condescendo a"
συναρπάζω,"Eu aproveito, arrasto pela força"
συναυξάνω,"Eu aproveito, arrasto pela força"
συνδέω,"Eu aproveito, arrasto pela força"
συνδοξάζω,"Eu aproveito, arrasto pela força"
συνδρομή,correndo juntos
συνείδησις,consciência
συνεγείρω,"Eu aproveito, arrasto pela força"
συνεισέρχομαι,"Eu aproveito, arrasto pela força"
συνεκλεκτός,companheiro eleito
συνεπιμαρτυρέω,"Eu aproveito, arrasto pela força"
συνεπιτίθημι,"Eu faço um acordo, concordo"
συνεργέω,"Eu faço um acordo, concordo"
συνεργός,cooperador
συνεσθίω,"Eu venho ou vou com, eu acompanho, eu me monte"
συνετός,"inteligente, prudente, sábio"
συνευδοκέω,"Eu consinto, concordo, sou de uma mente com"
συνευωχέομαι,"Eu consinto, concordo, sou de uma mente com"
συνεφίστημι,"Eu consinto, concordo, sou de uma mente com"
συνηλικιώτης,uma das mesmas idade
συνθάπτω,"Eu mantenho juntos, confino, ovo, estou aflito com"
συνθλάω,"Eu quebro, eu quebro em pedaços"
συνθλίβω,"Eu quebro, eu quebro em pedaços"
συνθρύπτω,"Eu quebro em pedaços, eu esmago, enfraquei completamente"
συνοδία,"Empresa viajando juntos, caravana"
συνοδεύω,"Eu viajo com, eu acompanho"
συνοικέω,"Eu habito com, moro no casamento com"
συνοικοδομέω,"Eu habito com, moro no casamento com"
συνομιλέω,"Eu habito com, moro no casamento com"
συνομορέω,"Eu habito com, moro no casamento com"
συνοράω,"Eu sei, eu considero, estou a par"
συνοχή,"aflição, angústia"
συντάσσω,"Eu organizo, eu dirijo, nomeio"
συντέλεια,"Conclusão, consumação, fim"
συντέμνω,"Eu cortei curto, trago à rápida realização"
συντίθημι,"Eu faço um acordo, concordo"
συντελέω,"Eu cumpro, eu realizo"
συντηρέω,"Eu preservo, mantenho seguro, tenho em mente"
συντρέχω,"Eu faço um acordo, concordo"
συντρίβω,"Eu faço um acordo, concordo"
συντυγχάνω,"Eu me encontro, eu venho para"
συντόμως,"Concisamente, brevemente"
συνυποκρίνομαι,"Eu me encontro, eu venho para"
συνυπουργέω,"Eu me encontro, eu venho para"
συνωδίνω,"Eu me encontro, eu venho para"
συνωμοσία,"conspiração, enredo"
συσπαράσσω,"Eu desenho, arrasto"
συστέλλω,"Eu encurtar, eu faço"
συστατικός,Comentário
συσταυρόω,"Eu desenho, arrasto"
συστενάζω,"Eu encurtar, eu faço"
συστοιχέω,"Eu encurtar, eu faço"
συστρέφω,"Eu encurtar, eu faço"
συστρατιώτης,companheiro soldado
συστροφή,"reunindo juntos, concurso mutuoso"
συσχηματίζω,"Eu encurtar, eu faço"
σφάγιον,vítima abatida
σφάζω,eu encurto
σφαγή,"abate, sacrifício"
σφοδρῶς,extremamente
σφραγίζω,eu encurto
σφραγίς,"selo, impressão, prova"
σφόδρα,"extremamente, muito"
σχίζω,"eu divido, eu rasgo"
σχίσμα,"aluguel, divisão"
σχεδόν,"quase, quase"
σχοινίον,"corda, corda"
σχολάζω,"Eu tenho lazer, estou vazio"
σχολή,"Lazer, Escola"
σχῆμα,"moda, hábito, forma, aparência"
σωματικός,"corporal, corpóreo"
σωματικῶς,corporal
σωρεύω,"Eu subo, eu carrego"
σωτήρ,"salvador, libertador, preservador"
σωτήριος,"Economizando, trazendo salvação, salvação"
σωτηρία,"salvação, libertação"
σωφρονέω,"Eu estou sóbrio, eu exercito autocontrole"
σωφρονίζω,"Eu estou sóbrio, eu exercito autocontrole"
σωφρονισμός,"autocontrole, autodisciplina"
σωφροσύνη,"sanidade, sobriedade"
σωφρόνως,"Soberly, com moderação"
σός,"teu, tua, seu, sua,"
σύ,tu
σύγχυσις,"confusão, perturbação"
σύζυγος,"Um colega de jugo, colega"
σύμβουλος,"Conselheiro, conselheiro"
σύμμορφος,"semelhante, em conformidade com"
σύμφημι,"Eu coleciono, sou rentável para"
σύμφορος,eu coleto
σύμφυτος,"crescido juntos, unidos com"
σύμφωνος,"harmonioso, concordando com"
σύμψυχος,de um acordo
σύν,com
σύνδεσμος,"banda, vinculação"
σύνδουλος,"servo, colega"
σύνειμι (I),"Eu aproveito, arrasto pela força"
σύνειμι (II),"Eu aproveito, arrasto pela força"
σύνεσις,compreensão
σύντριμμα,"esmagamento, destruição"
σύντροφος,um irmão adotivo
σύρω,"Eu desenho, arrasto"
σύσσημον,sinal acordado
σύσσωμος,pertencente ao mesmo corpo
σώφρων,"auto-controlado, temperado"
σῖτος,"trigo, grão"
σῦκον,FIG
σῴζω,"eu salvo, eu liberto, eu preservo, eu livro, eu curo"
σῶμα,corpo
τάγμα,"Rank, Divisão"
τάλαντον,talento
τάξις,"ordem, posição, classificação"
τάραχος,"perturbação, comoção"
τάσσω,"Eu atribuo, eu organizo"
τάφος,"túmulo, enterro-lugar"
τάχα,"rapidamente, talvez"
τάχος,"rapidez, velocidade"
τέ,"e, ambos"
τέκνον,"criança, filho, descendente"
τέκτων,carpinteiro
τέλειος,"perfeito, perfeita, maduro, madura"
τέλος,"fim, finalidade, propósito, resultado"
τέρας,maravilha
τέσσαρες,quatro
τέταρτος,"quarto, quarta"
τέχνη,"arte, habilidade, comércio"
τήκω,"Eu faço líquido, eu derrete"
τήρησις,"prisão, observância"
τίθημι,"eu coloco, eu ponho"
τίκτω,"eu suporto, eu trago, eu produzo"
τίλλω,"Eu arranco, eu arranco"
τίμιος,"de grande preço, precioso, honrado"
τίνω,"Eu valorizo ​​a um preço, eu honro"
τίς,"quem, que, qual, o que"
τίτλος,"Título, inscrição"
ταβέρνη,Taverns
τακτός,"nomeado, organizado, fixo"
ταλαίπωρος,"miserável, afligido, miserável"
ταλαιπωρέω,"Eu sou infeliz, angustiei"
ταλαιπωρία,"dificuldades, miséria"
ταλαντιαῖος,um talento em peso
ταλιθά,garotinha
ταμεῖον,Câmara secreta
ταπείνωσις,"abastecimento, baixa condição"
ταπεινοφροσύνη,humildade
ταπεινός,"humilde, humilde"
ταπεινόφρων,humildade
ταπεινόω,"eu me humilho, eu humilho"
ταράσσω,"eu agito, eu movo, eu perturbo"
ταραχή,"perturbação, tumulto, sedição"
ταρταρόω,"Eu agito, eu me imerro, eu me incomode"
ταφή,enterro
ταχέως,"em breve, rapidamente, apressadamente"
ταχινός,"Swift, Rápido"
ταχύς,"rapidamente, rápido"
ταῦρος,"touro, boi"
τεκμήριον,"sinal, certa prova"
τεκνίον,criança pequena
τεκνογονέω,"Eu atribuo, eu organizo"
τεκνογονία,Rolamento da criança
τεκνοτροφέω,"Eu atribuo, eu organizo"
τελέω,"eu termino, eu realizo, eu pago"
τελείως,perfeitamente
τελείωσις,"Conclusão, Cumprimento, Perfeição"
τελειωτής,"Perfeito, completer"
τελειότης,"perfeição, perfeição"
τελειόω,"eu completo, eu realizo, eu aperfeiçoo"
τελεσφορέω,"Eu completei, eu realizo, eu faço perfeito"
τελευτάω,"eu acabo, eu termino, eu morro"
τελευτή,"fim da vida, morte"
τελώνης,"publicano, coletor de impostos"
τελώνιον,escritório do coletor de impostos
τεσσαρεσκαιδέκατος,décimo quarto
τεσσεράκοντα,quarenta
τεσσερακονταετής,quarenta anos de idade
τεταρταῖος,Quatro dias desde então
τετράγωνος,Praça
τετράδιον,Grupo de quatro soldados
τετράμηνος,de quatro meses
τετράπους,quatro pés
τετραάρχης,tetrarca
τετρααρχέω,"Eu termino, eu realizo, eu pago"
τετρακισχίλιοι,quatro mil
τετρακόσιοι,quatrocentos
τετραπλοῦς,quatro vezes
τεφρόω,"Eu termino, eu realizo, eu pago"
τεχνίτης,"artesão, artesão"
τεῖχος,muro
τηλαυγῶς,"claramente, distintamente"
τηλικοῦτος,tão bom
τηρέω,"eu guardo, eu observo"
τιμάω,"eu honro, eu honro"
τιμή,"preço, honra"
τιμιότης,"preciosidade, custo"
τιμωρέω,"Eu valorizo ​​a um preço, eu honro"
τιμωρία,"punição, penalidade"
τοίνυν,"de fato, agora, portanto"
τοιγαροῦν,"Consequentemente, portanto"
τοιοῦτος,"de tal tipo, tal"
τοιόσδε,"desse tipo, tal"
τολμάω,"eu ouso, eu suporto, eu sou ousado"
τολμηρός,mais ousadia
τολμητής,"homem ousado, presunçoso"
τομός,"mais nítido, keener"
τοπάζιον,topázio
τοσοῦτος,"tão bom, tão boa"
τοῖχος,muro
τράγος,ele-bode
τράπεζα,mesa
τράχηλος,pescoço
τρέμω,"Eu tremo, estou com medo"
τρέφω,"Eu alimento, eu parte"
τρέχω,"eu corro, eu me exercito"
τρίβολος,cardo
τρίβος,"caminho desgastado, caminho espancado"
τρίζω,"Eu grato, eu corda"
τρίμηνος,Durando três meses
τρίς,três vezes
τρίστεγον,"ter três histórias, terceira história"
τρίτος,terceiro
τρίχινος,feito de cabelo
τραπεζίτης,"mudança de dinheiro, banqueiro"
τραυματίζω,"Eu ouso, eu suporto, eu sou ousado"
τραχηλίζω,"Eu estou desencapado, eu coloquei aberto"
τραχύς,duro
τραῦμα,ferida
τρεῖς,três
τριάκοντα,trinta
τριακόσιοι,trezentos
τριετία,espaço de três anos
τρισχίλιοι,três mil
τροπή,girando
τροποφορέω,"Eu grato, eu corda"
τροφή,"comida, nutrição"
τροφός,enfermeira
τροχιά,"Faixa de roda, caminho"
τροχός,"roda, curso"
τρυγάω,"Eu grato, eu corda"
τρυγών,rola
τρυμαλιά,olho de agulha
τρυφάω,"Eu grato, eu corda"
τρυφή,luxo efeminado
τρόμος,tremendo
τρόπος,"maneira, caráter"
τρύβλιον,prato
τρώγω,"Eu grato, eu corda"
τυγχάνω,"eu obtenho, eu aconteço"
τυμπανίζω,"Eu tortura, eu quebro a roda"
τυπικώς,"tipo, figura, modelo, tipo"
τυφλός,cego
τυφλόω,"Eu bati, eu ganho, eu feri, eu inflito punição"
τυφωνικός,"violento, tempestuoso"
τυφόω,"Eu gosto, faço arrogante"
τόκος,"interesse, usura"
τόξον,arco
τόπος,lugar
τότε,então
τύπος,"tipo, figura, modelo, tipo"
τύπτω,"eu bato, eu ganho, eu firo, eu puno"
τύφω,"Eu gosto, faço arrogante"
τὶς,"alguém, qualquer um, algum, alguma coisa"
τὸ ἐναντίον,pelo contrário
τὸ ὄνομα,pelo nome
υἱοθεσία,adoção
υἱός,"filho, descendente"
φάγος,glutão
φάντασμα,"Aparição, fantasma, espírito"
φάραγξ,"Vale, Ravine"
φάρμακος,"mágico, feiticeiro"
φάσις,"Relatório, tíquentos"
φάσκω,"Eu afirmo, afirmo, professo"
φάτνη,"manjedoura, alimentando-a"
φέγγος,"Brilho, luz"
φέρω,"eu carrego, eu trago, eu levo, eu conduzo"
φήμη,"Relatório, Fama"
φίλανδρος,amando o marido
φίλαυτος,egoísta
φίλημα,beijo
φίλος,amigo
φαίνω,"eu brilho, eu apareço, eu pareço"
φαιλόνης,"manto, manto"
φανέρωσις,manifestação
φανερός,"aparente, claro, visível, manifesto, claramente"
φανερόω,"eu deixo claro, eu me torno visível, eu me manifesto"
φανερῶς,"claramente, abertamente"
φαντάζω,"Eu deixo claro, eu visível, ou manifesto"
φαντασία,"Mostrar, exibir, pompa"
φανός,"tocha, lanterna"
φαρμακεία,"magia, feitiçaria, encantamento"
φαῦλος,"inútil, má, base"
φείδομαι,"eu poupo, eu abstenho"
φειδομένως,com moderação
φεύγω,"eu fujo, eu escapo"
φημί,"eu digo, eu falo"
φθάνω,"Eu antecipo, eu precede, eu chego"
φθέγγομαι,"Eu falo em voz alta, eu proferir"
φθαρτός,"corruptível, perecível"
φθείρω,"Eu corroomento, eu estrago, eu destruo"
φθινοπωρινός,outonal
φθονέω,"Eu corroomento, eu estrago, eu destruo"
φθορά,"Corrupção, destruição, decadência"
φθόγγος,som
φθόνος,"inveja, rancor"
φιάλη,tigela
φιλάγαθος,amando o que é bom
φιλάδελφος,amando os irmãos
φιλάργυρος,"Dinheiro - amoroso, avariante"
φιλέω,"eu amo, eu beijo"
φιλήδονος,Prazer-amando
φιλία,amizade
φιλαδελφία,amor fraternal
φιλανθρωπία,"amor pela humanidade, benevolência"
φιλανθρώπως,"humanamente, gentilmente"
φιλαργυρία,"amor de dinheiro, avareza"
φιλονεικία,"amor de disputa, disputa"
φιλοξενία,hospitalidade
φιλοπρωτεύω,"Eu amo, eu beijo"
φιλοσοφία,"amor da sabedoria, filosofia"
φιλοτιμέομαι,"Eu amo, eu beijo"
φιλοφρόνως,gentilmente
φιλόθεος,Amar a Deus
φιλόνεικος,"Strife-amando, contencioso"
φιλόξενος,hospitaleiro
φιλόσοφος,filósofo
φιλόστοργος,amando ternamente
φιλότεκνος,amando os filhos
φιμόω,"Eu focinho, eu silêncio"
φλογίζω,"Eu inflamo, eu disparo com paixão"
φλυαρέω,"Eu inflamo, eu disparo com paixão"
φλόξ,chama
φλύαρος,"prata, falando tolamente"
φοβέω,"eu temo, eu tenho medo, eu reverencio, eu respeito"
φοβερός,"temeroso, terrível"
φονεύς,assassino
φονεύω,eu mato
φορέω,"Eu carrego, eu uso"
φορτίζω,"Eu carrego, eu fardo"
φορτίον,"fardo, frete"
φοῖνιξ,"Palmeira, ramo de palma"
φράζω,"Eu declaro, eu explico, interpreto"
φράσσω,"Eu paro, eu fecho"
φρέαρ,"poço, bem"
φρήν,"mente, intelecto"
φρίσσω,"Eu paro, eu fecho"
φραγέλλιον,"Scourge, Lash"
φραγελλόω,"Eu flagelar, eu flagelo"
φραγμός,"hedge, cerca, partição"
φρεναπάτης,Mente-enganador
φρεναπατάω,"Eu paro, eu fecho"
φρονέω,"eu penso, eu julgo, eu observo"
φρονίμως,"sabiamente, sensivelmente, prudentemente"
φροντίζω,"Eu sou pensativo, eu cuidado"
φρουρέω,"Eu guarda, eu mantenho"
φρυάσσω,"Eu rugio, eu mexo"
φρόνημα,"pensamento, propósito"
φρόνησις,compreensão
φρόνιμος,"inteligente, prudente"
φρύγανον,vara seca para queima
φυγή,voo
φυλάσσω,"eu mantenho, eu guardo, eu observo"
φυλή,"tribo, raça"
φυλακή,"guarda, prisão"
φυλακίζω,"Eu rugio, eu mexo"
φυλακτήριον,"Phylactery, Amuleto"
φυσίωσις,"pufando, orgulho"
φυσικός,"Natural, de acordo com a natureza"
φυσικῶς,"por natureza, naturalmente"
φυσιόω,"Eu inflaro, puxo"
φυτεία,plantar
φυτεύω,eu planto
φωλεός,"Burrow, buraco"
φωνέω,"eu canto, eu grito, eu invoco, eu chamo, eu me dirijo"
φωνή,"som, ruído, voz"
φωστήρ,"Luz, Brilliany"
φωσφόρος,"leve-rolamento, radiante, a estrela da manhã"
φωτίζω,"eu ilumino, eu trago à luz"
φωτεινός,"brilhante, luminoso, cheio de luz"
φωτισμός,"luz, brilho, iluminação"
φόβητρον,causa de terror
φόβος,"medo, terror, reverência"
φόνος,"Assassinato, abate"
φόρος,"Imposto, tribual"
φύλαξ,"Guarda, Guardião, Sentinela"
φύλλον,Folha
φύραμα,massa ou caroço
φύσις,natureza
φύω,"Eu cresci, cresci"
φῶς,luz
χάλαζα,saudação
χάραγμα,"escultura, selo, sinal"
χάραξ,monte para sitiar
χάριν,na conta de
χάρις,"graça, favor, bondade"
χάρισμα,"graça, favor imerecido"
χάρτης,"Papiro, Papel"
χάσμα,"Gap, Golfo, CHASM"
χίλιοι,mil
χαίρω,"eu me alegro, eu me regozijo"
χαλάω,"Eu desuso, eu abaixei"
χαλεπός,"duro, duro, feroz"
χαλιναγωγέω,"Eu freio, eu me transforme"
χαλινός,refrear
χαλκίον,embarcação de bronze
χαλκεύς,trabalhador em latão ou cobre
χαλκηδών,calcedônia
χαλκολίβανον,"orichalcum, ou incenso de cor amarela"
χαλκοῦς,feito de bronze
χαλκός,"cobre, latão, dinheiro"
χαμαί,em ou no chão
χαρά,"alegria, gozo"
χαρίζομαι,"eu mostro favor, eu perdoo"
χαρακτήρ,reprodução exata
χαριτόω,"Eu prefiro, eu download livremente"
χείμαρρος,torrent de inverno
χείρ,mão
χείρων,pior
χειμάζω,"Eu prefiro, eu download livremente"
χειμών,"Tempestade, estação chuvosa"
χειραγωγέω,"Eu prefiro, eu download livremente"
χειραγωγός,aquele que lidera pessoa desamparada à mão
χειροποίητος,feito ou feito com as mãos
χειροτονέω,"Eu escolho por voto, nomeei"
χειρόγραφον,"caligrafia, vinculação"
χεῖλος,"lábio, boca, costa"
χιλίαρχος,tribuno
χιλιάς,mil
χιτών,"túnica, vestuário, roupa íntima"
χιών,neve
χλαμύς,capa curta
χλευάζω,"Eu zombei, eu zozo"
χλιαρός,morno
χλωρός,"verde, pálido"
χολάω,"Eu zombei, eu zozo"
χολή,"Galte, ervas amargas"
χορηγέω,"Eu zombei, eu zozo"
χορτάζω,"eu alimento, eu satisfaço"
χορός,dançe dançe
χοϊκός,"Terra, feita de terra"
χοῖνιξ,Medida seca grega
χοῖρος,porco
χοῦς,pó
χράομαι,"eu uso, eu faço uso de, eu lido com"
χρή,"Eu é necessário, eu é adequado"
χρήσιμος,"útil, rentável"
χρίω,"Eu aviso, sou publicamente chamado"
χρεία,necessidade
χρεοφειλέτης,devedor
χρηματίζω,"Eu aviso, sou publicamente chamado"
χρηματισμός,oráculo
χρηστεύομαι,"Eu aviso, sou publicamente chamado"
χρηστολογία,Endereço gentil
χρηστός,"útil, gentil, agradável, tipo"
χρηστότης,"bondade, benignidade, gentileza"
χρονίζω,"Eu atraso, eu forry"
χρονοτριβέω,"Eu perco tempo, passo tempo"
χρυσίον,ouro
χρυσοδακτύλιος,adornado com um anel de ouro
χρυσοῦς,"dourado, dourada"
χρυσόλιθος,topázio
χρυσόπρασος,Chrysoprase
χρυσός,qualquer coisa feita de ouro
χρυσόω,"Eu adoro, adorno com ouro"
χρόνος,tempo
χρώς,pele
χρῄζω,"Eu é necessário, eu é adequado"
χρῆμα,"dinheiro, riquezas"
χρῆσις,"Uso, Uso"
χρῖσμα,unção
χωλός,"coxo, manco"
χωρέω,"eu tenho lugar, eu aceito"
χωρίζω,"eu me separo, eu me divorcio"
χωρίον,"lugar, pedaço de terra, campo"
χωρίς,"sem, além de"
χόρτασμα,"alimentos, sustento"
χόρτος,"grama, feno"
χώρα,"região, terra, campo"
χῆρος,viúva
χῶρος (II),vento noroeste
ψάλλω,"Eu separo, eu mexo"
ψαλμός,salmo
ψευδάδελφος,irmão falso
ψευδής,"falso, enganoso, mentindo"
ψευδαπόστολος,apóstolo falso
ψευδοδιδάσκαλος,professor falso
ψευδολόγος,Falando mentiras
ψευδομαρτυρέω,"Eu separo, eu mexo"
ψευδομαρτυρία,Testemunho falso
ψευδοπροφήτης,falso profeta
ψευδόμαρτυς,testemunha falsa
ψευδόχριστος,falso cristo
ψευδώνυμος,falsamente nomeado
ψεύδομαι,eu separo
ψεύστης,"mentiroso, enganador"
ψεῦδος,mentira
ψεῦσμα,"Falsidade, mentira"
ψηλαφάω,"Eu sinto, toquei, eu lidar, eu tiro por"
ψηφίζω,"Eu acho, calculro"
ψιθυρισμός,"sussurrando, slandering secreto"
ψιθυριστής,"sussurro, slanderer secreto"
ψιχίον,migalha
ψυχή,"alma, vida"
ψυχικός,"animal, natural, sensual"
ψυχρός,"frio, frio"
ψωμίζω,"Eu alimento, eu me dou fora"
ψωμίον,"bit, morsel"
ψύχω,"Eu lico, eu cresci frio"
ψώχω,"Eu esfrego, esfrego a pedaços"
ψῆφος,"Pebble, voto"
ψῦχος,resfriado
ἀΐδιος,eterno
ἀήρ,ar
ἀβαρής,não onerosa
ἀββά,Pai
ἀγάπη,amor
ἀγέλη,"rebanho, rebanho"
ἀγαθοεργέω,"Eu não sei, eu sou ignorante de"
ἀγαθοποιΐα,fazendo do que é bom
ἀγαθοποιέω,"Eu não sei, eu sou ignorante de"
ἀγαθοποιός,um porador daquilo que é bom
ἀγαθωσύνη,bondade
ἀγαθός,"bom, reto"
ἀγαλλίασις,"Exultação, alegria"
ἀγαλλιάω,eu exulto
ἀγανάκτησις,indignação
ἀγανακτέω,"Estou com raiva, estou incenso"
ἀγαπάω,eu amo
ἀγαπητός,amado
ἀγγέλλω,"eu anuncio, eu relato, eu trago um relatório"
ἀγγαρεύω,"Eu estou impressionando, eu envio"
ἀγγελία,mensagem
ἀγγεῖον,"embarcação, frasco, pode"
ἀγενής,"Sem família, ignóbil"
ἀγενεαλόγητος,de genealogia não registrada
ἀγκάλη,braço
ἀγνοέω,"eu não sei, eu ignoro"
ἀγνωσία,ignorância
ἀγνόημα,ofensa cometida através da ignorância
ἀγορά,mercado
ἀγοράζω,"eu não sei, eu ignoro, eu sou ignorante de"
ἀγοραῖος,uma espreguiçadeira no mercado
ἀγράμματος,sem instrução
ἀγραυλέω,"Eu não sei, eu sou ignorante de"
ἀγρεύω,"Eu pego, eu capture"
ἀγριέλαιος,oliveira selvagem
ἀγρυπνέω,"Eu pego, eu capture"
ἀγρυπνία,"insônia, assistindo"
ἀγρός,"campo, interior"
ἀγωγή,conduta
ἀγωνία,"Concurso, Agonia"
ἀγωνίζομαι,"Eu me esforço, eu lendo"
ἀγών,concurso
ἀδάπανος,"sem despesa, livre"
ἀδήλως,"fora de vista, incerta"
ἀδίκημα,"crime, delito"
ἀδίκως,injustamente
ἀδελφή,irmã
ἀδελφός,irmão
ἀδελφότης,fraternidade
ἀδηλότης,incerteza
ἀδημονέω,"Estou incomodado, angustiei"
