# LXX-only Greek lexemes (no Strong's number) grouped by wordid (validated per-lemma
# key, see lxx/parse.py) into a citation form + all attested inflected variants, with
# per-variant occurrence count + a sample verse ref. citation_confidence=standard means
# the chosen form is on a fixed priority list of lexicon-headword-shaped forms (nom.
# singular for nouns/adjectives; for verbs, present/aorist indicative or infinitive,
# preferring active + 1st singular, even if not literally the ideal PAI1S); fallback
# means nothing on that list was attested and the most frequent form was used regardless
# of shape — worth a lexicographer's eye before treating as a final headword.
# CATSS-derived (non-commercial) — see shoresh/legal/CATSS-user-declaration.md.
# See shoresh/lxx/build_orphan_lexemes.py.
wordid	citation_form	citation_morph	pos	citation_confidence	variant_surface	variant_plain	variant_morph	count	sample_ref
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτρίψεις	εκτριψεις	V.FAI2S	1	NUM 14:15
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτριβῇ	εκτριβη	V.APS3S	1	NUM 32:21
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτριβήσεσθε	εκτριβησεσθε	V.FPI2P	1	DEU 4:26
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτριβῶσιν	εκτριβωσιν	V.APS3P	1	DEU 7:20
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτρίψητε	εκτριψητε	V.AAS2P	1	JOS 6:18
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτρίψουσιν	εκτριψουσιν	V.FAI3P	1	JOS 7:9
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐξέτριψας	εξετριψας	V.AAI2S	1	NEH 9:24
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐξετρίβησαν	εξετριβησαν	V.API3P	1	JOB 30:13
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτριβέτω	εκτριβετω	V.PAD3S	1	SIR 6:36
704345	ἐκτρίβει	V.PAI3S	V	standard	ἔκτριψον	εκτριψον	V.AAD2S	1	SIR 36:6
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτρίβοντες	εκτριβοντες	V.PAPNPM	1	AMO 8:4
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτρίψωμεν	εκτριψωμεν	V.AAS1P	1	JER 11:19
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐκτρίβητε	εκτριβητε	V.APS2P	1	JER 31:18
704345	ἐκτρίβει	V.PAI3S	V	standard	ἐξέτριψα	εξετριψα	V.AAI1S	1	EZK 43:8
704346	ἐκτρυγήσεις	V.FAI2S	V	fallback	ἐκτρυγήσεις	εκτρυγησεις	V.FAI2S	1	LEV 25:5
704347	ἐκτρώγων	V.PAPNSM	V	fallback	ἐκτρώγων	εκτρωγων	V.PAPNSM	1	MIC 7:4
704349	ἐκτετυπωμένοι	V.XMPNPM	V	fallback	ἐκτετυπωμένοι	εκτετυπωμενοι	V.XMPNPM	2	EXO 25:33
704349	ἐκτετυπωμένοι	V.XMPNPM	V	fallback	ἐκτυπώσεις	εκτυπωσεις	V.FAI2S	1	EXO 28:36
704349	ἐκτετυπωμένοι	V.XMPNPM	V	fallback	ἐκτετυπωμένα	εκτετυπωμενα	V.XMPAPN	1	EXO 36:37
704350	ἐκτύπωμα	N.ASN	N	fallback	ἐκτύπωμα	εκτυπωμα	N.ASN	2	EXO 28:36
704351	ἐκτύπωσιν	N.ASF	N	fallback	ἐκτύπωσιν	εκτυπωσιν	N.ASF	1	1KI 6:35
704352	ἐκτυφλοῖ	V.PAI3S	V	standard	ἐκτυφλοῖ	εκτυφλοι	V.PAI3S	2	EXO 23:8
704352	ἐκτυφλοῖ	V.PAI3S	V	standard	ἐξετύφλωσεν	εξετυφλωσεν	V.AAI3S	2	2KI 25:7
704352	ἐκτυφλοῖ	V.PAI3S	V	standard	ἐκτυφλώσῃ	εκτυφλωση	V.AAS3S	1	EXO 21:26
704352	ἐκτυφλοῖ	V.PAI3S	V	standard	ἐκτυφλούμενος	εκτυφλουμενος	V.PMPNSM	1	ZEC 11:17
704352	ἐκτυφλοῖ	V.PAI3S	V	standard	ἐκτυφλωθήσεται	εκτυφλωθησεται	V.FPI3S	1	ZEC 11:17
704352	ἐκτυφλοῖ	V.PAI3S	V	standard	ἐκτετύφλωνται	εκτετυφλωνται	V.XPI3P	1	ISA 56:10
704353	ἠκύρωσεν	V.AAI3S	V	standard	ἠκύρωσεν	ηκυρωσεν	V.AAI3S	1	4MA 7:14
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐκφαίνει	εκφαινει	V.PAI3S	3	SIR 14:7
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐκφανῶ	εκφανω	V.FAI1S	2	SIR 16:25
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐκφαίνων	εκφαινων	V.PAPNSM	2	SIR 24:27
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐξεφάνθη	εξεφανθη	V.API3S	2	DAN 2:19
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐκφαινομένης	εκφαινομενης	V.PMPGSF	1	3MA 4:1
704354	ἐκφαίνει	V.PAI3S	V	standard	ἔκφαινε	εκφαινε	V.PAD2S	1	SIR 8:19
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐκφάνωσιν	εκφανωσιν	V.APS3P	1	SIR 38:34
704354	ἐκφαίνει	V.PAI3S	V	standard	ἐκφανεῖ	εκφανει	V.FAI3S	1	SIR 39:8
704355	ἐκφαυλίσαντα	V.AAPASM	V	fallback	ἐκφαυλίσαντα	εκφαυλισαντα	V.AAPASM	1	JDT 14:5
704358	ἐκφᾶναι	V.PAN	V	standard	ἐκφᾶναι	εκφαναι	V.PAN	1	SIR 19:25
704359	ἐκφλεγομένη	V.PMPNSF	V	fallback	ἐκφλεγομένη	εκφλεγομενη	V.PMPNSF	1	4MA 16:3
704362	ἐκφορὰν	N.ASF	N	fallback	ἐκφορὰν	εκφοραν	N.ASF	3	2CH 16:14
704363	ἐκφόρια	N.APN	N	fallback	ἐκφόρια	εκφορια	N.APN	4	LEV 25:19
704364	ἐκφυγῆς	N.GSF	N	fallback	ἐκφυγῆς	εκφυγης	N.GSF	1	3MA 4:19
704365	ἐξεφύρθης	V.API2S	V	fallback	ἐξεφύρθης	εξεφυρθης	V.API2S	1	JER 3:2
704366	ἐξεφύσησα	V.AAI1S	V	standard	ἐξεφύσησα	εξεφυσησα	V.AAI1S	2	HAG 1:9
704366	ἐξεφύσησα	V.AAI1S	V	standard	ἐκφύσα	εκφυσα	V.PAD2S	1	4MA 5:32
704366	ἐξεφύσησα	V.AAI1S	V	standard	ἐκφυσῶν	εκφυσων	V.PAPNSM	1	SIR 43:4
704366	ἐξεφύσησα	V.AAI1S	V	standard	ἐκφυσῆσαι	εκφυσησαι	V.AAN	1	EZK 22:20
704366	ἐξεφύσησα	V.AAI1S	V	standard	ἐκφυσήσω	εκφυσησω	V.FAI1S	1	EZK 22:21
704367	ἐκφωνήσας	V.AAPNSM	V	fallback	ἐκφωνήσας	εκφωνησας	V.AAPNSM	3	DAN 2:20
704369	ἐξεχόλησεν	V.AAI3S	V	standard	ἐξεχόλησεν	εξεχολησεν	V.AAI3S	1	3MA 3:1
704370	ἔκχυσις	N.NSF	N	standard	ἐκχύσεως	εκχυσεως	N.GSF	2	LEV 4:12
704370	ἔκχυσις	N.NSF	N	standard	ἔκχυσις	εκχυσις	N.NSF	1	SIR 27:15
704372	ἐξεχώρισεν	V.AAI3S	V	standard	ἐξεχώρισεν	εξεχωρισεν	V.AAI3S	2	1ES 4:44
704375	Ελα	N.NSM	N	standard	Ελα	Ελα	N.NSM	1	2SA 23:29
704377	ἐλαίαν	N.ASF	N	fallback	ἐλαίαν	ελαιαν	N.ASF	1	JER 11:16
704378	ἐλάινον	A.ASN	A	fallback	ἐλάινον	ελαινον	A.ASN	1	LEV 24:2
704379	ἐλαιαλογήσῃς	V.AAS2S	V	fallback	ἐλαιαλογήσῃς	ελαιαλογησης	V.AAS2S	1	DEU 24:20
704382	Ελαμι	N.ASM	N	fallback	Ελαμι	Ελαμι	N.ASM	1	1KI 12:24
704383	ἔλαμψαν	V.AAI3P	V	fallback	ἔλαμψαν	ελαμψαν	V.AAI3P	1	BAR 3:35
704384	Ελασα	N.NSM	N	standard	Ελασα	Ελασα	N.NSM	1	1CH 8:37
704384	Ελασα	N.NSM	N	standard	Ελασα	Ελασα	N.DS	1	1MA 9:5
704384	Ελασα	N.NSM	N	standard	Ελασα	Ελασα	N.GSM	1	JER 48:1
704385	ἔλασμα	N.NSM	N	standard	ἔλασμα	ελασμα	N.NSM	1	HAB 2:19
704386	ἐλασσονοῦσι	V.PAI3P	V	fallback	ἐλασσονοῦσι	ελασσονουσι	V.PAI3P	1	PRO 14:34
704387	ἐλαττωθήσονται	V.FPI3P	V	fallback	ἐλαττωθήσονται	ελαττωθησονται	V.FPI3P	1	PSA 33:11
704389	ἐλατὰς	N.APF	N	fallback	ἐλατὰς	ελατας	N.APF	2	NUM 10:2
704389	ἐλατὰς	N.APF	N	fallback	ἐλαταῖς	ελαταις	N.DPF	2	PSA 97:6
704389	ἐλατὰς	N.APF	N	fallback	ἐλάται	ελαται	N.NPF	2	SNG 5:11
704389	ἐλατὰς	N.APF	N	fallback	ἐλάτης	ελατης	N.GSF	1	GEN 21:15
704389	ἐλατὰς	N.APF	N	fallback	ἐλατάς	ελατας	N.APF	1	NUM 17:3
704390	ἐλατίνους	A.APM	A	fallback	ἐλατίνους	ελατινους	A.APM	1	EZK 27:5
704391	ἐλατά	A.APN	A	fallback	ἐλατά	ελατα	A.APN	2	1KI 10:16
704391	ἐλατά	A.APN	A	fallback	ἐλατούς	ελατους	A.APM	1	2CH 9:15
704393	ἐλαττονοῦται	V.PMI3S	V	standard	ἐλαττονωθῶσιν	ελαττονωθωσιν	V.APS3P	1	GEN 18:28
704393	ἐλαττονοῦται	V.PMI3S	V	standard	ἐλαττονώσῃ	ελαττονωση	V.AAS3S	1	LEV 25:16
704393	ἐλαττονοῦται	V.PMI3S	V	standard	ἐλαττονωθέντες	ελαττονωθεντες	V.APPNPM	1	2MA 12:11
704393	ἐλαττονοῦται	V.PMI3S	V	standard	ἠλαττονοῦτο	ηλαττονουτο	V.IAI3S	1	2MA 13:19
704393	ἐλαττονοῦται	V.PMI3S	V	standard	ἐλαττονοῦται	ελαττονουται	V.PMI3S	1	SIR 19:6
704393	ἐλαττονοῦται	V.PMI3S	V	standard	ἐλαττονωθῇ	ελαττονωθη	V.APS3S	1	SIR 19:7
704395	ἐλάττωμα	N.ASN	N	fallback	ἐλάττωμα	ελαττωμα	N.ASN	1	2MA 11:13
704395	ἐλάττωμα	N.ASN	N	fallback	ἐλαττώματος	ελαττωματος	N.GSN	1	SIR 19:28
704396	ἐλάττωσις	N.NSF	N	standard	ἐλάττωσις	ελαττωσις	N.NSF	3	TOB 4:13
704396	ἐλάττωσις	N.NSF	N	standard	ἐλαττώσεως	ελαττωσεως	N.GSF	1	SIR 20:3
704396	ἐλάττωσις	N.NSF	N	standard	ἐλάττωσιν	ελαττωσιν	N.NSF	1	SIR 20:9
704396	ἐλάττωσις	N.NSF	N	standard	ἐλαττώσει	ελαττωσει	N.DSF	1	SIR 31:4
704398	ἔλαφος	N.NSM	N	standard	ἐλάφων	ελαφων	N.GPM	7	2SA 22:34
704398	ἔλαφος	N.NSM	N	standard	ἔλαφον	ελαφον	N.ASM	3	DEU 12:15
704398	ἔλαφος	N.NSM	N	standard	ἔλαφος	ελαφος	N.NSM	3	PRO 5:19
704398	ἔλαφος	N.NSM	N	standard	ἔλαφος	ελαφος	N.NSF	2	DEU 12:22
704398	ἔλαφος	N.NSM	N	standard	ἔλαφοι	ελαφοι	N.NPM	2	ISA 34:15
704398	ἔλαφος	N.NSM	N	standard	ἐλάφου	ελαφου	N.GSM	1	PSA 17:34
704398	ἔλαφος	N.NSM	N	standard	ἐλάφους	ελαφους	N.APM	1	PSA 28:9
704398	ἔλαφος	N.NSM	N	standard	ἐλάφοις	ελαφοις	A.DPF	1	PSA 103:18
704401	Ελβων	N.NS	N	standard	Ελβων	Ελβων	N.NS	1	JOS 19:28
704402	Ελβωυδαδ	N.NS	N	standard	Ελβωυδαδ	Ελβωυδαδ	N.NS	1	JOS 15:30
704403	Ελδαα	N.NSM	N	standard	Ελδαα	Ελδαα	N.NSM	1	1CH 1:33
704404	Ελδαδ	N.NSM	N	standard	Ελδαδ	Ελδαδ	N.NSM	3	NUM 11:26
704405	Ελεαδ	N.NSM	N	standard	Ελεαδ	Ελεαδ	N.NSM	1	1CH 7:21
704406	Ελεαδα	N.NSM	N	standard	Ελεαδα	Ελεαδα	N.NSM	1	1CH 7:20
704408	Ελεαζαρος	N.NSM	N	standard	Ελεαζαρος	Ελεαζαρος	N.NSM	8	1ES 9:19
704408	Ελεαζαρος	N.NSM	N	standard	Ελεαζαρον	Ελεαζαρον	N.ASM	5	1ES 8:43
704408	Ελεαζαρος	N.NSM	N	standard	Ελεαζαρου	Ελεαζαρου	N.GSM	5	1MA 8:17
704408	Ελεαζαρος	N.NSM	N	standard	Ελεαζαρ	Ελεαζαρ	N.NSM	3	4MA 7:5
704408	Ελεαζαρος	N.NSM	N	standard	Ελεαζαρ	Ελεαζαρ	N.VSM	2	4MA 6:14
704408	Ελεαζαρος	N.NSM	N	standard	Ελεάζαρός	Ελεαζαρος	N.NSM	1	2MA 6:18
704409	Ελεαλη	N.NSM	N	standard	Ελεαλη	Ελεαλη	N.GS	2	ISA 16:9
704409	Ελεαλη	N.NSM	N	standard	Ελεαλη	Ελεαλη	N.NSM	1	NUM 32:3
704409	Ελεαλη	N.NSM	N	standard	Ελεαλη	Ελεαλη	N.ASF	1	NUM 32:37
704409	Ελεαλη	N.NSM	N	standard	Ελεαλη	Ελεαλη	N.NS	1	ISA 15:4
704410	Ελεαναν	N.NSM	N	standard	Ελεαναν	Ελεαναν	N.NSM	3	2SA 21:19
704411	Ελεασα	N.NSM	N	standard	Ελεασα	Ελεασα	N.NSM	2	1CH 2:40
704411	Ελεασα	N.NSM	N	standard	Ελεασα	Ελεασα	N.ASM	1	1CH 2:39
704411	Ελεασα	N.NSM	N	standard	Ελεασα	Ελεασα	N.GSM	1	JER 36:3
704419	Ελεηλ	N.NSM	N	standard	Ελεηλ	Ελεηλ	N.NSM	1	1CH 8:22
704419	Ελεηλ	N.NSM	N	standard	Ελεηλ	Ελεηλ	N.GSM	1	2CH 20:14
704423	Ελισαιε	N.NSM	N	standard	Ελισαιε	Ελισαιε	N.NSM	1	SIR 48:12
704424	Ελεκεθ	N.GS	N	fallback	Ελεκεθ	Ελεκεθ	N.GS	1	JOS 19:25
704425	ἑλεόπολιν	N.ASF	N	fallback	ἑλεόπολιν	ελεοπολιν	N.ASF	1	1MA 13:43
704425	ἑλεόπολιν	N.ASF	N	fallback	ἑλεοπόλει	ελεοπολει	N.DSF	1	1MA 13:44
704429	Ἐλευθέρου	N.GSM	N	fallback	Ἐλευθέρου	Ελευθερου	N.GSM	1	1MA 11:7
704429	Ἐλευθέρου	N.GSM	N	fallback	Ἐλεύθερον	Ελευθερον	N.ASM	1	1MA 12:30
704431	ἐλευστέον	A.NSN	A	standard	ἐλευστέον	ελευστεον	A.NSN	1	2MA 6:17
704432	ἐλέφαντα	N.ASM	N	fallback	ἐλέφαντα	ελεφαντα	N.ASM	1	1MA 6:46
704433	ἐλεφαντάρχης	N.NSM	N	standard	ἐλεφαντάρχης	ελεφανταρχης	N.NSM	2	3MA 5:4
704433	ἐλεφαντάρχης	N.NSM	N	standard	ἐλεφαντάρχην	ελεφανταρχην	N.ASM	1	2MA 14:12
704434	ἐλέφαντας	N.APM	N	fallback	ἐλέφαντας	ελεφαντας	N.APM	1	1MA 8:6
704435	ἐλέφαντι	N.DSM	N	fallback	ἐλέφαντι	ελεφαντι	N.DSM	1	1MA 6:35
704437	ἐλεφάντων	N.GPM	N	fallback	ἐλεφάντων	ελεφαντων	N.GPM	1	2MA 13:15
704438	ἐλέφαντας	N.APM	N	fallback	ἐλέφαντας	ελεφαντας	N.APM	5	1MA 3:34
704438	ἐλέφαντας	N.APM	N	fallback	ἐλέφασιν	ελεφασιν	N.DPM	3	1MA 1:17
704438	ἐλέφαντας	N.APM	N	fallback	ἐλεφάντων	ελεφαντων	N.GPM	2	3MA 5:1
704438	ἐλέφαντας	N.APM	N	fallback	ἐλέφαντες	ελεφαντες	N.NPM	1	1MA 6:30
704438	ἐλέφαντας	N.APM	N	fallback	ἐλέφαντας	ελεφαντας	N.ASM	1	2MA 13:2
704438	ἐλέφαντας	N.APM	N	fallback	ἐλέφαντος	ελεφαντος	N.GSM	1	EZK 27:6
704439	Ελζαβαδ	N.NSM	N	standard	Ελζαβαδ	Ελζαβαδ	N.NSM	1	1CH 26:7
704442	Ελθουλα	N.NS	N	standard	Ελθουλα	Ελθουλα	N.NS	1	JOS 19:4
704445	Ελια	N.NSM	N	standard	Ελια	Ελια	N.NSM	2	1CH 12:8
704446	Ελιαβ	N.NSM	N	standard	Ελιαβ	Ελιαβ	N.NSM	16	EXO 36:1
704446	Ελιαβ	N.NSM	N	standard	Ελιαβ	Ελιαβ	N.GSM	7	NUM 7:29
704446	Ελιαβ	N.NSM	N	standard	Ελιαβ	Ελιαβ	N.ASM	4	EXO 31:6
704446	Ελιαβ	N.NSM	N	standard	Ελιαβ	Ελιαβ	N.DSM	1	EXO 35:34
704446	Ελιαβ	N.NSM	N	standard	Ελιαβ	Ελιαβ	N.GSF	1	2SA 11:3
704447	Ελιαβα	N.NSM	N	standard	Ελιαβα	Ελιαβα	N.NSM	1	1CH 11:33
704448	Ελιαδα	N.NSM	N	standard	Ελιαδα	Ελιαδα	N.NSM	2	1CH 3:8
704449	Ελιαδαε	N.GSM	N	fallback	Ελιαδαε	Ελιαδαε	N.GSM	1	1KI 11:14
704450	Ελιαδας	N.NSM	N	standard	Ελιαδας	Ελιαδας	N.NSM	1	1ES 9:28
704451	Ελιαζαι	N.NSM	N	standard	Ελιαζαι	Ελιαζαι	N.NSM	1	1CH 12:6
704452	Ελιαζερ	N.NSM	N	standard	Ελιαζερ	Ελιαζερ	N.NSM	1	1CH 12:13
704453	Ελιαθα	N.NSM	N	standard	Ελιαθα	Ελιαθα	N.NSM	1	1CH 25:27
704455	Ελιαλις	N.NSM	N	standard	Ελιαλις	Ελιαλις	N.NSM	1	1ES 9:34
704456	Ελιανα	N.NSM	N	standard	Ελιανα	Ελιανα	N.NSM	1	EZR 8:4
704457	Ελιαρεφ	N.NSM	N	standard	Ελιαρεφ	Ελιαρεφ	N.NSM	1	1KI 4:3
704458	Ελιασιβ	N.NSM	N	standard	Ελιασιβ	Ελιασιβ	N.NSM	4	1CH 3:24
704458	Ελιασιβ	N.NSM	N	standard	Ελιασιβ	Ελιασιβ	N.DSM	1	1CH 24:12
704458	Ελιασιβ	N.NSM	N	standard	Ελιασιβ	Ελιασιβ	N.ASM	1	NEH 12:10
704458	Ελιασιβ	N.NSM	N	standard	Ελιασιβ	Ελιασιβ	N.GSM	1	NEH 12:22
704459	Ελιασιβος	N.NSM	N	standard	Ελιασιβος	Ελιασιβος	N.NSM	2	1ES 9:24
704459	Ελιασιβος	N.NSM	N	standard	Ελιασιβου	Ελιασιβου	N.GSM	1	1ES 9:1
704460	Ελιασιμος	N.NSM	N	standard	Ελιασιμος	Ελιασιμος	N.NSM	1	1ES 9:28
704461	Ελιασις	N.NSM	N	standard	Ελιασις	Ελιασις	N.NSM	1	1ES 9:34
704462	Ελιασου	N.NSM	N	standard	Ελιασου	Ελιασου	N.NSM	1	2SA 23:32
704463	Ελιαωνιας	N.NSM	N	standard	Ελιαωνιας	Ελιαωνιας	N.NSM	1	1ES 8:31
704464	Ελιβαμας	N.NSM	N	standard	Ελιβαμας	Ελιβαμας	N.NSM	1	1CH 1:52
704465	Ελιβεμα	N.NSF	N	standard	Ελιβεμας	Ελιβεμας	N.GSF	3	GEN 36:14
704465	Ελιβεμα	N.NSF	N	standard	Ελιβεμα	Ελιβεμα	N.NSF	2	GEN 36:5
704465	Ελιβεμα	N.NSF	N	standard	Ελιβεμα	Ελιβεμα	N.ASF	1	GEN 36:2
704465	Ελιβεμα	N.NSF	N	standard	Ελιβεμας	Ελιβεμας	N.NSM	1	GEN 36:41
704466	Ελιδαε	N.GS	N	fallback	Ελιδαε	Ελιδαε	N.GS	1	2SA 5:16
704467	Ελιε	N.NSM	N	standard	Ελιε	Ελιε	N.NSM	1	2SA 23:37
704469	Ελιηλ	N.NSM	N	standard	Ελιηλ	Ελιηλ	N.NSM	4	1CH 5:24
704469	Ελιηλ	N.NSM	N	standard	Ελιηλ	Ελιηλ	N.GSM	1	1CH 6:19
704469	Ελιηλ	N.NSM	N	standard	Ελιηλ	Ελιηλ	N.ASM	1	1CH 15:11
704470	Ελιηλι	N.NSM	N	standard	Ελιηλι	Ελιηλι	N.NSM	1	1CH 8:20
704471	Ελιθεναν	N.NSM	N	standard	Ελιθεναν	Ελιθεναν	N.NSM	2	1CH 3:23
704471	Ελιθεναν	N.NSM	N	standard	Ελιθεναν	Ελιθεναν	N.GSM	1	1CH 3:24
704472	Ελικα	N.NSM	N	standard	Ελικα	Ελικα	N.NSM	1	2SA 23:25
704473	ἑλικτὴ	A.NSF	A	standard	ἑλικτά	ελικτα	A.APN	1	LEV 6:14
704473	ἑλικτὴ	A.NSF	A	standard	ἑλικτὴ	ελικτη	A.NSF	1	1KI 6:8
704474	Ελιμελεκ	N.NS	N	standard	Ελιμελεκ	Ελιμελεκ	N.NS	1	JOS 19:26
704475	Ελιμουθ	N.NSM	N	standard	Ελιμουθ	Ελιμουθ	N.NSM	1	1CH 12:21
704476	ἕλικι	N.DSF	N	fallback	ἕλικι	ελικι	N.DSF	1	GEN 49:11
704477	Ελιου	N.NSM	N	standard	Ελιου	Ελιου	N.NSM	1	1CH 26:7
704478	Ελιους	N.NSM	N	standard	Ελιους	Ελιους	N.NSM	8	JOB 32:2
704478	Ελιους	N.NSM	N	standard	Ελιουν	Ελιουν	N.ASM	1	JOB 38:1
704479	Ελισα	N.NSM	N	standard	Ελισα	Ελισα	N.NSM	4	GEN 10:2
704481	Ελισαε	N.NSM	N	standard	Ελισαε	Ελισαε	N.NSM	1	1CH 14:5
704482	Ελισαι	N.GS	N	fallback	Ελισαι	Ελισαι	N.GS	1	EZK 27:7
704483	Ελισαιε	N.NSM	N	standard	Ελισαιε	Ελισαιε	N.NSM	69	1KI 19:17
704483	Ελισαιε	N.NSM	N	standard	Ελισαιε	Ελισαιε	N.ASM	14	1KI 19:16
704483	Ελισαιε	N.NSM	N	standard	Ελισαιε	Ελισαιε	N.GSM	12	2KI 2:22
704483	Ελισαιε	N.NSM	N	standard	Ελισαιε	Ελισαιε	N.DSM	2	2KI 7:2
704484	Ελισαμα	N.NSM	N	standard	Ελισαμα	Ελισαμα	N.NSM	9	NUM 1:10
704484	Ελισαμα	N.NSM	N	standard	Ελισαμα	Ελισαμα	N.GSM	4	NUM 7:53
704484	Ελισαμα	N.NSM	N	standard	Ελισαμα	Ελισαμα	N.GS	1	2SA 5:16
704484	Ελισαμα	N.NSM	N	standard	Ελισαμα	Ελισαμα	N.ASM	1	1CH 2:41
704485	Ελισαμαε	N.NSM	N	standard	Ελισαμαε	Ελισαμαε	N.NSM	1	1CH 14:7
704486	Ελισαφ	N.NSM	N	standard	Ελισαφ	Ελισαφ	N.NSM	6	NUM 1:14
704486	Ελισαφ	N.NSM	N	standard	Ελισαφ	Ελισαφ	N.GSM	1	NUM 7:47
704487	Ελισαφαν	N.NSM	N	standard	Ελισαφαν	Ελισαφαν	N.NSM	3	EXO 6:22
704487	Ελισαφαν	N.NSM	N	standard	Ελισαφαν	Ελισαφαν	N.ASM	2	LEV 10:4
704487	Ελισαφαν	N.NSM	N	standard	Ελισαφαν	Ελισαφαν	N.GSM	2	1CH 15:8
704488	Ελισουβ	N.NSM	N	standard	Ελισουβ	Ελισουβ	N.GSM	3	EZR 10:6
704488	Ελισουβ	N.NSM	N	standard	Ελισουβ	Ελισουβ	N.NSM	3	EZR 10:27
704489	Ελισουρ	N.NSM	N	standard	Ελισουρ	Ελισουρ	N.NSM	4	NUM 1:5
704489	Ελισουρ	N.NSM	N	standard	Ελισουρ	Ελισουρ	N.GSM	1	NUM 7:35
704490	Ελισους	N.GS	N	fallback	Ελισους	Ελισους	N.GS	1	2SA 5:15
704492	Ελιφαλαθ	N.GS	N	fallback	Ελιφαλαθ	Ελιφαλαθ	N.GS	2	2SA 5:16
704493	Ελιφαλατ	N.NSM	N	standard	Ελιφαλατ	Ελιφαλατ	N.NSM	1	1ES 9:33
704494	Ελιφαλατος	N.NSM	N	standard	Ελιφαλατος	Ελιφαλατος	N.NSM	1	1ES 8:39
704495	Ελιφαλεθ	N.NSM	N	standard	Ελιφαλεθ	Ελιφαλεθ	N.NSM	1	EZR 10:33
704496	Ελιφαλετ	N.NSM	N	standard	Ελιφαλετ	Ελιφαλετ	N.NSM	5	1CH 3:6
704497	Ελιφαλια	N.NSM	N	standard	Ελιφαλια	Ελιφαλια	N.NSM	1	1CH 15:18
704498	Ελιφαλιας	N.NSM	N	standard	Ελιφαλιας	Ελιφαλιας	N.NSM	1	1CH 15:21
704499	Ελιφας	N.NSM	N	standard	Ελιφας	Ελιφας	N.NSM	8	GEN 36:10
704499	Ελιφας	N.NSM	N	standard	Ελιφας	Ελιφας	N.GSM	5	GEN 36:11
704499	Ελιφας	N.NSM	N	standard	Ελιφας	Ελιφας	N.DSM	2	GEN 36:12
704499	Ελιφας	N.NSM	N	standard	Ελιφας	Ελιφας	N.ASM	1	GEN 36:4
704500	Ελιωηναι	N.NSM	N	standard	Ελιωηναι	Ελιωηναι	N.NSM	6	1CH 4:36
704501	Ελιωναις	N.NSM	N	standard	Ελιωναις	Ελιωναις	N.NSM	1	1ES 9:22
704502	Ελιωνας	N.NSM	N	standard	Ελιωνας	Ελιωνας	N.NSM	1	1ES 9:32
704503	Ελκαι	N.NSM	N	standard	Ελκαι	Ελκαι	N.NSM	1	NEH 12:15
704504	Ελκανα	N.NSM	N	standard	Ελκανα	Ελκανα	N.NSM	11	EXO 6:24
704504	Ελκανα	N.NSM	N	standard	Ελκανα	Ελκανα	N.GSM	4	1CH 6:10
704504	Ελκανα	N.NSM	N	standard	Ελκανα	Ελκανα	N.ASM	2	1SA 2:20
704505	Ελκεσαίου	N.GSM	N	fallback	Ελκεσαίου	Ελκεσαιου	N.GSM	1	NAM 1:1
704506	Ελκια	N.NSM	N	standard	Ελκια	Ελκια	N.GSM	3	EZR 7:1
704506	Ελκια	N.NSM	N	standard	Ελκια	Ελκια	N.NSM	1	NEH 8:4
704506	Ελκια	N.NSM	N	standard	Ελκια	Ελκια	N.DSM	1	NEH 12:21
704509	Ελκωθαιμ	N.ASF	N	fallback	Ελκωθαιμ	Ελκωθαιμ	N.ASF	1	JOS 21:23
704510	Ελλαναθαν	N.GSM	N	fallback	Ελλαναθαν	Ελλαναθαν	N.GSM	1	2KI 24:8
704511	Ελλαναν	N.NSM	N	standard	Ελλαναν	Ελλαναν	N.NSM	1	1CH 20:5
704513	Ελλασαρ	N.GS	N	fallback	Ελλασαρ	Ελλασαρ	N.GS	2	GEN 14:1
704514	Ελληλ	N.GSM	N	fallback	Ελληλ	Ελληλ	N.GSM	2	JDG 12:13
704516	ἑλληνικὰ	A.APN	A	fallback	ἑλληνικὰ	ελληνικα	A.APN	1	2MA 6:9
704519	Ἑλληνισμοῦ	N.GSM	N	fallback	Ἑλληνισμοῦ	Ελληνισμου	N.GSM	1	2MA 4:13
704520	Ελλης	N.NSM	N	standard	Ελλης	Ελλης	N.NSM	1	2SA 23:26
