# Biblical Hebrew poetic-parallelism word pairs — two tiers. tomim_confirmed: expert-
# verified (Berlin/Fokkelman/Kugel/Watson/Tsumura via T'OMIM, CC BY 4.0, DOI 10.5281/zenodo.19135731). detected: our own BHSA half_verse extraction (Psalms/Proverbs/Job
# only, min_verses>=3), not found in T'OMIM (T'OMIM is a curated sample, not exhaustive — absence isn't evidence against a pair). Independent of UBS MARBLE and Hebrew
# WordNet; the LLM signal is used only to LABEL relation, never to find pairs. `relation`:
# likely_synonym / likely_antonym / unclassified (parallelism found it, LLM has no opinion).
# See build_parallelism_pairs.py.
strong_a	strong_b	tier	evidence	relation	sample_ref
H5643	H5769	tomim_confirmed	pair_id=114	unclassified	Psalms 61:5
H3671	H5769	tomim_confirmed	pair_id=114	unclassified	Psalms 61:5
H2620	H5769	tomim_confirmed	pair_id=114	unclassified	Psalms 61:5
H3467	H6030	tomim_confirmed	pair_id=115	unclassified	Psalms 18:42
H2351	H7307	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H7307	H7324	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2916	H7307	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2351	H6440	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H6440	H7324	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2916	H6440	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2351	H7833	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H7324	H7833	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2916	H7833	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2351	H6083	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H6083	H7324	tomim_confirmed	pair_id=116	unclassified	Psalms 18:43
H2916	H6083	tomim_confirmed	pair_id=116	likely_synonym	Psalms 18:43
H0734	H1870	tomim_confirmed	pair_id=239	likely_synonym	Proverbs 4:14
H0734	H2822	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H0734	H1980	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H1870	H3476	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H2822	H3476	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H1980	H3476	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H1870	H5800	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H2822	H5800	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H1980	H5800	tomim_confirmed	pair_id=117	unclassified	Proverbs 2:13
H1696	H1870	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H1870	H8419	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H0376	H1870	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H1696	H5337	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H5337	H8419	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H0376	H5337	tomim_confirmed	pair_id=251	unclassified	Psalms 59:3
H1696	H7451	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H0376	H7451	tomim_confirmed	pair_id=118	unclassified	Proverbs 2:12
H1844	H3045	tomim_confirmed	pair_id=119	unclassified	Psalms 73:11
H3045	H5945	tomim_confirmed	pair_id=119	unclassified	Psalms 73:11
H3045	H3426	tomim_confirmed	pair_id=119	unclassified	Psalms 73:11
H0413	H1844	tomim_confirmed	pair_id=119	unclassified	Psalms 73:11
H0413	H5945	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H0413	H3426	tomim_confirmed	pair_id=119	unclassified	Psalms 73:11
H0251	H1121	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H0251	H7812	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H0251	H0517	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H1121	H1933	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H1933	H7812	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H0517	H1933	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H1121	H1376	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H1376	H7812	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H0517	H1376	tomim_confirmed	pair_id=120	unclassified	Genesis 27:29
H2143	H3034	tomim_confirmed	pair_id=121	unclassified	Psalms 6:6
H3034	H4194	tomim_confirmed	pair_id=121	unclassified	Psalms 6:6
H0982	H2022	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H0982	H5971	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H0982	H5769	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H2022	H5971	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H2022	H5769	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H5769	H5971	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H2022	H3427	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H3427	H5971	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H3427	H5769	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H2022	H4131	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H4131	H5971	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H4131	H5769	tomim_confirmed	pair_id=122	unclassified	Psalms 125:1
H1471	H5324	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1367	H1471	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H1471	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1471	H4557	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H5324	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H1367	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H5971	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H4557	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H5157	H5324	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1367	H5157	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H5157	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H5157	H5971	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H4557	H5157	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H0120	H5324	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H0120	H1367	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H0120	H1121	tomim_confirmed	pair_id=123	likely_synonym	Deuteronomy 32:8
H0120	H5971	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H0120	H4557	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H5324	H5945	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1367	H5945	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H5945	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H5945	H5971	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H4557	H5945	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H5324	H6504	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1367	H6504	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H1121	H6504	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H5971	H6504	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H4557	H6504	tomim_confirmed	pair_id=123	unclassified	Deuteronomy 32:8
H3214	H4057	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H4057	H8414	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H3452	H4057	tomim_confirmed	pair_id=124	likely_synonym	Deuteronomy 32:10
H3214	H4672	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H4672	H8414	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H3452	H4672	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H0776	H3214	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H0776	H8414	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H0776	H3452	tomim_confirmed	pair_id=124	unclassified	Deuteronomy 32:10
H5341	H5437	tomim_confirmed	pair_id=125	unclassified	Deuteronomy 32:10
H5437	H5869	tomim_confirmed	pair_id=125	unclassified	Deuteronomy 32:10
H0380	H5437	tomim_confirmed	pair_id=125	unclassified	Deuteronomy 32:10
H0084	H5404	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H5375	H5404	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3671	H5404	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3947	H5404	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H5404	H6566	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H0084	H7363	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H5375	H7363	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3671	H7363	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3947	H7363	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H6566	H7363	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H0084	H7064	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H5375	H7064	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3671	H7064	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3947	H7064	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H6566	H7064	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H0084	H5782	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H5375	H5782	tomim_confirmed	pair_id=126	likely_synonym	Deuteronomy 32:11
H3671	H5782	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H3947	H5782	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H5782	H6566	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H0084	H1469	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H1469	H5375	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H1469	H3671	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H1469	H3947	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H1469	H6566	tomim_confirmed	pair_id=126	unclassified	Deuteronomy 32:11
H0376	H2654	tomim_confirmed	pair_id=127	unclassified	Psalms 112:1
H0376	H4687	tomim_confirmed	pair_id=127	unclassified	Psalms 112:1
H0835	H2654	tomim_confirmed	pair_id=127	unclassified	Psalms 112:1
H0835	H4687	tomim_confirmed	pair_id=127	unclassified	Psalms 112:1
H2654	H3372	tomim_confirmed	pair_id=127	unclassified	Psalms 112:1
H3372	H4687	tomim_confirmed	pair_id=127	unclassified	Psalms 112:1
H3313	H5360	tomim_confirmed	pair_id=128	unclassified	Psalms 94:1
H0413	H5360	tomim_confirmed	pair_id=128	unclassified	Psalms 94:1
H0413	H3313	tomim_confirmed	pair_id=128	unclassified	Psalms 94:1
H2416	H5750	tomim_confirmed	pair_id=129	unclassified	Psalms 146:2
H0430	H2416	tomim_confirmed	pair_id=129	unclassified	Psalms 146:2
H2167	H2416	tomim_confirmed	pair_id=129	unclassified	Psalms 146:2
H1984	H5750	tomim_confirmed	pair_id=129	unclassified	Psalms 146:2
H0430	H1984	tomim_confirmed	pair_id=129	unclassified	Psalms 146:2
H1984	H2167	tomim_confirmed	pair_id=129	likely_synonym	Psalms 146:2
H0926	H8539	tomim_confirmed	pair_id=130	unclassified	Psalms 48:6
H2648	H8539	tomim_confirmed	pair_id=130	unclassified	Psalms 48:6
H0926	H7200	tomim_confirmed	pair_id=130	unclassified	Psalms 48:6
H2648	H7200	tomim_confirmed	pair_id=130	unclassified	Psalms 48:6
H3045	H3117	tomim_confirmed	pair_id=131	unclassified	Psalms 39:5
H3045	H4060	tomim_confirmed	pair_id=131	unclassified	Psalms 39:5
H3117	H7093	tomim_confirmed	pair_id=131	unclassified	Psalms 39:5
H4060	H7093	tomim_confirmed	pair_id=131	unclassified	Psalms 39:5
H1288	H2898	tomim_confirmed	pair_id=132	unclassified	Psalms 128:5
H1288	H7200	tomim_confirmed	pair_id=132	unclassified	Psalms 128:5
H2658	H2934	tomim_confirmed	pair_id=133	unclassified	Psalms 35:7
H2934	H5315	tomim_confirmed	pair_id=133	unclassified	Psalms 35:7
H2658	H7845	tomim_confirmed	pair_id=255	unclassified	Psalms 7:16
H5315	H7845	tomim_confirmed	pair_id=133	unclassified	Psalms 35:7
H2658	H7568	tomim_confirmed	pair_id=133	unclassified	Psalms 35:7
H5315	H7568	tomim_confirmed	pair_id=133	unclassified	Psalms 35:7
H2143	H8034	tomim_confirmed	pair_id=134	likely_synonym	Psalms 135:13
H1755	H8034	tomim_confirmed	pair_id=134	unclassified	Psalms 135:13
H1696	H2509	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H2509	H3956	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H1419	H2509	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H1696	H3772	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H3772	H3956	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H1419	H3772	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H1696	H3605	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H3605	H3956	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H1419	H3605	tomim_confirmed	pair_id=157	unclassified	Psalms 135:5
H1696	H8193	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H3956	H8193	tomim_confirmed	pair_id=135	likely_synonym	Psalms 12:4
H1419	H8193	tomim_confirmed	pair_id=135	unclassified	Psalms 12:4
H2620	H6299	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H0816	H6299	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H3605	H6299	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H2620	H5315	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H0816	H5315	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H3605	H5315	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H2620	H5650	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H0816	H5650	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H3605	H5650	tomim_confirmed	pair_id=136	unclassified	Psalms 34:23
H3220	H8415	tomim_confirmed	pair_id=137	likely_synonym	Psalms 106:9
H3220	H4057	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1980	H3220	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H5488	H8415	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H4057	H5488	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1980	H5488	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H2717	H8415	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H2717	H4057	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1980	H2717	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1605	H8415	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1605	H4057	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1605	H1980	tomim_confirmed	pair_id=137	unclassified	Psalms 106:9
H1350	H3467	tomim_confirmed	pair_id=138	likely_synonym	Psalms 106:10
H3027	H3467	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H0341	H3467	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H1350	H3027	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H0341	H3027	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H1350	H8130	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H3027	H8130	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H0341	H8130	tomim_confirmed	pair_id=138	unclassified	Psalms 106:10
H5375	H6963	tomim_confirmed	pair_id=139	unclassified	Psalms 93:3
H5104	H6963	tomim_confirmed	pair_id=139	unclassified	Psalms 93:3
H1796	H6963	tomim_confirmed	pair_id=139	unclassified	Psalms 93:3
H5104	H5375	tomim_confirmed	pair_id=139	unclassified	Psalms 93:3
H1796	H5375	tomim_confirmed	pair_id=139	unclassified	Psalms 93:3
H1796	H5104	tomim_confirmed	pair_id=139	unclassified	Psalms 93:3
H7350	H7453	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5975	H7453	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H7138	H7453	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H5975	H7350	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5975	H7138	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5061	H7350	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5061	H5975	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5061	H7138	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5048	H7350	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5048	H5975	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5048	H7138	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H0157	H7350	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H0157	H5975	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H0157	H7138	tomim_confirmed	pair_id=140	unclassified	Psalms 38:12
H5493	H5674	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H3709	H5493	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H1731	H5493	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H5674	H7926	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H3709	H7926	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H1731	H7926	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H5447	H5674	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H3709	H5447	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H1731	H5447	tomim_confirmed	pair_id=141	unclassified	Psalms 81:7
H1869	H8577	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H1869	H7429	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H1869	H3715	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H6620	H8577	tomim_confirmed	pair_id=142	likely_synonym	Psalms 91:13
H6620	H7429	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H3715	H6620	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H7826	H8577	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H7429	H7826	tomim_confirmed	pair_id=142	unclassified	Psalms 91:13
H3715	H7826	tomim_confirmed	pair_id=142	likely_synonym	Psalms 91:13
H5414	H8147	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H5414	H7098	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0784	H5414	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0398	H5414	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0784	H8147	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0784	H7098	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0398	H0784	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0402	H8147	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0402	H7098	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0402	H0784	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H0398	H0402	tomim_confirmed	pair_id=143	unclassified	Ezekiel 15:4
H3820	H5414	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H2319	H3820	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H3820	H7130	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H5414	H7307	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H2319	H5414	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H5414	H7130	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H2319	H7307	tomim_confirmed	pair_id=144	unclassified	Ezekiel 36:26
H2319	H7130	tomim_confirmed	pair_id=144	unclassified	Ezekiel 36:26
H5027	H6944	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H6944	H8064	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H0776	H6944	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H4791	H5027	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H4791	H8064	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H0776	H4791	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H5027	H8259	tomim_confirmed	pair_id=145	likely_synonym	Psalms 102:20
H8064	H8259	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H0776	H8259	tomim_confirmed	pair_id=145	unclassified	Psalms 102:20
H4422	H8668	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H7230	H8668	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H2428	H8668	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H4422	H8267	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H7230	H8267	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H2428	H8267	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H4422	H5483	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H5483	H7230	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H2428	H5483	tomim_confirmed	pair_id=146	unclassified	Psalms 33:17
H0034	H6041	tomim_confirmed	pair_id=147	likely_synonym	Psalms 9:19
H0034	H5704	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H0006	H0034	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H0034	H8615	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H5332	H6041	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H5332	H5704	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H0006	H5332	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H5332	H8615	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H6041	H7911	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H5704	H7911	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H0006	H7911	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H7911	H8615	tomim_confirmed	pair_id=147	unclassified	Psalms 9:19
H0530	H1697	tomim_confirmed	pair_id=148	unclassified	Psalms 33:4
H1697	H4639	tomim_confirmed	pair_id=148	unclassified	Psalms 33:4
H1697	H3605	tomim_confirmed	pair_id=148	unclassified	Psalms 33:4
H0530	H3477	tomim_confirmed	pair_id=148	unclassified	Psalms 33:4
H3477	H4639	tomim_confirmed	pair_id=148	unclassified	Psalms 33:4
H3477	H3605	tomim_confirmed	pair_id=148	unclassified	Psalms 33:4
H0817	H4272	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H4272	H8181	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H4272	H6936	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H1980	H4272	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0817	H7218	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H7218	H8181	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H6936	H7218	tomim_confirmed	pair_id=149	likely_synonym	Psalms 68:22
H1980	H7218	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0341	H0817	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0341	H8181	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0341	H6936	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0341	H1980	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0430	H0817	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0430	H8181	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0430	H6936	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H0430	H1980	tomim_confirmed	pair_id=149	unclassified	Psalms 68:22
H5971	H8085	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H0430	H8085	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H1697	H8451	tomim_confirmed	pair_id=150	likely_synonym	Isaiah 1:10
H0238	H1697	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H1697	H5971	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H0430	H1697	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H7101	H8451	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H0238	H7101	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H5971	H7101	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H0430	H7101	tomim_confirmed	pair_id=150	unclassified	Isaiah 1:10
H3427	H8085	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H3605	H8085	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H2465	H8085	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H0238	H5971	tomim_confirmed	pair_id=223	unclassified	Isaiah 51:4
H3605	H5971	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H2465	H5971	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H0238	H3605	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H2465	H3605	tomim_confirmed	pair_id=151	unclassified	Psalms 49:2
H3045	H4405	tomim_confirmed	pair_id=152	unclassified	Job 34:2
H0238	H4405	tomim_confirmed	pair_id=152	unclassified	Job 34:2
H2450	H3045	tomim_confirmed	pair_id=152	unclassified	Job 34:2
H0238	H2450	tomim_confirmed	pair_id=152	unclassified	Job 34:2
H1755	H4438	tomim_confirmed	pair_id=153	unclassified	Psalms 145:13
H4438	H4475	tomim_confirmed	pair_id=153	likely_synonym	Psalms 145:13
H3605	H4438	tomim_confirmed	pair_id=153	unclassified	Psalms 145:13
H4475	H5769	tomim_confirmed	pair_id=153	unclassified	Psalms 145:13
H3605	H5769	tomim_confirmed	pair_id=153	unclassified	Psalms 145:13
H1755	H3605	tomim_confirmed	pair_id=153	unclassified	Psalms 145:13
H3605	H4475	tomim_confirmed	pair_id=153	unclassified	Psalms 145:13
H0341	H7311	tomim_confirmed	pair_id=154	unclassified	Lamentations 2:17
H0341	H6862	tomim_confirmed	pair_id=154	likely_synonym	Lamentations 2:17
H0341	H7161	tomim_confirmed	pair_id=154	unclassified	Lamentations 2:17
H7311	H8056	tomim_confirmed	pair_id=154	unclassified	Lamentations 2:17
H6862	H8056	tomim_confirmed	pair_id=154	unclassified	Lamentations 2:17
H7161	H8056	tomim_confirmed	pair_id=154	unclassified	Lamentations 2:17
H3581	H7492	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H3225	H3581	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H0341	H3581	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H3225	H7492	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H0341	H3225	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H0142	H7492	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H0142	H3225	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
