lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
M>WJJM/,Gelüste,,,,,,,,,,,,,,,,,,,,,,,,
M>WM/,"Makel, Flecken",,,,,,,,,,,,,,,,,,,,,,,,
M>WMH/,irgendetwas,,,,,,,,,,,,,,,,,,,,,,,,
M>WR/,Leuchte,,,,,,,,,,,,,,,,,,,,,,,,
M>WRH/,das Junge,,,,,,,,,,,,,,,,,,,,,,,,
M>ZN>/,Waage,,,,,,,,,,,,,,,,,,,,,,,,
M>ZNJM/,Waage,,,,,,,,,,,,,,,,,,,,,,,,
MBCLWT/,Kochplätze,,,,,,,,,,,,,,,,,,,,,,,,
MBDLH/,Enklave,,,,,,,,,,,,,,,,,,,,,,,,
MBFM/,Mibsam,,,,,,,,,,,,,,,,,,,,,,,,
MBLJGJT/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MBNH/,Aufbau,,,,,,,,,,,,,,,,,,,,,,,,
MBNJ/,Sibbechai,,,,,,,,,,,,,,,,,,,,,,,,
MBRX/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MBV/,Hoffnung,,,,,,,,,,,,,,,,,,,,,,,,
MBV>/,unbedachtes Versprechen,,,,,,,,,,,,,,,,,,,,,,,,
MBVX/,"Vertrauen, Verlass",,,,,,,,,,,,,,,,,,,,,,,,
MBW</,Quelle,,,,,,,,,,,,,,,,,,,,,,,,
MBW>/,"Eingang, Hineingehen",,,,,,,,,,,,,,,,,,,,,,,,
MBWCJM/,Schamteile,,,,,,,,,,,,,,,,,,,,,,,,
MBWKH/,Verwirrung,,,,,,,,,,,,,,,,,,,,,,,,
MBWL/,Sintflut,,,,,,,,,,,,,,,,,,,,,,,,
MBWQH/,Öde,,,,,,,,,,,,,,,,,,,,,,,,
MBWSH/,Zertretung,,,,,,,,,,,,,,,,,,,,,,,,
MBXR/,Auslese,,,,,,,,,,,,,,,,,,,,,,,,
MBXR=/,Mibhar,,,,,,,,,,,,,,,,,,,,,,,,
MBXWR/,Auslese,,,,,,,,,,,,,,,,,,,,,,,,
MBYR/,Festung,,,,,,,,,,,,,,,,,,,,,,,,
MBYR=/,Mibzar,,,,,,,,,,,,,,,,,,,,,,,,
MC/,Masch,,,,,,,,,,,,,,,,,,,,,,,,
MC<J/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MC<M/,Mischam,,,,,,,,,,,,,,,,,,,,,,,,
MC<N/,Stütze,,,,,,,,,,,,,,,,,,,,,,,,
MC<N=/,Stütze,,,,,,,,,,,,,,,,,,,,,,,,
MC<NH/,"Stütze, Unterstützung",,,,,,,,,,,,,,,,,,,,,,,,
MC<NT/,"Stütze, Stab",,,,,,,,,,,,,,,,,,,,,,,,
MC<WL/,Hohlweg,,,,,,,,,,,,,,,,,,,,,,,,
MC>/,Schuldforderung,,,,,,,,,,,,,,,,,,,,,,,,
MC>=/,Mescha,,,,,,,,,,,,,,,,,,,,,,,,
MC>B/,Tränkrinne,,,,,,,,,,,,,,,,,,,,,,,,
MC>H/,Darlehen (gegen Pfand),,,,,,,,,,,,,,,,,,,,,,,,
MC>L/,Mischal,,,,,,,,,,,,,,,,,,,,,,,,
MC>LH/,Begehren,,,,,,,,,,,,,,,,,,,,,,,,
MC>RT/,Backtrog,,,,,,,,,,,,,,,,,,,,,,,,
MC>WN/,Täuschung,,,,,,,,,,,,,,,,,,,,,,,,
MCBR/,Brandung,,,,,,,,,,,,,,,,,,,,,,,,
MCBR=/,Muttermund,,,,,,,,,,,,,,,,,,,,,,,,
MCBT/,"Beendigung, Verfall",,,,,,,,,,,,,,,,,,,,,,,,
MCBYWT/,Fassungen,,,,,,,,,,,,,,,,,,,,,,,,
MCC[,,betasten,,"abtasten, umhertasten, durchsuchen",,,"betasten lassen, umhertasten machen",,,,,,,,,,,,,,,,,,
MCGH/,Versehen,,,,,,,,,,,,,,,,,,,,,,,,
MCH/,Darlehen,,,,,,,,,,,,,,,,,,,,,,,,
MCH=/,Mose,,,,,,,,,,,,,,,,,,,,,,,,
MCH[,,herausziehen,,,,,herausziehen lassen,,,,,,,,,,,,,,,,,,
MCJ/,feines Gewebe,,,,,,,,,,,,,,,,,,,,,,,,
MCJX/,Gesalbter,,,,,,,,,,,,,,,,,,,,,,,,
MCJZB>L/,Meschesabel,,,,,,,,,,,,,,,,,,,,,,,,
MCK/,Beutel,,,,,,,,,,,,,,,,,,,,,,,,
MCK=/,Meschech,,,,,,,,,,,,,,,,,,,,,,,,
MCKB/,Lagerstatt; Liegen,,,,,,,,,,,,,,,,,,,,,,,,
MCKN/,"Wohnstätte, Heiligtum",,,,,,,,,,,,,,,,,,,,,,,,
MCKWT/,Fesseln,,,,,,,,,,,,,,,,,,,,,,,,
MCK[,,ziehen,"verziehen, sich verzögern",,lang gestreckt sein,,,,,,,,,,,,,,,,,,,,
MCL/,"Spruch, Sprichwort",,,,,,,,,,,,,,,,,,,,,,,,
MCL=/,Herrschaft,,,,,,,,,,,,,,,,,,,,,,,,
MCL==/,Gleichnis,,,,,,,,,,,,,,,,,,,,,,,,
MCL===/,Mischal,,,,,,,,,,,,,,,,,,,,,,,,
MCL=[,,"ein Gleichnis gebrauchen, mit Sprichwörtern reden","gleich sein, gleich werden",Sprüche machen,,sich als gleich zeigen,vergleichen,,,,,,,,,,,,,,,,,,
MCLM/,Meschullam,,,,,,,,,,,,,,,,,,,,,,,,
MCLMJH/,Meschelemja,,,,,,,,,,,,,,,,,,,,,,,,
MCLMJHW/,Meschelemja,,,,,,,,,,,,,,,,,,,,,,,,
MCLMJT/,Meschillemot,,,,,,,,,,,,,,,,,,,,,,,,
MCLMT/,Meschullemet,,,,,,,,,,,,,,,,,,,,,,,,
MCLMWT/,Meschillemot,,,,,,,,,,,,,,,,,,,,,,,,
MCLWX/,"Zusenden, Ausstrecken",,,,,,,,,,,,,,,,,,,,,,,,
MCLX/,"Austreiben, Unternehmen",,,,,,,,,,,,,,,,,,,,,,,,
MCLXT/,"Entlassung, Abordnung",,,,,,,,,,,,,,,,,,,,,,,,
MCL[,,herrschen; befugt sein,,,,,"herrschen lassen, herrschen",,,,,,,,,,,,,,,,,,
MCM</,"Gehörtes, Gerücht",,,,,,,,,,,,,,,,,,,,,,,,
MCM<=/,Mischma,,,,,,,,,,,,,,,,,,,,,,,,
MCM<T/,"Untertan, Leibwache",,,,,,,,,,,,,,,,,,,,,,,,
MCMH/,"Verheerung, Grausen",,,,,,,,,,,,,,,,,,,,,,,,
MCMN/,Fettheit,,,,,,,,,,,,,,,,,,,,,,,,
MCMNH/,Mischmanna,,,,,,,,,,,,,,,,,,,,,,,,
MCMNJM/,Festspeisen,,,,,,,,,,,,,,,,,,,,,,,,
MCMR/,"Bewachung, Gewahrsam; Gefängnis",,,,,,,,,,,,,,,,,,,,,,,,
MCMRT/,Wache; Dienst,,,,,,,,,,,,,,,,,,,,,,,,
MCNH/,"Zweites, Doppel; Abschrift; <Stadtteil von Jerusalem>",,,,,,,,,,,,,,,,,,,,,,,,
MCPTJM/,Sattelkörbe,,,,,,,,,,,,,,,,,,,,,,,,
MCPV/,"Rechtsentscheid, Rechtssache, Rechtsbestimmung, Rechtsanspruch",,,,,,,,,,,,,,,,,,,,,,,,
MCPXH/,Sippe,,,,,,,,,,,,,,,,,,,,,,,,
MCPXT/,Sippe,,,,,,,,,,,,,,,,,,,,,,,,
MCQ/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MCQ</,Klares,,,,,,,,,,,,,,,,,,,,,,,,
MCQ=/,Ansturm,,,,,,,,,,,,,,,,,,,,,,,,
MCQD/,Mandelblüten förmig,,,,,,,,,,,,,,,,,,,,,,,,
MCQH/,"Mundschenk, Getränk, wasserreich",,,,,,,,,,,,,,,,,,,,,,,,
MCQL/,Gewicht,,,,,,,,,,,,,,,,,,,,,,,,
MCQLT/,Setzwaage,,,,,,,,,,,,,,,,,,,,,,,,
MCQWL/,Gewicht,,,,,,,,,,,,,,,,,,,,,,,,
MCQWP/,Oberschwelle,,,,,,,,,,,,,,,,,,,,,,,,
MCR<J/,Mischraiter,,,,,,,,,,,,,,,,,,,,,,,,
MCRH/,Flüssigkeit,,,,,,,,,,,,,,,,,,,,,,,,
MCRWQJ/,Rohrpfeife,,,,,,,,,,,,,,,,,,,,,,,,
MCSH/,Plünderung,,,,,,,,,,,,,,,,,,,,,,,,
MCT>/,Gelage,,,,,,,,,,,,,,,,,,,,,,,,
MCTH/,"Trinken, Getränk",,,,,,,,,,,,,,,,,,,,,,,,
MCVR/,Schrift,,,,,,,,,,,,,,,,,,,,,,,,
MCVWX/,Trockenplatz,,,,,,,,,,,,,,,,,,,,,,,,
MCVX/,Trockenplatz,,,,,,,,,,,,,,,,,,,,,,,,
MCW>H/,Verödung,,,,,,,,,,,,,,,,,,,,,,,,
MCW>WT/,Täuschungen,,,,,,,,,,,,,,,,,,,,,,,,
MCWBB/,Meschobab,,,,,,,,,,,,,,,,,,,,,,,,
MCWBH/,"Abwendung, Abtrünnigkeit",,,,,,,,,,,,,,,,,,,,,,,,
MCWGH/,Irrtum,,,,,,,,,,,,,,,,,,,,,,,,
MCWV/,Ruder,,,,,,,,,,,,,,,,,,,,,,,,
MCX/,Öl,,,,,,,,,,,,,,,,,,,,,,,,
MCXH/,Salbung,,,,,,,,,,,,,,,,,,,,,,,,
MCXH=/,Salbung,,,,,,,,,,,,,,,,,,,,,,,,
MCXH==/,Anteil,,,,,,,,,,,,,,,,,,,,,,,,
MCXH===/,Anteil,,,,,,,,,,,,,,,,,,,,,,,,
MCXJT/,Verderber; Vernichtung,,,,,,,,,,,,,,,,,,,,,,,,
MCXR/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MCXT/,Vernichtung,,,,,,,,,,,,,,,,,,,,,,,,
MCXT=/,Entstellung,,,,,,,,,,,,,,,,,,,,,,,,
MCXT==/,Schaden,,,,,,,,,,,,,,,,,,,,,,,,
MCX[,,"bestreichen, salben",gesalbt werden,,,,,,,,,,,,,,,,,,,,,,
MD/,Gewand,,,,,,,,,,,,,,,,,,,,,,,,
MD</,Verständnis,,,,,,,,,,,,,,,,,,,,,,,,
MD<=/,Verwandter,,,,,,,,,,,,,,,,,,,,,,,,
MD<T/,Verwandter,,,,,,,,,,,,,,,,,,,,,,,,
MDBR/,"Wildnis, Steppe, Wüste",,,,,,,,,,,,,,,,,,,,,,,,
MDBR=/,Reden,,,,,,,,,,,,,,,,,,,,,,,,
MDBX/,Altar,,,,,,,,,,,,,,,,,,,,,,,,
MDCH/,was beim Dreschen niedergetreten ist,,,,,,,,,,,,,,,,,,,,,,,,
MDD[,,"abmessen, zumessen",gemessen werden,"abmessen, ausmessen",,"abmessen, zumessen",,,,,,,,,,,,,,,,,,,
MDH/,"Messstrecke, Messung, Abmessung",,,,,,,,,,,,,,,,,,,,,,,,
MDH=/,Abgabe,,,,,,,,,,,,,,,,,,,,,,,,
MDHBH/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MDJ/,Madai,,,,,,,,,,,,,,,,,,,,,,,,
MDJ=/,Meder,,,,,,,,,,,,,,,,,,,,,,,,
MDJN/,"Streit, Zank",,,,,,,,,,,,,,,,,,,,,,,,
MDJN=/,Midian,,,,,,,,,,,,,,,,,,,,,,,,
MDJN==/,Middin,,,,,,,,,,,,,,,,,,,,,,,,
MDJNH/,"Amtsbezirk, Provinz",,,,,,,,,,,,,,,,,,,,,,,,
MDJNJ/,Midianiter,,,,,,,,,,,,,,,,,,,,,,,,
MDKH/,Mörser,,,,,,,,,,,,,,,,,,,,,,,,
MDMN/,Madmen,,,,,,,,,,,,,,,,,,,,,,,,
MDMNH/,Misthaufen,,,,,,,,,,,,,,,,,,,,,,,,
MDMNH=/,Madmena,,,,,,,,,,,,,,,,,,,,,,,,
MDMNH==/,Madmanna,,,,,,,,,,,,,,,,,,,,,,,,
MDMNH===/,Madmanna,,,,,,,,,,,,,,,,,,,,,,,,
MDN/,Medan,,,,,,,,,,,,,,,,,,,,,,,,
MDNJ/,Midianiter,,,,,,,,,,,,,,,,,,,,,,,,
MDQRH/,Stich,,,,,,,,,,,,,,,,,,,,,,,,
MDRC/,"Auslegung, Erörterung",,,,,,,,,,,,,,,,,,,,,,,,
MDRGH/,Felsensteige,,,,,,,,,,,,,,,,,,,,,,,,
MDRK/,"Trittspur, Fußbreit",,,,,,,,,,,,,,,,,,,,,,,,
MDW/,Gewand,,,,,,,,,,,,,,,,,,,,,,,,
MDW<,warum,,,,,,,,,,,,,,,,,,,,,,,,
MDWH/,Krankheit,,,,,,,,,,,,,,,,,,,,,,,,
MDWN/,"Streit, Zank",,,,,,,,,,,,,,,,,,,,,,,,
MDWN=/,Madon,,,,,,,,,,,,,,,,,,,,,,,,
MDWR/,Wohnung,,,,,,,,,,,,,,,,,,,,,,,,
MDWRH/,Holzstoß,,,,,,,,,,,,,,,,,,,,,,,,
MDWXJM/,Verleitung,,,,,,,,,,,,,,,,,,,,,,,,
MDXH/,Sturz,,,,,,,,,,,,,,,,,,,,,,,,
MDXPH/,Stoß,,,,,,,,,,,,,,,,,,,,,,,,
MF>/,"Last, Traglast, Abgabe",,,,,,,,,,,,,,,,,,,,,,,,
MF>=/,Ausspruch,,,,,,,,,,,,,,,,,,,,,,,,
MF>==/,Parteilichkeit,,,,,,,,,,,,,,,,,,,,,,,,
MF>===/,Massa,,,,,,,,,,,,,,,,,,,,,,,,
MF>H/,Erhebung,,,,,,,,,,,,,,,,,,,,,,,,
MF>T/,"Erhebung, Spende, Portion, Abgabe",,,,,,,,,,,,,,,,,,,,,,,,
MFGB/,"Anhöhe, Zuflucht",,,,,,,,,,,,,,,,,,,,,,,,
MFKH/,Dornhecke,,,,,,,,,,,,,,,,,,,,,,,,
MFKJL/,<musikalische Angabe>,,,,,,,,,,,,,,,,,,,,,,,,
MFKJT/,Gebilde; Einbildung,,,,,,,,,,,,,,,,,,,,,,,,
MFKRT/,Lohn,,,,,,,,,,,,,,,,,,,,,,,,
MFMRH/,Nagel,,,,,,,,,,,,,,,,,,,,,,,,
MFPX/,"Abweichung, Rechtsbruch",,,,,,,,,,,,,,,,,,,,,,,,
MFRH/,Herrschaft,,,,,,,,,,,,,,,,,,,,,,,,
MFRPWT/,Verbrennung,,,,,,,,,,,,,,,,,,,,,,,,
MFRPWT_MJM/,Misrefot-Majim,,,,,,,,,,,,,,,,,,,,,,,,
MFRQH/,Masreka,,,,,,,,,,,,,,,,,,,,,,,,
MFRT/,Pfanne,,,,,,,,,,,,,,,,,,,,,,,,
MFVMH/,Anfeindung,,,,,,,,,,,,,,,,,,,,,,,,
MFWF/,Freude,,,,,,,,,,,,,,,,,,,,,,,,
MFWKH/,Dornhecke,,,,,,,,,,,,,,,,,,,,,,,,
MFWR/,Säge,,,,,,,,,,,,,,,,,,,,,,,,
MFWRH/,<Flüssigkeitsmaß>,,,,,,,,,,,,,,,,,,,,,,,,
MFXQ/,Gelächter,,,,,,,,,,,,,,,,,,,,,,,,
MG/,Beamter,,,,,,,,,,,,,,,,,,,,,,,,
MG<RT/,"Bescheltung, Bedrohung",,,,,,,,,,,,,,,,,,,,,,,,
MGB<H/,Kopftracht,,,,,,,,,,,,,,,,,,,,,,,,
MGBJC/,Magbisch,,,,,,,,,,,,,,,,,,,,,,,,
MGBLT/,Schnüre,,,,,,,,,,,,,,,,,,,,,,,,
MGD/,Bestes,,,,,,,,,,,,,,,,,,,,,,,,
MGDJ>L/,Magdiël,,,,,,,,,,,,,,,,,,,,,,,,
MGDL/,Turm,,,,,,,,,,,,,,,,,,,,,,,,
MGDL=/,Migdol,,,,,,,,,,,,,,,,,,,,,,,,
MGDL_<DR/,Migdal-Eder,,,,,,,,,,,,,,,,,,,,,,,,
MGDL_>L/,Migdal-El,,,,,,,,,,,,,,,,,,,,,,,,
MGDL_GD/,Migdal-Gad,,,,,,,,,,,,,,,,,,,,,,,,
MGDL_SWNH/,Syene,,,,,,,,,,,,,,,,,,,,,,,,
MGDNWT/,gute Sachen,,,,,,,,,,,,,,,,,,,,,,,,
MGDW/,Megiddo,,,,,,,,,,,,,,,,,,,,,,,,
MGDWL/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MGL/,Sichel,,,,,,,,,,,,,,,,,,,,,,,,
MGLH/,"Rolle, Buch",,,,,,,,,,,,,,,,,,,,,,,,
MGMT/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MGN/,Schild,,,,,,,,,,,,,,,,,,,,,,,,
MGN=/,unverschämt,,,,,,,,,,,,,,,,,,,,,,,,
MGNH/,Unverschämtheit,,,,,,,,,,,,,,,,,,,,,,,,
MGN[,,,,"ausliefern, beschenken",,,,,,,,,,,,,,,,,,,,,
MGPH/,"Plage, Niederlage, Pest",,,,,,,,,,,,,,,,,,,,,,,,
MGPJ<C/,Magpiasch,,,,,,,,,,,,,,,,,,,,,,,,
MGR<WT/,Absätze,,,,,,,,,,,,,,,,,,,,,,,,
MGRC/,Weideland,,,,,,,,,,,,,,,,,,,,,,,,
MGRCWT/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MGRH/,Steinsäge,,,,,,,,,,,,,,,,,,,,,,,,
MGRPH/,Schaufel,,,,,,,,,,,,,,,,,,,,,,,,
MGRWN/,Migron,,,,,,,,,,,,,,,,,,,,,,,,
MGR[,,werfen,,niederwerfen,,,,,,,,,,,,,,,,stürzen,,,,,
MGWG/,Magog,,,,,,,,,,,,,,,,,,,,,,,,
MGWR/,Grauen,,,,,,,,,,,,,,,,,,,,,,,,
MGWRH/,Grauen,,,,,,,,,,,,,,,,,,,,,,,,
MGWRH=/,Getreidegrube,,,,,,,,,,,,,,,,,,,,,,,,
MGWRJM/,"Schutzbürgerschaft; Ort, wo man ein Schutzbürger ist",,,,,,,,,,,,,,,,,,,,,,,,
MGWRM/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MGZRH/,Axt,,,,,,,,,,,,,,,,,,,,,,,,
MH,was,,,,,,,,,,,,,,,,,,,,,,,,
MHH[,,,,,,"zögern, säumen",,,,,,,,,,,,,,,,,,,
MHJR/,"behänd, geschickt",,,,,,,,,,,,,,,,,,,,,,,,
MHJVB>L/,Mehetabel,,,,,,,,,,,,,,,,,,,,,,,,
MHLK/,"Wegstrecke, Reise, Gangweg, Zutritt",,,,,,,,,,,,,,,,,,,,,,,,
MHLL/,"Ruf, Anerkennung",,,,,,,,,,,,,,,,,,,,,,,,
MHLL>L/,Mahalalel,,,,,,,,,,,,,,,,,,,,,,,,
MHLMWT/,"Schläge, Prügel",,,,,,,,,,,,,,,,,,,,,,,,
MHL[,,verdorben sein,,,,,,,,,,,,,,,,,,,,,,,
MHMRWT/,Löcher voll Regen,,,,,,,,,,,,,,,,,,,,,,,,
MHPKH/,Umsturz,,,,,,,,,,,,,,,,,,,,,,,,
MHPKT/,Block,,,,,,,,,,,,,,,,,,,,,,,,
MHR/,Heiratsgeld,,,,,,,,,,,,,,,,,,,,,,,,
MHR=[,,erwerben (gegen das Heiratsgeld),,,,,,,,,,,,,,,,,,,,,,,
MHRH/,Eile,,,,,,,,,,,,,,,,,,,,,,,,
MHRJ/,Mahrai,,,,,,,,,,,,,,,,,,,,,,,,
MHR[,,,"sich überstürzen, voreilig sein","eilen, etwas eilends tun",,,,,,,,,,,,,,,,,,,,,
MHR_CLL_XC_BZ/,Maher-Schalal-Hasch-Bas,,,,,,,,,,,,,,,,,,,,,,,,
MHTLWT/,Täuschung,,,,,,,,,,,,,,,,,,,,,,,,
MHWMH/,Bestürzung,,,,,,,,,,,,,,,,,,,,,,,,
MHWMN/,Mehuman,,,,,,,,,,,,,,,,,,,,,,,,
MJ,wer,,,,,,,,,,,,,,,,,,,,,,,,
MJC</,Mescha,,,,,,,,,,,,,,,,,,,,,,,,
MJC<=/,Mescha,,,,,,,,,,,,,,,,,,,,,,,,
MJC>/,Mescha,,,,,,,,,,,,,,,,,,,,,,,,
MJC>L/,Mischaël,,,,,,,,,,,,,,,,,,,,,,,,
MJCK/,Meschach,,,,,,,,,,,,,,,,,,,,,,,,
MJCRJM/,"Geradheit, Aufrichtiges, Billigkeit",,,,,,,,,,,,,,,,,,,,,,,,
MJCWR/,"Geradheit, Ebenes, Ebene",,,,,,,,,,,,,,,,,,,,,,,,
MJDB>/,Medeba,,,,,,,,,,,,,,,,,,,,,,,,
MJDD/,Medad,,,,,,,,,,,,,,,,,,,,,,,,
MJK>/,Micha,,,,,,,,,,,,,,,,,,,,,,,,
MJK>L/,Michael,,,,,,,,,,,,,,,,,,,,,,,,
MJKH/,Micha,,,,,,,,,,,,,,,,,,,,,,,,
MJKJH/,Michaja,,,,,,,,,,,,,,,,,,,,,,,,
MJKJHW/,Michaja,,,,,,,,,,,,,,,,,,,,,,,,
MJKJHW=/,Michaja,,,,,,,,,,,,,,,,,,,,,,,,
MJKL/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MJKL=/,Michal,,,,,,,,,,,,,,,,,,,,,,,,
MJM/,"Wasser, Gewässer",,,,,,,,,,,,,,,,,,,,,,,,
MJMN/,Mijamin,,,,,,,,,,,,,,,,,,,,,,,,
MJN/,Art,,,,,,,,,,,,,,,,,,,,,,,,
MJNQT/,Säugamme,,,,,,,,,,,,,,,,,,,,,,,,
MJP<T/,Mefaat,,,,,,,,,,,,,,,,,,,,,,,,
MJTR/,"Sehne, Strick",,,,,,,,,,,,,,,,,,,,,,,,
MJVB/,das Beste,,,,,,,,,,,,,,,,,,,,,,,,
MJY/,Pressen,,,,,,,,,,,,,,,,,,,,,,,,
MJYJ>JM/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MJ_ZHB/,Me-Sahab,,,,,,,,,,,,,,,,,,,,,,,,
MK>WB/,Schmerz,,,,,,,,,,,,,,,,,,,,,,,,
MKBNH/,Machbena,,,,,,,,,,,,,,,,,,,,,,,,
MKBNJ/,Machbannai,,,,,,,,,,,,,,,,,,,,,,,,
MKBR/,Gitterwerk,,,,,,,,,,,,,,,,,,,,,,,,
MKBR=/,Decke,,,,,,,,,,,,,,,,,,,,,,,,
MKCLH/,Verfall,,,,,,,,,,,,,,,,,,,,,,,,
MKCWL/,"Hindernis, Anstoß",,,,,,,,,,,,,,,,,,,,,,,,
MKH/,"Schlag, Wunde, Plage",,,,,,,,,,,,,,,,,,,,,,,,
MKJ/,Machi,,,,,,,,,,,,,,,,,,,,,,,,
MKJR/,Machir,,,,,,,,,,,,,,,,,,,,,,,,
MKJRJ/,Machiriter,,,,,,,,,,,,,,,,,,,,,,,,
MKK[,,niedrig sein,"sich senken, sich ducken",,,,,"geduckt, erniedrigt sein",,,,,,,,,,,,,,,,,
MKL>/,Hürde,,,,,,,,,,,,,,,,,,,,,,,,
MKLL/,Vollkommenheit,,,,,,,,,,,,,,,,,,,,,,,,
MKLLJM/,Prachtgewänder,,,,,,,,,,,,,,,,,,,,,,,,
MKLT/,Speise,,,,,,,,,,,,,,,,,,,,,,,,
MKLWL/,Vollkommenheit,,,,,,,,,,,,,,,,,,,,,,,,
MKLWT/,Vollendung,,,,,,,,,,,,,,,,,,,,,,,,
MKMF/,Michmas,,,,,,,,,,,,,,,,,,,,,,,,
MKMNJM/,verborgene Schätze,,,,,,,,,,,,,,,,,,,,,,,,
MKMR/,Stellnetz,,,,,,,,,,,,,,,,,,,,,,,,
MKMRT/,"Netz, Fischnetz",,,,,,,,,,,,,,,,,,,,,,,,
MKMS/,Michmas,,,,,,,,,,,,,,,,,,,,,,,,
MKMTT/,Michmetat,,,,,,,,,,,,,,,,,,,,,,,,
MKNDBJ/,Machnadbai,,,,,,,,,,,,,,,,,,,,,,,,
MKNH/,Mechona,,,,,,,,,,,,,,,,,,,,,,,,
MKNS/,Beinhülle,,,,,,,,,,,,,,,,,,,,,,,,
MKPLH/,Machpela,,,,,,,,,,,,,,,,,,,,,,,,
MKR/,Kaufpreis; käufliche Ware,,,,,,,,,,,,,,,,,,,,,,,,
MKR=/,Bekannter,,,,,,,,,,,,,,,,,,,,,,,,
MKRH/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
MKRH=/,Grube,,,,,,,,,,,,,,,,,,,,,,,,
MKRJ/,Michri,,,,,,,,,,,,,,,,,,,,,,,,
MKRTJ/,Mecheratiter,,,,,,,,,,,,,,,,,,,,,,,,
MKR[,,"verkaufen, an andere ausliefern",verkauft werden,,,sich verkaufen lassen (zu),,,,,,,,,,,,,,,,,,,
MKS/,Abgabe,,,,,,,,,,,,,,,,,,,,,,,,
MKSH/,Decke,,,,,,,,,,,,,,,,,,,,,,,,
MKSH=/,"Decke, Deck",,,,,,,,,,,,,,,,,,,,,,,,
MKSH==/,Betrag,,,,,,,,,,,,,,,,,,,,,,,,
MKTB/,"Schrift, Schriftstück",,,,,,,,,,,,,,,,,,,,,,,,
MKTC/,"Backenzahn, Mörser; <Stadtteil von Jerusalem>",,,,,,,,,,,,,,,,,,,,,,,,
MKTH/,"Zerschlagen, zerschlagene Stücke",,,,,,,,,,,,,,,,,,,,,,,,
MKTM/,<musikalische Angabe>,,,,,,,,,,,,,,,,,,,,,,,,
MKWH/,Brandwunde,,,,,,,,,,,,,,,,,,,,,,,,
MKWN/,"Stätte, Standort; Grundlage",,,,,,,,,,,,,,,,,,,,,,,,
MKWNH/,"Stätte, Fahrgestell",,,,,,,,,,,,,,,,,,,,,,,,
MKWRH/,Herkunft,,,,,,,,,,,,,,,,,,,,,,,,
ML>/,"voll, voll von",,,,,,,,,,,,,,,,,,,,,,,,
ML>=/,"Fülle; das, was voll macht",,,,,,,,,,,,,,,,,,,,,,,,
ML>H/,"volle Menge, voller Ertrag",,,,,,,,,,,,,,,,,,,,,,,,
ML>H=/,Besatz,,,,,,,,,,,,,,,,,,,,,,,,
ML>JM/,"Besatz, Einweihung",,,,,,,,,,,,,,,,,,,,,,,,
ML>K/,"Bote, Engel",,,,,,,,,,,,,,,,,,,,,,,,
ML>KH/,"Werk, Arbeit, Aufgabe, Dienst",,,,,,,,,,,,,,,,,,,,,,,,
ML>KJ/,Maleachi,,,,,,,,,,,,,,,,,,,,,,,,
ML>KT/,"Werk, Arbeit, Aufgabe, Dienst",,,,,,,,,,,,,,,,,,,,,,,,
ML>KWT/,Botenamt,,,,,,,,,,,,,,,,,,,,,,,,
ML>T/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
ML>[,,"voll sein, anfüllen","angefüllt werden, angefüllt werden mit","füllen, füllen mit, erfüllen",besetzt sein (mit),sich anhäufen (gegen),,,,,,,,,,,,füllen,,,,,,erfüllt werden,
MLBN/,"Ziegel, Ziegelform",,,,,,,,,,,,,,,,,,,,,,,,
MLBWC/,Gewand,,,,,,,,,,,,,,,,,,,,,,,,
MLH/,Wort,,,,,,,,,,,,,,,,,,,,,,,,
MLJKW/,Malluch,,,,,,,,,,,,,,,,,,,,,,,,
MLJLH/,Reibähren,,,,,,,,,,,,,,,,,,,,,,,,
MLJYH/,anspielender Spruch,,,,,,,,,,,,,,,,,,,,,,,,
MLK/,König,,,,,,,,,,,,,,,,,,,,,,,,
MLK=/,Moloch,,,,,,,,,,,,,,,,,,,,,,,,
MLK==/,Melech,,,,,,,,,,,,,,,,,,,,,,,,
MLK=[,,,zu Rat gehen,,,,,,,,,,,,,,,,,,,,,,
MLKDT/,Schlinge,,,,,,,,,,,,,,,,,,,,,,,,
MLKH/,Königin,,,,,,,,,,,,,,,,,,,,,,,,
MLKH=/,Milka,,,,,,,,,,,,,,,,,,,,,,,,
MLKJ>L/,Malkiël,,,,,,,,,,,,,,,,,,,,,,,,
MLKJ>LJ/,Malkiëliter,,,,,,,,,,,,,,,,,,,,,,,,
