lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
NBW/,"nebo, beli",,,,,,,,,,,,,,,,,,,,,,,,
NBW=/,"nebo, beli",,,,,,,,,,,,,,,,,,,,,,,,
NBW>H/,nabi,,,,,,,,,,,,,,,,,,,,,,,,
NBWCZBN/,nebu-shazbani,,,,,,,,,,,,,,,,,,,,,,,,
NBWKDN>YR/,nebukadneza,,,,,,,,,,,,,,,,,,,,,,,,
NBWKDNYR/,nebukadneza,,,,,,,,,,,,,,,,,,,,,,,,
NBWKDR>YR/,nebukadneza,,,,,,,,,,,,,,,,,,,,,,,,
NBWT/,"nabothi, mketi",,,,,,,,,,,,,,,,,,,,,,,,
NBWZR>DN/,nebuzaradani,,,,,,,,,,,,,,,,,,,,,,,,
NBX/,noba,,,,,,,,,,,,,,,,,,,,,,,,
NBX=/,noba,,,,,,,,,,,,,,,,,,,,,,,,
NBXZ/,nibhazi,,,,,,,,,,,,,,,,,,,,,,,,
NBX[,,huot,,,,,,,,,,,,,,,,,,,,,,,
NBZBH/,"hawampatii, aamini, nion",,,,,,,,,,,,,,,,,,,,,,,,
NC>=[,,,"uongo, hila, anga, dangany, danganya",,,,"uongo, hila, anga, dangany, danganya",,,,,,,,,,,,,,,,,,
NC>[,,"mdai, wateke, kopesh, kopesha, kop, la, mda, riba, faid, aapishwe, hali",,,,,"mdai, wateke, kopesh, kopesha, kop, la, mda, riba, faid, aapishwe, hali",,,,,,,,,,,,,,,,,,
NCB[,,"upep, pepo, vum, yapita, ivumapo",,,,,"upep, pepo, vum, yapita, ivumapo",,,,,,,,,,,,,,,,,,
NCH/,"mshipa, kat",,,,,,,,,,,,,,,,,,,,,,,,
NCH[,,"saha, sahau, lish, uwasahau, nikasahau","saha, sahau, lish, uwasahau, nikasahau","saha, sahau, lish, uwasahau, nikasahau",,,"saha, sahau, lish, uwasahau, nikasahau",,,,,,,,,,,,,,,,,,
NCJ/,"deni, ampe, ajitwikaye, wapeni, ponisih",,,,,,,,,,,,,,,,,,,,,,,,
NCJH/,"saha, sahau, lish, uwasahau, nikasahau",,,,,,,,,,,,,,,,,,,,,,,,
NCJN/,tund,,,,,,,,,,,,,,,,,,,,,,,,
NCJQH/,"bus, busu, nibus, mbus, niwabusu",,,,,,,,,,,,,,,,,,,,,,,,
NCK/,"riba, faid, kopesh, aapishwe, hali",,,,,,,,,,,,,,,,,,,,,,,,
NCK=[,,"waum, wum, huchoma, umw, waumao, lip, rudi, kuto, mpen, mlip",,,,,"waum, wum, huchoma, umw, waumao, lip, rudi, kuto, mpen, mlip",,,,,,,,,,,,,,,,,,
NCKH/,"vyumba, chumba, umba, safish, hich",,,,,,,,,,,,,,,,,,,,,,,,
NCK[,,"waum, wum, huchoma, umw, waumao, lip, rudi, kuto, mpen, mlip",,"waum, wum, huchoma, umw, waumao, lip, rudi, kuto, mpen, mlip",,,,,,,,,,,,,,,,,,,,,
NCL[,,"tele, vua, wasiwasi, hazitelezi, uvitetemeshe",,"tele, vua, wasiwasi, hazitelezi, uvitetemeshe",,,,,,,,,,,,,,,,,,,,,
NCMH/,"pumz, pulizi, fukuti, hakosi, tamk",,,,,,,,,,,,,,,,,,,,,,,,
NCM[,,twet,,,,,,,,,,,,,,,,,,,,,,,
NCP/,"amba, ukungu, manane, gizagiza, poitaza",,,,,,,,,,,,,,,,,,,,,,,,
NCP[,,"upep, pepo, vum, yapita, ivumapo",,,,,,,,,,,,,,,,,,,,,,,
NCQ/,"ila, diri, mavazi, dari, vya",,,,,,,,,,,,,,,,,,,,,,,,
NCQ=[,,"bus, busu, nibus, mbus, niwabusu, waefraimu, teo, nyut",,,,,,,,,,,,,,,,,,,,,,,
NCQ[,,"bus, busu, nibus, mbus, niwabusu, waefraimu, teo, nyut",,"bus, busu, nibus, mbus, niwabusu, waefraimu, teo, nyut",,,"bus, busu, nibus, mbus, niwabusu, waefraimu, teo, nyut",,,,,,,,,,,,,,,,,,
NCR/,"tai, mwew, manyoya, ruka, furukombe",,,,,,,,,,,,,,,,,,,,,,,,
NCTWN/,"baru, waraka, nyaraka, nipewe",,,,,,,,,,,,,,,,,,,,,,,,
NCT[,,"kavu, kauk, pakavu, kaush, ukam","kavu, kauk, pakavu, kaush, ukam",,,,,,,,,,,,,,,,,,,,,,
ND/,"chung, wimb, rund, gof, fung",,,,,,,,,,,,,,,,,,,,,,,,
NDB/,nadabu,,,,,,,,,,,,,,,,,,,,,,,,
NDBH/,"hiar, sadaka, njuf, haibaki, yoahid",,,,,,,,,,,,,,,,,,,,,,,,
NDBJH/,nedabia,,,,,,,,,,,,,,,,,,,,,,,,
NDBK/,mipy,,,,,,,,,,,,,,,,,,,,,,,,
NDB[,,"kubal, radh, hiar, tak, kata",,,,"kubal, radh, hiar, tak, kata",,,,,,,,,"kubal, radh, hiar, tak, kata",,,,,,,,,,
NDDJM/,"huku, tup, wimb, mbazu, peperush",,,,,,,,,,,,,,,,,,,,,,,,
NDD[,,"dangany, anga, kimbi, pote, tang",,"dangany, anga, kimbi, pote, tang",,,"dangany, anga, kimbi, pote, tang","dangany, anga, kimbi, pote, tang",,,,,,,,,,"kimbi, kimbili, mbili, kimbiz, mbi",,,,,,,
NDH/,"teng, cha, farakan, jis, hedh, chaf, wa, dhahabu, zimejaa, twasihi",,,,,,,,,,,,,,,,,,,,,,,,
NDH=/,"karama, zawadi, paw, sadaka, kuto",,,,,,,,,,,,,,,,,,,,,,,,
NDH[,,,,"fukuz, achw, vut, mto, peperush, zimi, mbali, zimw, mvue, uvueni",,,,,,,,,,,,,,,,,,,,,
NDJ/,"dangany, anga, kimbi, pote, tang",,,,,,,,,,,,,,,,,,,,,,,,
NDJB/,"wakuu, wenye, mkuu, waungwana, muungwana",,,,,,,,,,,,,,,,,,,,,,,,
NDJBH/,"heshima, heshim, mzit, tuku, waheshimu",,,,,,,,,,,,,,,,,,,,,,,,
NDN/,"alan, chonip",,,,,,,,,,,,,,,,,,,,,,,,
NDN=/,"karama, zawadi, paw, sadaka, kuto",,,,,,,,,,,,,,,,,,,,,,,,
NDNH/,"alan, chonip",,,,,,,,,,,,,,,,,,,,,,,,
NDP[,,"fukuz, achw, vut, mto, peperush","fukuz, achw, vut, mto, peperush",,,,,,,,,,,,,,,,,,,,,,
NDR/,"dhir, nitaziondoa, zitimili, koti",,,,,,,,,,,,,,,,,,,,,,,,
NDR[,,"dhir, nitaziondoa, zitimili, koti",,,,,,,,,,,,,,,,,,,,,,,
NDX[,,"fukuz, tupw, poto, pelek, kofukuz","fukuz, tupw, poto, pelek, kofukuz",,"fukuz, tupw, poto, pelek, kofukuz",,"fukuz, tupw, poto, pelek, kofukuz","fukuz, tupw, poto, pelek, kofukuz",,,,,,,,,,,,,,,,,
NF>[,,"chuku, inu, huku, yake, inuli, karama, zawadi, paw, sadaka, kuto, ondok, inuk, fufu, simam, tuku, juu, tukuz, tole","chuku, inu, huku, yake, inuli, karama, zawadi, paw, sadaka, kuto, ondok, inuk, fufu, simam, tuku, juu, tukuz, tole","chuku, inu, huku, yake, inuli, karama, zawadi, paw, sadaka, kuto, ondok, inuk, fufu, simam, tuku, juu, tukuz, tole",,"chuku, inu, huku, yake, inuli, karama, zawadi, paw, sadaka, kuto, ondok, inuk, fufu, simam, tuku, juu, tukuz, tole","chuku, inu, huku, yake, inuli, karama, zawadi, paw, sadaka, kuto, ondok, inuk, fufu, simam, tuku, juu, tukuz, tole",,,,,,,,"chuku, chukuli, chukulia, beb, mtoe",,,"chuku, chukuli, chukulia, beb, mtoe",,,,,,,
NFG[,,,,,,,"pat, fiki, kias, huyo, hazikuwapata",,,,,,,,,,,,,,,,,,
NFJ>/,"mkuu, wakuu, ongoz, risasi, let, huifanyia, yamwagikayo, unyevu, kiwi",,,,,,,,,,,,,,,,,,,,,,,,
NFJ>=/,"mkuu, wakuu, ongoz, risasi, let, huifanyia, yamwagikayo, unyevu, kiwi",,,,,,,,,,,,,,,,,,,,,,,,
NFQ[,,,"gus, wash, tekete, wak, waka",,,,"gus, wash, tekete, wak, waka",,,,,,,,,,,,,,,,,,
NFW>H/,"mzig, leme, mizigo, wapagazi, alikuwa",,,,,,,,,,,,,,,,,,,,,,,,
NG</,"pigo, taun, ugonjwa, radh, ene",,,,,,,,,,,,,,,,,,,,,,,,
NG<[,,"gus, gusa, fiki, pig, fik","gus, gusa, fiki, pig, fik","gus, gusa, fiki, pig, fik","gus, gusa, fiki, pig, fik",,"gus, gusa, fiki, pig, fik",,,,,,,,,,,,,,,,,,
NGB/,"kusini, negebu, pia",,,,,,,,,,,,,,,,,,,,,,,,
NGC[,,"karibi, karibu, ende, let, lete","karibi, karibu, ende, let, lete",,,"karibi, karibu, ende, let, lete","karibi, karibu, ende, let, lete","karibi, karibu, ende, let, lete",,,,,,,,,,,,,,,,,
NGD/,"mbele, kabl, eleke, kabil, machoni",,,,,,,,,,,,,,,,,,,,,,,,
NGD[,,,,,,,"ambi, habari, tangaz, onesh, akamwambia","ambi, habari, tangaz, onesh, akamwambia",,,,,,,,,,"sonon, chemchemi, itiririkayo, bubuji, jit",,,,,,,
NGF[,,"onew, one, dhulum, waon, wone","onew, one, dhulum, waon, wone",,,,,,,,,,,,,,,,,,,,,,
NGH/,"anga, pak, angaz, ving'aavyo, ung'aao",,,,,,,,,,,,,,,,,,,,,,,,
NGH=/,noga,,,,,,,,,,,,,,,,,,,,,,,,
NGHH/,"anga, pak, angaz, ving'aavyo, ung'aao",,,,,,,,,,,,,,,,,,,,,,,,
NGH[,,"ng'a, anga, onekan, toke, angaz",,,,,"ng'a, anga, onekan, toke, angaz",,,,,,,,,,,,,,,,,,
NGJD/,"mkuu, wakuu, ongoz, risasi, let",,,,,,,,,,,,,,,,,,,,,,,,
NGJNH/,"zaburi, zeze, muziki, ala, nand",,,,,,,,,,,,,,,,,,,,,,,,
NGN[,,"nub, nand, ustadi, futie",,"nub, nand, ustadi, futie",,,,,,,,,,,,,,,,,,,,,
NGP/,"pigo, taun, ugonjwa, radh, ene",,,,,,,,,,,,,,,,,,,,,,,,
NGP[,,"pig, pigw, shindw, piga, jikwa","pig, pigw, shindw, piga, jikwa",,,"pig, pigw, shindw, piga, jikwa",,,,,,,,,,,,,,,,,,,
NGR[,,,"mwag, mwagi, mimi, umwa, wag",,,,"mwag, mwagi, mimi, umwa, wag","mwag, mwagi, mimi, umwa, wag",,,,,,,,,,,,,,,,,
NGX/,mzui,,,,,,,,,,,,,,,,,,,,,,,,
NGX[,,"sukum, mtumbu, tumbu, amsha, watawanyi",,"sukum, mtumbu, tumbu, amsha, watawanyi",,"sukum, mtumbu, tumbu, amsha, watawanyi",,,,,,,,,,,,,,,,,,,
NH/,ukaw,,,,,,,,,,,,,,,,,,,,,,,,
NHG=[,,,,"mkuu, wakuu, ongoz, risasi, let, husabu",,,,,,,,,,,,,,,,,,,,,
NHG[,,"mkuu, wakuu, ongoz, risasi, let, husabu",,"mkuu, wakuu, ongoz, risasi, let, husabu",,,,,,,,,,,,,,,,,,,,,
NHH=[,,,"yowe, ombole, pigeni, ombolezeni, omboleze",,,,,,,,,,,,,,,,,,,,,,
NHH[,,"yowe, ombole, pigeni, ombolezeni, omboleze",,,,,,,,,,,,,,,,,,,,,,,
NHJ/,"yowe, ombole, pigeni, ombolezeni, omboleze, yatalia, vifu, mtalia, wavuao",,,,,,,,,,,,,,,,,,,,,,,,
NHJRW/,"nuru, wang, mianga, taa, pambazuk, imo, inakaa",,,,,,,,,,,,,,,,,,,,,,,,
NHLL/,"maji, majini, nywe, nyw, kuw",,,,,,,,,,,,,,,,,,,,,,,,
NHLL=/,nahalali,,,,,,,,,,,,,,,,,,,,,,,,
NHLL==/,nahalali,,,,,,,,,,,,,,,,,,,,,,,,
NHL[,,,,"ongoz, wati, unichunge, badilish, uong",,"ongoz, wati, unichunge, badilish, uong",,,,,,,,,,,,,,,,,,,
NHM/,"nguru, kama, kelel, wangu, mshindo",,,,,,,,,,,,,,,,,,,,,,,,
NHMH/,"kuugua, ugu, kite, jeruhi, tuli",,,,,,,,,,,,,,,,,,,,,,,,
NHM[,,"kuugua, ugu, kite, jeruhi, tuli",,,,,,,,,,,,,,,,,,,,,,,
NHQ[,,huli,,,,,,,,,,,,,,,,,,,,,,,
NHR/,"mto, mito, jit, mton, maji",,,,,,,,,,,,,,,,,,,,,,,,
NHR=[,,"sonon, chemchemi, itiririkayo, bubuji, jit, ng'a, anga, onekan, toke, angaz",,,,,,,,,,,,,,,,,,,,,,,
NHRH/,"nuru, wang, mianga, taa, pambazuk",,,,,,,,,,,,,,,,,,,,,,,,
NHR[,,"sonon, chemchemi, itiririkayo, bubuji, jit, ng'a, anga, onekan, toke, angaz",,,,,,,,,,,,,,,,,,,,,,,
NHWR/,"nuru, wang, mianga, taa, pambazuk, imo, inakaa",,,,,,,,,,,,,,,,,,,,,,,,
NJ/,"yowe, ombole, pigeni, ombolezeni, omboleze",,,,,,,,,,,,,,,,,,,,,,,,
NJB/,"matunda, uzao, maza, tund, kuza",,,,,,,,,,,,,,,,,,,,,,,,
NJBJ/,nobai,,,,,,,,,,,,,,,,,,,,,,,,
NJD/,maliwazo,,,,,,,,,,,,,,,,,,,,,,,,
NJN/,"waza, enyi, maza, uzao, zaliwa",,,,,,,,,,,,,,,,,,,,,,,,
NJNWH/,"ninawi, waninawi",,,,,,,,,,,,,,,,,,,,,,,,
NJN[,,,"umaarufu, lidumu",,,,,,,,,,,,,,,,,,,,,,
NJR/,"nchi, dunia, duniani, chini, ardh",,,,,,,,,,,,,,,,,,,,,,,,
NJR=/,"taa, kinara, vinara, amwinue",,,,,,,,,,,,,,,,,,,,,,,,
NJR[,,"vunj, vunjik, pasu, vunja, meg",,,,,,,,,,,,,,,,,,,,,,,
NJSN/,nisani,,,,,,,,,,,,,,,,,,,,,,,,
NJWT/,nayothi,,,,,,,,,,,,,,,,,,,,,,,,
NJXWX/,"pendez, pendeza, harufu, soges",,,,,,,,,,,,,,,,,,,,,,,,
NJXX/,"pendez, pendeza, harufu, soges",,,,,,,,,,,,,,,,,,,,,,,,
NJYWY/,cheche,,,,,,,,,,,,,,,,,,,,,,,,
NK>/,"ndek, stahimil",,,,,,,,,,,,,,,,,,,,,,,,
NK>=/,"ndek, stahimil",,,,,,,,,,,,,,,,,,,,,,,,
NK>T/,zeri,,,,,,,,,,,,,,,,,,,,,,,,
NK>[,,,"mijeledi, mjeledi, pig, msib, lenu",,,,,,,,,,,,,,,,,,,,,,
NKD/,mjukuu,,,,,,,,,,,,,,,,,,,,,,,,
NKH/,"lem, bub, ponde",,,,,,,,,,,,,,,,,,,,,,,,
NKH=/,"walinikusanyikia, wakanipapura",,,,,,,,,,,,,,,,,,,,,,,,
NKH==/,,,,,,,,,,,,,,,,,,,,,,,,,
NKH[,,,"pig, wau, pigw, mwu, kuwaua",,"pig, wau, pigw, mwu, kuwaua",,"pig, wau, pigw, mwu, kuwaua","pig, wau, pigw, mwu, kuwaua",,,,,,,,,,,,,,,,,
NKL/,wawasumbua,,,,,,,,,,,,,,,,,,,,,,,,
NKL[,,"waz, kusud, shaur, hila, mipango",,"waz, kusud, shaur, hila, mipango",,"waz, kusud, shaur, hila, mipango",,,,,,,,,,,,,,,,,,,
NKR/,"mgen, wageni, kigeni, migeni, ugen",,,,,,,,,,,,,,,,,,,,,,,,
NKR=/,"mgen, wageni, kigeni, migeni, ugen",,,,,,,,,,,,,,,,,,,,,,,,
NKRJ/,"mgen, wageni, kigeni, migeni, ugen",,,,,,,,,,,,,,,,,,,,,,,,
NKR[,,,"tambu, pendele, tafit, hawajali, hatukiri, teng, mwingine, makamio, akib, wang","tambu, pendele, tafit, hawajali, hatukiri, teng, mwingine, makamio, akib, wang",,"tambu, pendele, tafit, hawajali, hatukiri, teng, mwingine, makamio, akib, wang","tambu, pendele, tafit, hawajali, hatukiri, teng, mwingine, makamio, akib, wang",,,,,,,,,,,,,,,,,,
NKS/,"mali, jir, tele, hutwaa, huwa",,,,,,,,,,,,,,,,,,,,,,,,
NKSJM/,"mali, jir, tele, hutwaa, huwa",,,,,,,,,,,,,,,,,,,,,,,,
NKT/,"hazina, akib, ghal, fich, weke",,,,,,,,,,,,,,,,,,,,,,,,
NKW/,neko,,,,,,,,,,,,,,,,,,,,,,,,
NKWN/,"wek, thibiti, imar, tayari, tegeme, upep, pepo, vum, yapita, ivumapo",,,,,,,,,,,,,,,,,,,,,,,,
NKWN=/,nakoni,,,,,,,,,,,,,,,,,,,,,,,,
NKX/,"aliaye, nyok, awe, unyofu, ele, adil, haki, wanyofu, yaliyo",,,,,,,,,,,,,,,,,,,,,,,,
NKX=/,"mbele, kabl, eleke, kabil, machoni",,,,,,,,,,,,,,,,,,,,,,,,
NLH[,,,,,,,"komesh, ach, kom, pumzik, acha",,,,,,,,,,,,,,,,,,
NMCJ/,nimshi,,,,,,,,,,,,,,,,,,,,,,,,
NMLH/,"chung, zitafakari, mwendee",,,,,,,,,,,,,,,,,,,,,,,,
NMR/,"chui, ozoe",,,,,,,,,,,,,,,,,,,,,,,,
NMRD/,nimrodi,,,,,,,,,,,,,,,,,,,,,,,,
NMRH/,nimra,,,,,,,,,,,,,,,,,,,,,,,,
NMRJM/,nimrimu,,,,,,,,,,,,,,,,,,,,,,,,
NMW>L/,"yemueli, nemueli",,,,,,,,,,,,,,,,,,,,,,,,
NMW>LJ/,"wayemueli, wayamini",,,,,,,,,,,,,,,,,,,,,,,,
NP/,nofu,,,,,,,,,,,,,,,,,,,,,,,,
NPC/,"nafsi, roho, uhai, mtu, watu",,,,,,,,,,,,,,,,,,,,,,,,
NPC[,,,"wakiwa, pumzik",,,,,,,,,,,,,,,,,,,,,,
NPG/,nefegi,,,,,,,,,,,,,,,,,,,,,,,,
NPH/,"ungo, ikoseshayo, juu, aliye, mref, kimo, uref",,,,,,,,,,,,,,,,,,,,,,,,
NPJC/,nafishi,,,,,,,,,,,,,,,,,,,,,,,,
NPJLJM/,wanefili,,,,,,,,,,,,,,,,,,,,,,,,
NPK/,zumaridi,,,,,,,,,,,,,,,,,,,,,,,,
NPL/,"haribik, ouon",,,,,,,,,,,,,,,,,,,,,,,,
NPL[,,"anguk, anguki, angush, pig, nao",,"anguk, anguki, angush, pig, nao",,"anguk, anguki, angush, pig, nao","anguk, anguki, angush, pig, nao",,,,,,,,,,,"anguk, anguki, angush, pig, nao",,,,,,,
NPQH/,gharama,,,,,,,,,,,,,,,,,,,,,,,,
NPQ[,,,,,,,,,,,,,,,,,,"twa, itwa, poke, chuku, katw",,,"twa, itwa, poke, chuku, katw",,,,
NPT/,"asal, sega",,,,,,,,,,,,,,,,,,,,,,,,
NPT=/,"juu, aliye, mref, kimo, uref",,,,,,,,,,,,,,,,,,,,,,,,
NPTLJ/,naftali,,,,,,,,,,,,,,,,,,,,,,,,
NPTWLJM/,shinda,,,,,,,,,,,,,,,,,,,,,,,,
NPTWX/,neftoa,,,,,,,,,,,,,,,,,,,,,,,,
NPTXJM/,wanaftuhi,,,,,,,,,,,,,,,,,,,,,,,,
NPWCSJM/,nefusimu,,,,,,,,,,,,,,,,,,,,,,,,
NPWSJM/,"asna, meunimu, nefusimu, wazawa",,,,,,,,,,,,,,,,,,,,,,,,
NPX/,"nofa, ifikiayo",,,,,,,,,,,,,,,,,,,,,,,,
NPX[,,"pumz, pulizi, fukuti, hakosi, tamk",,,"pumz, pulizi, fukuti, hakosi, tamk",,"pumz, pulizi, fukuti, hakosi, tamk",,,,,,,,,,,,,,,,,,
NPY/,"tufani, dhoruba, atok, wakijilaza, ukanifariji",,,,,,,,,,,,,,,,,,,,,,,,
NPY[,,"vunja, vunjik, pond, vunj, gonga, tawanyi, utawanyiko, ene, mlio, tweke",,"vunja, vunjik, pond, vunj, gonga, tawanyi, utawanyiko, ene, mlio, tweke","vunja, vunjik, pond, vunj, gonga, tawanyi, utawanyiko, ene, mlio, tweke",,,,,,,,,,,,,,,,,,,,
NQ<[,,"faraka, vyofaraka",,,,,,,,,,,,,,,,,,,,,,,
NQ>/,"safi, taka, usaf, chaguli, kat",,,,,,,,,,,,,,,,,,,,,,,,
NQB/,"mahali, tak, vyake, pale, pake",,,,,,,,,,,,,,,,,,,,,,,,
NQBH/,"mwanamke, kike, mke, wanawake, jike",,,,,,,,,,,,,,,,,,,,,,,,
NQB[,,"je, yu, au, akiw, mteg, chom, tajw, futa, tumbuli, tobo, laan, laani, amtukanaye, apiz, zilaa","je, yu, au, akiw, mteg, chom, tajw, futa, tumbuli, tobo, laan, laani, amtukanaye, apiz, zilaa",,,,,,,,,,,,,,,,,,,,,,
NQC[,,"mteg, mitego, tanz, nasw, mtegoni","mteg, mitego, tanz, nasw, mtegoni","mteg, mitego, tanz, nasw, mtegoni",,"mteg, mitego, tanz, nasw, mtegoni",,,,,,,,,,,,"bish, bisha, bisheni, gongan, fululi",,,,,,,
NQD/,"chunga, chung, yeny, abaguavyo, yoambi",,,,,,,,,,,,,,,,,,,,,,,,
NQD=/,"marakaraka, madoadoa",,,,,,,,,,,,,,,,,,,,,,,,
NQDH/,tengeneze,,,,,,,,,,,,,,,,,,,,,,,,
NQDJM/,"anguka, hula",,,,,,,,,,,,,,,,,,,,,,,,
NQH[,,"bure, mitupu, fut, adhabu, sina","bure, mitupu, fut, adhabu, sina","bure, mitupu, fut, adhabu, sina",,,,,,,,,,,,,,,,,,,,,
NQJ/,"hati, asiy, isiy, lawama, zisizo",,,,,,,,,,,,,,,,,,,,,,,,
NQJQ/,"pasu, ufa, yaliyo, ukaaye, ufich",,,,,,,,,,,,,,,,,,,,,,,,
NQJWN/,"hati, asiy, isiy, lawama, zisizo, tindiki, kuno",,,,,,,,,,,,,,,,,,,,,,,,
NQM/,"kisasi, pati, lipizi, ndiz, lipiza",,,,,,,,,,,,,,,,,,,,,,,,
NQMH/,"kisasi, pati, lipizi, ndiz, lipiza",,,,,,,,,,,,,,,,,,,,,,,,
NQM[,,"kisasi, lipi, adhibi, lipizi, patili","kisasi, lipi, adhibi, lipizi, patili","kisasi, lipi, adhibi, lipizi, patili",,"kisasi, lipi, adhibi, lipizi, patili",,"kisasi, lipi, adhibi, lipizi, patili",,,,,,,,,,,,,,,,,
NQP/,"tikis, tikisi, tiki, tetemek, kama",,,,,,,,,,,,,,,,,,,,,,,,
NQP=[,,,,"pig, pigw, shindw, piga, jikwa, zunguk, ndokand, pande, karibu, nison",,,,,,,,,,,,,,,,,,,,,
NQPH/,"kamb, kikoto",,,,,,,,,,,,,,,,,,,,,,,,
NQP[,,"pig, pigw, shindw, piga, jikwa, zunguk, ndokand, pande, karibu, nison",,,,,"pig, pigw, shindw, piga, jikwa, zunguk, ndokand, pande, karibu, nison",,,,,,,,,,,,,,,,,,
NQRH/,"ufa, aitetemeshe",,,,,,,,,,,,,,,,,,,,,,,,
NQR[,,"chimb, tobo, ng'o, nichimbi, tumbuki",,"chimb, tobo, ng'o, nichimbi, tumbuki","chimb, tobo, ng'o, nichimbi, tumbuki",,,,,,,,,,,,,,,,,,,,
NQWD>/,nekoda,,,,,,,,,,,,,,,,,,,,,,,,
NR/,"taa, kinara, vinara, amwinue",,,,,,,,,,,,,,,,,,,,,,,,
NR=/,neri,,,,,,,,,,,,,,,,,,,,,,,,
NRD/,"nard, koch",,,,,,,,,,,,,,,,,,,,,,,,
NRGL/,nergali,,,,,,,,,,,,,,,,,,,,,,,,
NRGL_FR_>YR/,nergal-shareza,,,,,,,,,,,,,,,,,,,,,,,,
NRJH/,neria,,,,,,,,,,,,,,,,,,,,,,,,
NRJHW/,neria,,,,,,,,,,,,,,,,,,,,,,,,
NS/,"bendera, beramu, tang, yahweh-nisi, twekeni",,,,,,,,,,,,,,,,,,,,,,,,
NS<[,,"ingi, tok, let, kuj, fik","ingi, tok, let, kuj, fik",,,,"ingi, tok, let, kuj, fik",,,,,,,,,,,,,,,,,,
NSBH/,"geuk, zunguk, geuki, geuz, tazam",,,,,,,,,,,,,,,,,,,,,,,,
NSH[,,,,"jarib, jaribi, kubali, ribi, mambo",,,,,,,,,,,,,,,,,,,,,
NSJK/,"nywaj, nywe, mimin, yush, mbik, zalmuna, watuao, uharibifu",,,,,,,,,,,,,,,,,,,,,,,,
NSJK=/,"nywaj, nywe, mimin, yush, mbik, zalmuna, watuao, uharibifu",,,,,,,,,,,,,,,,,,,,,,,,
NSK/,"nywaj, nywe, mimin, yush, mbik",,,,,,,,,,,,,,,,,,,,,,,,
NSK=/,"nywaj, nywe, mimin, yush, mbik",,,,,,,,,,,,,,,,,,,,,,,,
NSK=[,,"sokot, taraza, fuma, fum, fumw",,,,,,,,,,,,,,,,,,,,,,,
NSK[,,"mwag, mwagi, mimi, umwa, wag, awal, wangu","mwag, mwagi, mimi, umwa, wag, awal, wangu","mwag, mwagi, mimi, umwa, wag, awal, wangu",,,"mwag, mwagi, mimi, umwa, wag, awal, wangu","mwag, mwagi, mimi, umwa, wag, awal, wangu",,,,,,,,,,,,"mwag, mwagi, mimi, umwa, wag",,,,,
NSRK/,nisroki,,,,,,,,,,,,,,,,,,,,,,,,
NSS[,,"fadhai, zimi, chok, hofu, haraka, ng'a, anga, onekan, toke, angaz",,,,"fadhai, zimi, chok, hofu, haraka, ng'a, anga, onekan, toke, angaz",,,,,,,,,,,,,,,,,,,
NSX[,,"vutw, ng'ole, nyakuli, mwopo, atakunyakua","vutw, ng'ole, nyakuli, mwopo, atakunyakua",,,,,,,,,,,,,,,,,,,,,"vutw, ng'ole, nyakuli, mwopo, atakunyakua",
NT<[,,,"vunj, vunjik, pasu, vunja, meg",,,,,,,,,,,,,,,,,,,,,,
NTC[,,"ng'o, ng'ole, mizizi, yang'o, wang'o","ng'o, ng'ole, mizizi, yang'o, wang'o",,,,,"ng'o, ng'ole, mizizi, yang'o, wang'o",,,,,,,,,,,,,,,,,
NTJB/,"pit, njia, yanyosheni, wauzidisha, uniendeshe",,,,,,,,,,,,,,,,,,,,,,,,
NTJBH/,"pit, njia, yanyosheni, wauzidisha, uniendeshe",,,,,,,,,,,,,,,,,,,,,,,,
NTJN/,"hekal, hekaluni, wanethini, jumb, nyumba",,,,,,,,,,,,,,,,,,,,,,,,
NTK[,,"mwag, mwagi, mimi, umwa, wag","mwag, mwagi, mimi, umwa, wag",,,,"mwag, mwagi, mimi, umwa, wag","mwag, mwagi, mimi, umwa, wag",,,,,,,,,,,,,,,,,
NTN/,nathani,,,,,,,,,,,,,,,,,,,,,,,,
NTN>L/,nethaneli,,,,,,,,,,,,,,,,,,,,,,,,
NTNJH/,nethania,,,,,,,,,,,,,,,,,,,,,,,,
NTNJHW/,nethania,,,,,,,,,,,,,,,,,,,,,,,,
NTN[,,"wap, pew, wek, akampa, wati","wap, pew, wek, akampa, wati",,,,,"wap, pew, wek, akampa, wati",,,,,,,,,,"wap, pew, wek, akampa, wati",,,,,,,
NTN_MLK/,nathan-meleki,,,,,,,,,,,,,,,,,,,,,,,,
NTQ/,"pwepw, upel, madoadoa, dond, vujiv",,,,,,,,,,,,,,,,,,,,,,,,
NTQ[,,"raru, bomo, raruli, kat, pasu","raru, bomo, raruli, kat, pasu","raru, bomo, raruli, kat, pasu",,,"raru, bomo, raruli, kat, pasu","raru, bomo, raruli, kat, pasu",,,,,,,,,,,,,,,,,
NTR/,"sabuni, elekeze, afuaye, magadi",,,,,,,,,,,,,,,,,,,,,,,,
NTR[,,"ruki, ruk, huru, uhur, paw, bure, muungwana",,"ruki, ruk, huru, uhur, paw, bure, muungwana",,,"ruki, ruk, huru, uhur, paw, bure, muungwana",,,,,,,,,,,,,,,"mvu, chun, shambuli, kuvu, kuteka",,,
