lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
KWKB/,star,,,,,,,,,,,,,,,,,,,,,,,,
KWL[,,"comprehend, fathom",,"contain, supply, sustain",be supplied,,contain,,,,,,,,,,,,,,,,,,
KWMZ/,breastplate?,,,,,,,,,,,,,,,,,,,,,,,,
KWN/,sacrificial cake,,,,,,,,,,,,,,,,,,,,,,,,
KWN=/,Cun,,,,,,,,,,,,,,,,,,,,,,,,
KWN[,,,"be firm, be established","set up, constitute",be established,take one's stand,"establish, prepare",be set up,,,,,,,,,,,,,,,,,
KWR/,furnace,,,,,,,,,,,,,,,,,,,,,,,,
KWRC/,Cyrus,,,,,,,,,,,,,,,,,,,,,,,,
KWS/,(drinking-) cup,,,,,,,,,,,,,,,,,,,,,,,,
KWS=/,little owl,,,,,,,,,,,,,,,,,,,,,,,,
KWT/,Cuthah,,,,,,,,,,,,,,,,,,,,,,,,
KX/,"strength, power",,,,,,,,,,,,,,,,,,,,,,,,
KX=/,lizard,,,,,,,,,,,,,,,,,,,,,,,,
KXC/,leanness; lie,,,,,,,,,,,,,,,,,,,,,,,,
KXC=/,false,,,,,,,,,,,,,,,,,,,,,,,,
KXC[,,become lean,"cringe, feign obedience","deny, deceive",,act feigningly,,,,,,,,,,,,,,,,,,,
KXD[,,,be hidden; be effaced,"hide, conceal",,,efface,,,,,,,,,,,,,,,,,,
KXL[,,paint,,,,,,,,,,,,,,,,,,,,,,,
KZB/,lie; falsehood,,,,,,,,,,,,,,,,,,,,,,,,
KZB>/,Cozeba,,,,,,,,,,,,,,,,,,,,,,,,
KZBJ/,Cozbi,,,,,,,,,,,,,,,,,,,,,,,,
KZB[,,lie,prove to be a liar,lie,,,make a person a liar,,,,,,,,,,,,,,,,,,
KZJB/,Kezib,,,,,,,,,,,,,,,,,,,,,,,,
L,"to, toward (prep); Do, Yes, (voc); in regard to, for",,,,,,,,,,,,,,,,,,,,,,,,
L</,throat,,,,,,,,,,,,,,,,,,,,,,,,
L<<=[,,sip,,,,,,,,,,,,,,,,,,,,,,,
L<<[,,talk inconsiderately,,,,,,,,,,,,,,,,,,,,,,,
L<B[,,,,,,,make jest,,,,,,,,,,,,,,,,,,
L<DH/,Laadah,,,,,,,,,,,,,,,,,,,,,,,,
L<DN/,Ladan,,,,,,,,,,,,,,,,,,,,,,,,
L<G/,"derision, stammering",,,,,,,,,,,,,,,,,,,,,,,,
L<G=/,stammering,,,,,,,,,,,,,,,,,,,,,,,,
L<G[,,ridicule,speak stammering,,,,"deride, mimic",,,,,,,,,,,,,,,,,,
L<NH/,wormwood,,,,,,,,,,,,,,,,,,,,,,,,
L<V[,,,,,,,make swallow,,,,,,,,,,,,,,,,,,
L<Z[,,speak unintelligibly,,,,,,,,,,,,,,,,,,,,,,,
L>,"not, no (neg)",,,,,,,,,,,,,,,,,,,,,,,,
L>H/,Leah,,,,,,,,,,,,,,,,,,,,,,,,
L>H[,,"be weary, become weary","be made weary, be weary",,,,make weary,,,,,,,,,,,,,,,,,,
L>L/,Lael,,,,,,,,,,,,,,,,,,,,,,,,
L>M/,people,,,,,,,,,,,,,,,,,,,,,,,,
L>MJM/,Leummites,,,,,,,,,,,,,,,,,,,,,,,,
L>_<MJ/,Lo-Ammi,,,,,,,,,,,,,,,,,,,,,,,,
L>_DBR/,Lo Debar,,,,,,,,,,,,,,,,,,,,,,,,
L>_RXMH/,Lo-Ruhamah,,,,,,,,,,,,,,,,,,,,,,,,
LB/,"heart, the inner",,,,,,,,,,,,,,,,,,,,,,,,
LB>/,lion,,,,,,,,,,,,,,,,,,,,,,,,
LB>H/,lioness,,,,,,,,,,,,,,,,,,,,,,,,
LB>WT/,Lebaoth,,,,,,,,,,,,,,,,,,,,,,,,
LBB/,"heart, the inner",,,,,,,,,,,,,,,,,,,,,,,,
LBB=[,,,,make cakes,,,,,,,,,,,,,,,,,,,,,
LBBH/,cake,,,,,,,,,,,,,,,,,,,,,,,,
LBB[,,,be made intelligent,make the heart beat,,,,,,,,,,,,,,,,,,,,,
LBC[,,"put on (garment), clothe, be clothed with",,,be clothed with,,clothe a person with,,,,,,,,,,,wear,,,clothe,,,,
LBH/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
LBH=/,rage,,,,,,,,,,,,,,,,,,,,,,,,
LBJ>/,lioness,,,,,,,,,,,,,,,,,,,,,,,,
LBJ>=/,lioness,,,,,,,,,,,,,,,,,,,,,,,,
LBN/,white,,,,,,,,,,,,,,,,,,,,,,,,
LBN=/,Laban,,,,,,,,,,,,,,,,,,,,,,,,
LBN==/,Laban,,,,,,,,,,,,,,,,,,,,,,,,
LBN=[,,make brick,,,,,,,,,,,,,,,,,,,,,,,
LBNH/,brick; paving-stone,,,,,,,,,,,,,,,,,,,,,,,,
LBNH=/,brick; paving-stone,,,,,,,,,,,,,,,,,,,,,,,,
LBNH==/,storax-tree,,,,,,,,,,,,,,,,,,,,,,,,
LBNH===/,full moon,,,,,,,,,,,,,,,,,,,,,,,,
LBNH====/,Libnah,,,,,,,,,,,,,,,,,,,,,,,,
LBNH=====/,Lebanah,,,,,,,,,,,,,,,,,,,,,,,,
LBNJ/,Libnite,,,,,,,,,,,,,,,,,,,,,,,,
LBNJ=/,Libni,,,,,,,,,,,,,,,,,,,,,,,,
LBNWN/,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,
LBN[,,,,,,show oneself white,"grow, make white, purify",,,,,,,,,,,,,,,,,,
LBV[,,,be thrust down,,,,,,,,,,,,,,,,,,,,,,
LBWC/,garment; (collective) clothes,,,,,,,,,,,,,,,,,,,,,,,,
LBWC=/,"clothed, dress",,,,,,,,,,,,,,,,,,,,,,,,
LBWNH/,Lebonah,,,,,,,,,,,,,,,,,,,,,,,,
LC</,Lasha,,,,,,,,,,,,,,,,,,,,,,,,
LCD/,dainty,,,,,,,,,,,,,,,,,,,,,,,,
LCKH/,"room, hall",,,,,,,,,,,,,,,,,,,,,,,,
LCM/,(precious stone),,,,,,,,,,,,,,,,,,,,,,,,
LCM=/,Leshem,,,,,,,,,,,,,,,,,,,,,,,,
LCN/,"tongue, language; people",,,,,,,,,,,,,,,,,,,,,,,,
LCN[,,,,slander,,,slander,,,,,,,,,,,,,,,,,,
LCWN/,tongue; language,,,,,,,,,,,,,,,,,,,,,,,,
LD/,Lod,,,,,,,,,,,,,,,,,,,,,,,,
LDBR/,Debir,,,,,,,,,,,,,,,,,,,,,,,,
LDH/,bringing forth,,,,,,,,,,,,,,,,,,,,,,,,
LG/,log (liquid measure),,,,,,,,,,,,,,,,,,,,,,,,
LHB/,"flame, blade",,,,,,,,,,,,,,,,,,,,,,,,
LHBH/,"flame, blade",,,,,,,,,,,,,,,,,,,,,,,,
LHBJM/,Lehabites,,,,,,,,,,,,,,,,,,,,,,,,
LHBT/,"flame, blade",,,,,,,,,,,,,,,,,,,,,,,,
LHD/,Lahad,,,,,,,,,,,,,,,,,,,,,,,,
LHG/,devotion,,,,,,,,,,,,,,,,,,,,,,,,
LHH[,,,,,,behave as madman,,,,,,,,,,,,,,,,,,,
LHM[,,,,,,be swallowed greedily,,,,,,,,,,,,,,,,,,,
LHN,therefore,,,,,,,,,,,,,,,,,,,,,,,,
LHN=,"except, but",,,,,,,,,,,,,,,,,,,,,,,,
LHQH/,the seniors,,,,,,,,,,,,,,,,,,,,,,,,
LHV/,"flame, blaze",,,,,,,,,,,,,,,,,,,,,,,,
LHVJM/,secret arts,,,,,,,,,,,,,,,,,,,,,,,,
LHV[,,"consume, burn",,devour,,,,,,,,,,,,,,,,,,,,,
LJC/,lion,,,,,,,,,,,,,,,,,,,,,,,,
LJC=/,Laish,,,,,,,,,,,,,,,,,,,,,,,,
LJC==/,Laish,,,,,,,,,,,,,,,,,,,,,,,,
LJCH/,Laishah,,,,,,,,,,,,,,,,,,,,,,,,
LJH/,wreath?,,,,,,,,,,,,,,,,,,,,,,,,
LJL/,night,,,,,,,,,,,,,,,,,,,,,,,,
LJLH/,night; by night,,,,,,,,,,,,,,,,,,,,,,,,
LJLJ/,night,,,,,,,,,,,,,,,,,,,,,,,,
LJLJT/,night creatures,,,,,,,,,,,,,,,,,,,,,,,,
LJN[,,"spend the night, lodge",,,,"dwell, abide",,,,,,,,,,,,,,,,,,,
LJY[,,boast,,mock,,act as a mocker,"mock, be a spokesman (interpreter)",,,,,,,,,,,,,,,,,,
LKD/,capture,,,,,,,,,,,,,,,,,,,,,,,,
LKD[,,"seize, capture","be captured, caught, taken",,,"grasp each other, be compact",,,,,,,,,,,,,,,,,,,
LKH/,Lecah,,,,,,,,,,,,,,,,,,,,,,,,
LKJC/,Lachish,,,,,,,,,,,,,,,,,,,,,,,,
LKN,therefore; surely,,,,,,,,,,,,,,,,,,,,,,,,
LL>T/,"loops, nooses",,,,,,,,,,,,,,,,,,,,,,,,
LM<N,"for the sake of, on account of; for the purpose of",,,,,,,,,,,,,,,,,,,,,,,,
LMD/,"disciple, follower",,,,,,,,,,,,,,,,,,,,,,,,
LMD[,,learn,,teach,"be trained, taught",,,,,,,,,,,,,,,,,,,,
LMH,why (interr),,,,,,,,,,,,,,,,,,,,,,,,
LMK/,Lamech,,,,,,,,,,,,,,,,,,,,,,,,
LMW,"to, in regard to, for",,,,,,,,,,,,,,,,,,,,,,,,
LMW>L/,Lemuel,,,,,,,,,,,,,,,,,,,,,,,,
LN/,spending the night,,,,,,,,,,,,,,,,,,,,,,,,
LPJD/,torch; lightning,,,,,,,,,,,,,,,,,,,,,,,,
LPJDWT/,Lappidoth,,,,,,,,,,,,,,,,,,,,,,,,
LPT[,,grasp,"bend oneself forward, be turned aside",,,,,,,,,,,,,,,,,,,,,,
LQC/,late sowing,,,,,,,,,,,,,,,,,,,,,,,,
LQC[,,,,despoil,,,,,,,,,,,,,,,,,,,,,
LQQ[,,"lick, lap",,lap,,,,,,,,,,,,,,,,,,,,,
LQV/,gleaning,,,,,,,,,,,,,,,,,,,,,,,,
LQV[,,"gather, pick up",,"gather (up), glean",be picked up,gather,,,,,,,,,,,,,,,,,,,
LQWM/,Lakkum,,,,,,,,,,,,,,,,,,,,,,,,
LQX/,"teaching, understanding",,,,,,,,,,,,,,,,,,,,,,,,
LQXJ/,Likhi,,,,,,,,,,,,,,,,,,,,,,,,
LQX[,,"take, grasp, seize","be taken, be carried away",,"be taken, be brought",be taken hither and thither,,be taken away,,"take, grasp, seize",,,,,,,,,,,,,,,
LTK/,lethek (grain-measure),,,,,,,,,,,,,,,,,,,,,,,,
LV/,secret arts,,,,,,,,,,,,,,,,,,,,,,,,
LV=/,myrrh,,,,,,,,,,,,,,,,,,,,,,,,
LV>H/,gecko,,,,,,,,,,,,,,,,,,,,,,,,
LVC[,,"hammer, sharpen; hammerer",,,be sharpened,,,,,,,,,,,,,,,,,,,,
LVWCJM/,Letushites,,,,,,,,,,,,,,,,,,,,,,,,
LW,"if only, would that",,,,,,,,,,,,,,,,,,,,,,,,
LWBJ/,Lybian,,,,,,,,,,,,,,,,,,,,,,,,
LWC[,,knead,,,,,,,,,,,,,,,,,,,,,,,
LWD/,Lud,,,,,,,,,,,,,,,,,,,,,,,,
LWDJM/,Ludites,,,,,,,,,,,,,,,,,,,,,,,,
LWH=[,,borrow,,,,,lend to,,,,,,,,,,,,,,,,,,
LWH[,,accompany,join,,,,,,,,,,,,,,,,,,,,,,
LWJ/,Levi,,,,,,,,,,,,,,,,,,,,,,,,
LWJ=/,Levi,,,,,,,,,,,,,,,,,,,,,,,,
LWJH/,wreath,,,,,,,,,,,,,,,,,,,,,,,,
LWJTN/,Leviathan (sea-monster),,,,,,,,,,,,,,,,,,,,,,,,
LWL/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
LWL>,"if not, unless; surely",,,,,,,,,,,,,,,,,,,,,,,,
LWN[,,,"murmur, grumble",,,,murmur,,,,,,,,,,,,,,,,,,
LWT,with,,,,,,,,,,,,,,,,,,,,,,,,
LWV=/,Lot,,,,,,,,,,,,,,,,,,,,,,,,
LWVN/,Lotan,,,,,,,,,,,,,,,,,,,,,,,,
LWV[,,enwrap,,,,,"wrap, envelope",,,,,,,,,,,,,,,,,,
LWX/,"tablet, board, plank",,,,,,,,,,,,,,,,,,,,,,,,
LWXC/,Hallohesh,,,,,,,,,,,,,,,,,,,,,,,,
LWXJT/,Luhith,,,,,,,,,,,,,,,,,,,,,,,,
LWZ/,almond-tree,,,,,,,,,,,,,,,,,,,,,,,,
LWZ=/,Luz,,,,,,,,,,,,,,,,,,,,,,,,
LWZ[,,turn aside,"be crooked, devious",,,,depart,,,,,,,,,,,,,,,,,,
LX/,sap,,,,,,,,,,,,,,,,,,,,,,,,
LX=/,"moist, fresh; new",,,,,,,,,,,,,,,,,,,,,,,,
LXC/,"whispering, charming; charm",,,,,,,,,,,,,,,,,,,,,,,,
LXC[,,,,whisper,,whisper together,,,,,,,,,,,,,,,,,,,
LXJ/,"jaw, jawbone, chin",,,,,,,,,,,,,,,,,,,,,,,,
LXJ=/,Lehi,,,,,,,,,,,,,,,,,,,,,,,,
LXJ_R>J/,Beer Lahai Roi,,,,,,,,,,,,,,,,,,,,,,,,
LXK[,,"lick up, eat",,"lick up, eat",,,,,,,,,,,,,,,,,,,,,
LXM/,"bread, food",,,,,,,,,,,,,,,,,,,,,,,,
LXM=/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
LXM=[,,"feed, eat, taste",,,,,,,,,,,,,,,,,,,,,,,
LXMJ/,Bethlehemite,,,,,,,,,,,,,,,,,,,,,,,,
LXMJ=/,Lahmi,,,,,,,,,,,,,,,,,,,,,,,,
LXMS/,Lahmas,,,,,,,,,,,,,,,,,,,,,,,,
LXM[,,"do battle, fight","do battle, fight",,,,,,,,,,,,,,,,,,,,,,
LXNH/,concubine,,,,,,,,,,,,,,,,,,,,,,,,
LXWM/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
LXY/,"oppression, affliction",,,,,,,,,,,,,,,,,,,,,,,,
LXY[,,"crowd, press; oppress",squeeze oneself,,,,,,,,,,,,,,,,,,,,,,
LY/,"babbler, scoffer, mocker",,,,,,,,,,,,,,,,,,,,,,,,
LYWN/,scorning,,,,,,,,,,,,,,,,,,,,,,,,
LZ,this there,,,,,,,,,,,,,,,,,,,,,,,,
LZH,this there,,,,,,,,,,,,,,,,,,,,,,,,
LZW,this there,,,,,,,,,,,,,,,,,,,,,,,,
LZWT/,crookedness,,,,,,,,,,,,,,,,,,,,,,,,
M<BD/,work,,,,,,,,,,,,,,,,,,,,,,,,
M<BH/,foundry,,,,,,,,,,,,,,,,,,,,,,,,
M<BR/,"passing, ford, pass",,,,,,,,,,,,,,,,,,,,,,,,
M<BRH/,"ford, pass",,,,,,,,,,,,,,,,,,,,,,,,
M<CQWT/,extortions,,,,,,,,,,,,,,,,,,,,,,,,
M<DJ/,Maadai,,,,,,,,,,,,,,,,,,,,,,,,
M<DJH/,Moadiah,,,,,,,,,,,,,,,,,,,,,,,,
M<DN/,"dainty, delight",,,,,,,,,,,,,,,,,,,,,,,,
M<DNT/,reluctance,,,,,,,,,,,,,,,,,,,,,,,,
M<DR/,hoe,,,,,,,,,,,,,,,,,,,,,,,,
M<D[,,"totter, shake",,,,,cause to shake,,,"totter, shake",,,,,,,,,,,,,,,
M<FH/,"deed, work",,,,,,,,,,,,,,,,,,,,,,,,
M<FJ/,Maasai,,,,,,,,,,,,,,,,,,,,,,,,
M<FJH/,Maaseiah,,,,,,,,,,,,,,,,,,,,,,,,
M<FJHW/,Maaseiah,,,,,,,,,,,,,,,,,,,,,,,,
M<FR/,tithe,,,,,,,,,,,,,,,,,,,,,,,,
M<GL/,"track, course, rut",,,,,,,,,,,,,,,,,,,,,,,,
M<GL=/,camp-circle,,,,,,,,,,,,,,,,,,,,,,,,
M<H/,grain,,,,,,,,,,,,,,,,,,,,,,,,
M<J/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
M<J=/,Maai,,,,,,,,,,,,,,,,,,,,,,,,
M<JL/,"coat, robe",,,,,,,,,,,,,,,,,,,,,,,,
M<JM/,"bowels, inward parts, belly",,,,,,,,,,,,,,,,,,,,,,,,
M<JN/,spring,,,,,,,,,,,,,,,,,,,,,,,,
M<KH/,Maacah,,,,,,,,,,,,,,,,,,,,,,,,
M<KH=/,Maacah,,,,,,,,,,,,,,,,,,,,,,,,
M<KT/,Maacah,,,,,,,,,,,,,,,,,,,,,,,,
M<KTJ/,Maacathite,,,,,,,,,,,,,,,,,,,,,,,,
M<K[,,"squeeze, press",,,be squeezed,,,,,,,,,,,,,,,,,,,,
M<L/,"higher part; upwards, above",,,,,,,,,,,,,,,,,,,,,,,,
M<L=/,"treacherous act, unfaithfulness",,,,,,,,,,,,,,,,,,,,,,,,
M<L==/,lifting up,,,,,,,,,,,,,,,,,,,,,,,,
M<LH/,"ascent, steep path",,,,,,,,,,,,,,,,,,,,,,,,
M<LH=/,"ascent, step, stair",,,,,,,,,,,,,,,,,,,,,,,,
M<LH_<QRBJM/,Scorpion Pass,,,,,,,,,,,,,,,,,,,,,,,,
M<LH_>DMJM/,the Pass of Adummim,,,,,,,,,,,,,,,,,,,,,,,,
M<LH_GWR/,the way up to Gur,,,,,,,,,,,,,,,,,,,,,,,,
M<LH_HXRS/,the Pass of Heres,,,,,,,,,,,,,,,,,,,,,,,,
M<LL/,deed,,,,,,,,,,,,,,,,,,,,,,,,
M<L[,,"be unfaithful, act treacherously",,,,,,,,,,,,,,,,,,,,,,,
M<MD/,"standing; office, function",,,,,,,,,,,,,,,,,,,,,,,,
M<MD=/,"standing-ground, foothold",,,,,,,,,,,,,,,,,,,,,,,,
M<MQJM/,depths,,,,,,,,,,,,,,,,,,,,,,,,
M<MSH/,"load, burden",,,,,,,,,,,,,,,,,,,,,,,,
M<NH/,"hiding-place, dwelling",,,,,,,,,,,,,,,,,,,,,,,,
M<NH=/,"answer, information",,,,,,,,,,,,,,,,,,,,,,,,
M<NH==/,ploughing-line,,,,,,,,,,,,,,,,,,,,,,,,
M<NH===/,purpose,,,,,,,,,,,,,,,,,,,,,,,,
M<NJT/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
M<QCJM/,rugged country,,,,,,,,,,,,,,,,,,,,,,,,
M<QH/,parapet,,,,,,,,,,,,,,,,,,,,,,,,
M<R/,nakedness; pudenda,,,,,,,,,,,,,,,,,,,,,,,,
M<RB/,"sunset, west",,,,,,,,,,,,,,,,,,,,,,,,
M<RB=/,exchange-articles,,,,,,,,,,,,,,,,,,,,,,,,
M<RBH/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
M<RH/,cave,,,,,,,,,,,,,,,,,,,,,,,,
M<RH=/,vicinity,,,,,,,,,,,,,,,,,,,,,,,,
M<RH==/,barren field,,,,,,,,,,,,,,,,,,,,,,,,
M<RH===/,Mearah,,,,,,,,,,,,,,,,,,,,,,,,
M<RK/,"arrangement, plan",,,,,,,,,,,,,,,,,,,,,,,,
M<RKH/,row; battle line,,,,,,,,,,,,,,,,,,,,,,,,
M<RKT/,row; battle line,,,,,,,,,,,,,,,,,,,,,,,,
M<RMJM/,nakedness,,,,,,,,,,,,,,,,,,,,,,,,
M<RT/,Maarath,,,,,,,,,,,,,,,,,,,,,,,,
M<RYH/,terror,,,,,,,,,,,,,,,,,,,,,,,,
M<V/,(a) few (adj); a little (n),,,,,,,,,,,,,,,,,,,,,,,,
M<VH/,"wrap, mantle",,,,,,,,,,,,,,,,,,,,,,,,
M<VH=/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
M<VPT/,overtunic,,,,,,,,,,,,,,,,,,,,,,,,
M<V[,,"be few, become few",,become few,,,make few,,,,,,,,,,,,,,,,,,
M<WG/,provision-place,,,,,,,,,,,,,,,,,,,,,,,,
M<WK/,Maoch,,,,,,,,,,,,,,,,,,,,,,,,
M<WN/,lair; dwelling,,,,,,,,,,,,,,,,,,,,,,,,
M<WN=/,Maon,,,,,,,,,,,,,,,,,,,,,,,,
M<WN==/,Maon,,,,,,,,,,,,,,,,,,,,,,,,
M<WNJM/,Meunites,,,,,,,,,,,,,,,,,,,,,,,,
M<WNTJ/,Meonothai,,,,,,,,,,,,,,,,,,,,,,,,
M<WP/,darkness,,,,,,,,,,,,,,,,,,,,,,,,
M<WR/,nakedness; pudendum,,,,,,,,,,,,,,,,,,,,,,,,
M<WZ/,fortress,,,,,,,,,,,,,,,,,,,,,,,,
M<Y/,Maaz,,,,,,,,,,,,,,,,,,,,,,,,
M<YBH/,pain,,,,,,,,,,,,,,,,,,,,,,,,
M<YD/,"axe, carving knife",,,,,,,,,,,,,,,,,,,,,,,,
M<YWR/,hindrance,,,,,,,,,,,,,,,,,,,,,,,,
M<ZJH/,Maaziah,,,,,,,,,,,,,,,,,,,,,,,,
M<ZJHW/,Maaziah,,,,,,,,,,,,,,,,,,,,,,,,
M<ZN/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
M>BWS/,granary,,,,,,,,,,,,,,,,,,,,,,,,
M>D/,"force, might (n); very, exceedingly (adv)",,,,,,,,,,,,,,,,,,,,,,,,
M>H/,hundred; two hundred (du),,,,,,,,,,,,,,,,,,,,,,,,
M>H=/,the Hundred,,,,,,,,,,,,,,,,,,,,,,,,
M>KL/,food; fodder,,,,,,,,,,,,,,,,,,,,,,,,
M>KLT/,knife,,,,,,,,,,,,,,,,,,,,,,,,
M>KLT=/,food,,,,,,,,,,,,,,,,,,,,,,,,
M>MR/,"word, command",,,,,,,,,,,,,,,,,,,,,,,,
M>MY/,effort,,,,,,,,,,,,,,,,,,,,,,,,
M>N/,vessel,,,,,,,,,,,,,,,,,,,,,,,,
M>N[,,,,"refuse, refuse to",,,,,,,,,,,,,,,,,,,,,
M>PH/,thing baked,,,,,,,,,,,,,,,,,,,,,,,,
M>PL/,darkness,,,,,,,,,,,,,,,,,,,,,,,,
M>PLJH/,darkness,,,,,,,,,,,,,,,,,,,,,,,,
M>RB/,ambush,,,,,,,,,,,,,,,,,,,,,,,,
M>RH/,curse,,,,,,,,,,,,,,,,,,,,,,,,
M>R[,,,,,,,be painful,,,,,,,,,,,,,,,,,,
M>S=[,,,dissolve,,,,,,,,,,,,,,,,,,,,,,
M>S[,,"reject, refuse, despise",be rejected,,,,,,,,,,,,,,,,,,,,,,
M>WJJM/,desire,,,,,,,,,,,,,,,,,,,,,,,,
M>WM/,"blemish, defect",,,,,,,,,,,,,,,,,,,,,,,,
M>WMH/,anything,,,,,,,,,,,,,,,,,,,,,,,,
M>WR/,"luminary, lamp",,,,,,,,,,,,,,,,,,,,,,,,
M>WRH/,the young one,,,,,,,,,,,,,,,,,,,,,,,,
M>ZN>/,balance,,,,,,,,,,,,,,,,,,,,,,,,
M>ZNJM/,"scales, balance",,,,,,,,,,,,,,,,,,,,,,,,
MBCLWT/,cooking places,,,,,,,,,,,,,,,,,,,,,,,,
MBDLH/,"separate place, enclave",,,,,,,,,,,,,,,,,,,,,,,,
MBFM/,Mibsam,,,,,,,,,,,,,,,,,,,,,,,,
MBLJGJT/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
MBNH/,structure,,,,,,,,,,,,,,,,,,,,,,,,
MBNJ/,Mebunnai,,,,,,,,,,,,,,,,,,,,,,,,
MBRX/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
MBV/,hope,,,,,,,,,,,,,,,,,,,,,,,,
MBV>/,rash utterance,,,,,,,,,,,,,,,,,,,,,,,,
MBVX/,"confidence, trust",,,,,,,,,,,,,,,,,,,,,,,,
MBW</,spring (of water),,,,,,,,,,,,,,,,,,,,,,,,
MBW>/,"entrance, entering",,,,,,,,,,,,,,,,,,,,,,,,
MBWCJM/,private parts,,,,,,,,,,,,,,,,,,,,,,,,
MBWKH/,confusion,,,,,,,,,,,,,,,,,,,,,,,,
MBWL/,"deluge, flood",,,,,,,,,,,,,,,,,,,,,,,,
MBWQH/,emptiness,,,,,,,,,,,,,,,,,,,,,,,,
MBWSH/,subjugation,,,,,,,,,,,,,,,,,,,,,,,,
MBXR/,"best, (the) choice",,,,,,,,,,,,,,,,,,,,,,,,
MBXR=/,Mibhar,,,,,,,,,,,,,,,,,,,,,,,,
MBXWR/,choice,,,,,,,,,,,,,,,,,,,,,,,,
MBYR/,"fortress, fortified city",,,,,,,,,,,,,,,,,,,,,,,,
MBYR=/,Mibzar,,,,,,,,,,,,,,,,,,,,,,,,
MC/,Meshech,,,,,,,,,,,,,,,,,,,,,,,,
MC<J/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
MC<M/,Misham,,,,,,,,,,,,,,,,,,,,,,,,
MC<N/,support,,,,,,,,,,,,,,,,,,,,,,,,
MC<N=/,support,,,,,,,,,,,,,,,,,,,,,,,,
MC<NH/,support,,,,,,,,,,,,,,,,,,,,,,,,
MC<NT/,"support, staff",,,,,,,,,,,,,,,,,,,,,,,,
MC<WL/,hollow way,,,,,,,,,,,,,,,,,,,,,,,,
MC>/,"claim, debt",,,,,,,,,,,,,,,,,,,,,,,,
MC>=/,Mesha,,,,,,,,,,,,,,,,,,,,,,,,
MC>B/,watering-channel,,,,,,,,,,,,,,,,,,,,,,,,
MC>H/,loan (on pledge),,,,,,,,,,,,,,,,,,,,,,,,
MC>L/,Mishal,,,,,,,,,,,,,,,,,,,,,,,,
MC>LH/,request,,,,,,,,,,,,,,,,,,,,,,,,
MC>RT/,kneading-trough,,,,,,,,,,,,,,,,,,,,,,,,
MC>WN/,deceiving,,,,,,,,,,,,,,,,,,,,,,,,
MCBR/,breakers,,,,,,,,,,,,,,,,,,,,,,,,
MCBR=/,mouth of womb,,,,,,,,,,,,,,,,,,,,,,,,
MCBT/,"cessation, ruin",,,,,,,,,,,,,,,,,,,,,,,,
MCBYWT/,settings,,,,,,,,,,,,,,,,,,,,,,,,
MCC[,,"feel, grope",,"feel, grope, search",,,"let feel, touch, grope",,,,,,,,,,,,,,,,,,
MCGH/,mistake,,,,,,,,,,,,,,,,,,,,,,,,
MCH/,loan,,,,,,,,,,,,,,,,,,,,,,,,
MCH=/,Moses,,,,,,,,,,,,,,,,,,,,,,,,
MCH[,,draw out,,,,,cause to draw out,,,,,,,,,,,,,,,,,,
MCJ/,costly material for garments,,,,,,,,,,,,,,,,,,,,,,,,
MCJX/,anointed (one),,,,,,,,,,,,,,,,,,,,,,,,
MCJZB>L/,Meshezabel,,,,,,,,,,,,,,,,,,,,,,,,
MCK/,bag,,,,,,,,,,,,,,,,,,,,,,,,
MCK=/,Meshech,,,,,,,,,,,,,,,,,,,,,,,,
MCKB/,"bed, couch; lying",,,,,,,,,,,,,,,,,,,,,,,,
MCKN/,"dwelling, tabernacle",,,,,,,,,,,,,,,,,,,,,,,,
MCKWT/,cords,,,,,,,,,,,,,,,,,,,,,,,,
MCK[,,"seize, pull","be prolonged, postponed",,be long drawn out,,,,,,,,,,,,,,,,,,,,
MCL/,"proverb, proverbial saying",,,,,,,,,,,,,,,,,,,,,,,,
MCL=/,dominion,,,,,,,,,,,,,,,,,,,,,,,,
MCL==/,likeness,,,,,,,,,,,,,,,,,,,,,,,,
MCL===/,Mashal,,,,,,,,,,,,,,,,,,,,,,,,
MCL=[,,"make up a (mocking-) verse, say a (mocking-) verse","represent, be like",make parables,,show oneself like,compare,,,,,,,,,,,,,,,,,,
MCLM/,Meshullam,,,,,,,,,,,,,,,,,,,,,,,,
MCLMJH/,Meshelemiah,,,,,,,,,,,,,,,,,,,,,,,,
MCLMJHW/,Meshelemiah,,,,,,,,,,,,,,,,,,,,,,,,
MCLMJT/,Meshillemith,,,,,,,,,,,,,,,,,,,,,,,,
