lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
JTNJ>L/,耶提聂，《思》雅特尼耳,,,,,,,,,,,,,,,,
JTNN/,以提楠，《思》依特南,,,,,,,,,,,,,,,,
JTR/,剩下的；余下的；留下的；其余的；存留的,,,,,,,,,,,,,,,,
JTR<M/,以特念，《思》依特兰,,,,,,,,,,,,,,,,
JTR=/,剩下的；余下的；留下的；其余的；存留的,,,,,,,,,,,,,,,,
JTR==/,剩下的；余下的；留下的；其余的；存留的,,,,,,,,,,,,,,,,
JTR===/,雅提珥，《思》雅提尔,,,,,,,,,,,,,,,,
JTRH/,财产，财物,,,,,,,,,,,,,,,,
JTRJ/,以帖人，《思》雅提尔人，耶特尔人,,,,,,,,,,,,,,,,
JTRN/,益兰，《思》依特兰，依特郎,,,,,,,,,,,,,,,,
JTRT/,肝脏上的附属物；肝脏上的脂肪；肝上的网子，肝上的网油,,,,,,,,,,,,,,,,
JTRW/,叶特罗，叶忒罗，《思》耶特洛,,,,,,,,,,,,,,,,
JTRWN/,益处,,,,,,,,,,,,,,,,
JTR[,剩下；被留下；存留,,被留下,,,,留下,,,,,,,,,,
JTT/,耶帖，《思》耶太特,,,,,,,,,,,,,,,,
JTWM/,孤儿,,,,,,,,,,,,,,,,
JVBH/,约提巴，《思》约特巴,,,,,,,,,,,,,,,,
JVBTH/,约巴他，《思》约特巴达,,,,,,,,,,,,,,,,
JVB[,照料，照管；装饰，装扮；改进,良好,,,,,行善,,,,,,,,,,
JVWR/,伊突，《思》耶突尔,,,,,,,,,,,,,,,,
JW<>LH/,犹拉，《思》约厄拉,,,,,,,,,,,,,,,,
JW<C/,约阿施，《思》约阿士,,,,,,,,,,,,,,,,
JW<D/,约叶，《思》约厄得,,,,,,,,,,,,,,,,
JW<ZR/,约以谢，《思》约厄则尔,,,,,,,,,,,,,,,,
JW>B/,约押，《思》约阿布,,,,,,,,,,,,,,,,
JW>X/,约亚，《思》约阿黑,,,,,,,,,,,,,,,,
JWB/,约伯，《思》雅叔布,,,,,,,,,,,,,,,,
JWBB/,约巴，《思》约巴布,,,,,,,,,,,,,,,,
JWBB=/,约巴，《思》约巴布,,,,,,,,,,,,,,,,
JWBL/,羊角,,,,,,,,,,,,,,,,
JWCBJH/,约示比，《思》约史贝雅,,,,,,,,,,,,,,,,
JWCB_XSD/,于沙‧希悉，《思》犹沙布赫色得,,,,,,,,,,,,,,,,
JWCH/,约沙,,,,,,,,,,,,,,,,
JWCWJH/,约沙未雅，《思》约沙委雅,,,,,,,,,,,,,,,,
JWKBD/,约基别，《思》约革贝得,,,,,,,,,,,,,,,,
JWM/,白天,,,,,,,,,,,,,,,,
JWMM,白天,,,,,,,,,,,,,,,,
JWN/,淤泥,,,,,,,,,,,,,,,,
JWN=/,雅完，《思》雅汪,,,,,,,,,,,,,,,,
JWNH/,鸽子,,,,,,,,,,,,,,,,
JWNJ/,雅完人,,,,,,,,,,,,,,,,
JWNQ/,嫩芽,,,,,,,,,,,,,,,,
JWNQT/,嫩芽；嫩枝,,,,,,,,,,,,,,,,
JWQJM/,约敬，《思》约肯,,,,,,,,,,,,,,,,
JWRH/,弓箭手,,,,,,,,,,,,,,,,
JWRJ/,约赖,,,,,,,,,,,,,,,,
JWSPJH/,约细斐，《思》约息非雅,,,,,,,,,,,,,,,,
JWTM/,约坦，《思》约堂,,,,,,,,,,,,,,,,
JWTR/,其余的，剩余的，余数,,,,,,,,,,,,,,,,
JWVH/,淤他，《思》犹他,,,,,,,,,,,,,,,,
JWX>/,约哈,,,,,,,,,,,,,,,,
JXDJ>L/,雅迭，《思》雅狄耳,,,,,,,,,,,,,,,,
JXDJHW/,耶希底亚，《思》耶赫狄雅,,,,,,,,,,,,,,,,
JXDW/,耶哈多，《思》雅多,,,,,,,,,,,,,,,,
JXD[,结合；联结,联合,,使联合,,,,,,,,,,,,,
JXF/,家谱,,,,,,,,,,,,,,,,
JXJ>L/,耶歇，《思》耶希耳,,,,,,,,,,,,,,,,
JXJ>LJ/,耶希伊利，《思》耶希耳,,,,,,,,,,,,,,,,
JXJD/,只有一个,,,,,,,,,,,,,,,,
JXJH/,耶希亚，《思》耶希雅,,,,,,,,,,,,,,,,
JXJL/,等待，等候,,,,,,,,,,,,,,,,
JXL>L/,雅利，《思》雅赫肋耳,,,,,,,,,,,,,,,,
JXL>LJ/,雅利族，《思》雅赫肋耳家族,,,,,,,,,,,,,,,,
JXL[,,,等待,等待,,,等待,,,,,,,,,,
JXMJ/,雅买，《思》雅赫买,,,,,,,,,,,,,,,,
JXMWR/,羚羊,,,,,,,,,,,,,,,,
JXM[,交配,发情,,发情受孕,,,,,,,,,,,,,
JXP/,赤脚,,,,,,,,,,,,,,,,
JXT/,雅哈，《思》雅哈特,,,,,,,,,,,,,,,,
JXY>L/,雅薛，《思》雅赫则耳，雅赫责耳,,,,,,,,,,,,,,,,
JXY>LJ/,雅薛族，《思》雅赫责耳家族,,,,,,,,,,,,,,,,
JXZJ>L/,雅哈悉，《思》雅哈齐耳,,,,,,,,,,,,,,,,
JXZJH/,雅哈谢，《思》雅赫则雅,,,,,,,,,,,,,,,,
JXZQ>L/,以西结，《思》耶赫次刻耳,,,,,,,,,,,,,,,,
JXZQJH/,希西家，《思》希则克雅,,,,,,,,,,,,,,,,
JXZRH/,雅希细拉，《思》雅赫则辣,,,,,,,,,,,,,,,,
JY<[,铺开（作为床）,,,,,,展开,被展开,,,,,,,,,
JY>[,出去；出来；走开，离开，离去；出发，起程,出去,,,,,带出,被带出,,,,,,,,,
JYB[,占据位置,,,,,,,,,,,,,,,,
JYG[,放在，放置；安置,,,,,,安置,被拘留,,,,,,,,,
JYHRJ/,以斯哈族，以斯哈人，《思》依兹哈尔族，依兹哈尔的子孙,,,,,,,,,,,,,,,,
JYQH/,铸造；熔化,,,,,,,,,,,,,,,,
JYQ[,流,倾倒,,,,,倾倒,被倾倒,,,,,,,,,
JYR/,所形成的东西,,,,,,,,,,,,,,,,
JYR=/,所形成的东西,,,,,,,,,,,,,,,,
JYR[,,塑造,被塑造,,被塑造,,,被塑造,,,,,,,,,
JYT[,点燃，放火烧,点燃,被点燃,,,,点燃,,,,,,,,,,
JYXQ/,以撒，《思》依撒格,,,,,,,,,,,,,,,,
JZ</,出汗，流汗,,,,,,,,,,,,,,,,
JZJH/,耶西雅，《思》依齐雅,,,,,,,,,,,,,,,,
JZJZ/,雅悉，《思》雅齐次,,,,,,,,,,,,,,,,
JZLJ>H/,伊斯利亚，《思》依次里雅,,,,,,,,,,,,,,,,
JZR<>L=/,耶斯列，《思》依次勒耳,,,,,,,,,,,,,,,,
JZR<>LJ/,耶斯列人，《思》依次勒耳人,,,,,,,,,,,,,,,,
JZRX/,伊斯拉人，《思》依次辣黑人,,,,,,,,,,,,,,,,
JZRXJH/,伊斯拉希，《思》依次辣希雅,,,,,,,,,,,,,,,,
K<S/,苦恼，恼恨；生气，发怒,,,,,,,,,,,,,,,,
K<S[,苦恼，恼恨；生气，发怒,怨忿,,惹怨,,,惹怨,,,,,,,,,,
K>B/,伤痛；创伤,,,,,,,,,,,,,,,,
K>B[,受伤；疼痛,疼痛,,,,,使疼痛,,,,,,,,,,
K>H[,,,灰心,,,,使灰心,,,,,,,,,,
KBC/,脚凳,,,,,,,,,,,,,,,,
KBCN/,冶炼炉；烧窑,,,,,,,,,,,,,,,,
KBC[,被制服；屈服,制伏,被制伏,制伏,,,,,,,,,,,,,
KBD/,重,,,,,,,,,,,,,,,,
KBD=/,重,,,,,,,,,,,,,,,,
KBD==/,重,,,,,,,,,,,,,,,,
KBDT/,沉重；困难,,,,,,,,,,,,,,,,
KBD[,重；重大；沉重,沉重;受尊荣,被尊荣,使沉重;尊荣,被尊荣,显示自己重要,使沉重;使受尊荣,,,,,,,表现得,,,
KBF/,羊羔,,,,,,,,,,,,,,,,
KBFH/,母羊羔,,,,,,,,,,,,,,,,
KBH[,熄灭,熄灭,,扑灭,,,,,,,,,,,,,
KBJR/,大能的；大有能力,,,,,,,,,,,,,,,,
KBL/,脚镣；枷锁,,,,,,,,,,,,,,,,
KBR/,迦巴鲁河，《思》革巴尔河,,,,,,,,,,,,,,,,
KBR=/,迦巴鲁河，《思》革巴尔河,,,,,,,,,,,,,,,,
KBS[,洁净自己,缩绒,,洗净,被洗净,,,,,,,,被洗净,,,,
KBWD/,尊荣，荣耀；权力；尊严,,,,,,,,,,,,,,,,
KBWDH/,卓越；华丽，华美,,,,,,,,,,,,,,,,
KBWL/,迦步勒，《思》加步耳,,,,,,,,,,,,,,,,
KBWN/,迦本，《思》加朋,,,,,,,,,,,,,,,,
KCJL/,斧子，斧头,,,,,,,,,,,,,,,,
KCLWN/,失败,,,,,,,,,,,,,,,,
KCL[,绊跌；跌倒；蹒跚,绊跌,摇晃,,,,使绊跌,被推翻,,,,,,,,,
KCP/,巫术，邪术,,,,,,,,,,,,,,,,
KCP=/,巫师；行邪术的人；魔法师,,,,,,,,,,,,,,,,
KCP[,行巫术，行邪术,,,,,,,,,,,,,,,,
KCRWN/,成就；成功,,,,,,,,,,,,,,,,
KCR[,正确的；恰当的,得当,,,,,赐予成功,,,,,,,,,,
KD/,瓶罐；水罐；酒壶,,,,,,,,,,,,,,,,
KDKD/,红宝石,,,,,,,,,,,,,,,,
KDRL<MR/,基大老玛，《思》革多尔老默尔,,,,,,,,,,,,,,,,
KFB/,羔羊，小羊,,,,,,,,,,,,,,,,
KFBH/,小母羊,,,,,,,,,,,,,,,,
KFD/,基薛，《思》革色得,,,,,,,,,,,,,,,,
KFDJ/,迦勒底人，《思》加色丁人,,,,,,,,,,,,,,,,
KFDJM/,迦勒底人，《思》加色丁人,,,,,,,,,,,,,,,,
KFH[,变得肥胖,,,,,,,,,,,,,,,,
KHH/,勇气消失了,,,,,,,,,,,,,,,,
KHH=/,正在减弱,,,,,,,,,,,,,,,,
KHH[,,变暗淡,,变暗淡,,,,,,,,,,,,,
KHN/,祭司,,,,,,,,,,,,,,,,
KHNH/,祭司职任,,,,,,,,,,,,,,,,
KHN[,担任祭司，当祭司,,,,,,,,,,,,,,,,
KJCWR/,纺锤，纺线车,,,,,,,,,,,,,,,,
KJD/,灾难；毁灭；败亡,,,,,,,,,,,,,,,,
KJDWD/,火花，火星,,,,,,,,,,,,,,,,
KJDWN/,标枪，枪，矛,,,,,,,,,,,,,,,,
KJDWR/,攻打；战役,,,,,,,,,,,,,,,,
KJLJ/,恶棍；无赖；流氓,,,,,,,,,,,,,,,,
KJLP/,撬棍；铁棒,,,,,,,,,,,,,,,,
KJMH/,昴星,,,,,,,,,,,,,,,,
KJR/,炉子,,,,,,,,,,,,,,,,
KJS/,袋，囊；皮包,,,,,,,,,,,,,,,,
KJWN/,迦温，《思》克汪,,,,,,,,,,,,,,,,
KJWR/,釜；锅,,,,,,,,,,,,,,,,
KKR/,一个，一条,,,,,,,,,,,,,,,,
KL>/,监狱，牢狱,,,,,,,,,,,,,,,,
KL>B/,基利押，《思》基肋阿布,,,,,,,,,,,,,,,,
KL>JM/,两种（东西）,,,,,,,,,,,,,,,,
KL>[,囚禁，拘禁；围困；关,扣留,被扣留,,,,,,,,,,,,,,
KLB/,狗,,,,,,,,,,,,,,,,
KLB=/,迦勒，《思》加肋布,,,,,,,,,,,,,,,,
KLBJ/,迦勒族的人，《思》加肋布族人,,,,,,,,,,,,,,,,
KLH/,儿媳，媳妇,,,,,,,,,,,,,,,,
KLH=/,完成，做完；结束，完毕；过去,,,,,,,,,,,,,,,,
KLH==/,软弱；昏暗；失明,,,,,,,,,,,,,,,,
KLH[,,完成,,消耗,被完成,,,,,,,,,,,,
KLJ/,物品；器具；工具；器皿；兵器，武器，战具；器物；袋子；家俱,,,,,,,,,,,,,,,,
KLJH/,肾，肾脏,,,,,,,,,,,,,,,,
KLJL/,完美；完美地；完全地；全然；全部,,,,,,,,,,,,,,,,
KLJWN/,灭绝,,,,,,,,,,,,,,,,
KLKL/,甲各，《思》加耳苛耳,,,,,,,,,,,,,,,,
KLL/,基拉，《思》革拉耳,,,,,,,,,,,,,,,,
KLMD/,基抹，《思》玛待,,,,,,,,,,,,,,,,
KLMH/,羞耻，羞辱，耻辱；侮辱，蒙羞,,,,,,,,,,,,,,,,
KLMWT/,羞耻，耻辱，凌辱,,,,,,,,,,,,,,,,
KLM[,羞耻，羞愧，蒙羞；受辱；惭愧,,蒙羞,,,,辱骂,被辱,,,,,,,,,
KLNH/,甲尼，《思》加耳乃，阿加得,,,,,,,,,,,,,,,,
KLWBJ/,基路拜，《思》革路拜,,,,,,,,,,,,,,,,
KMHM/,金罕，《思》基默罕,,,,,,,,,,,,,,,,
KMH[,渴望；渴想（某人）,,,,,,,,,,,,,,,,
KMN/,小茴香,,,,,,,,,,,,,,,,
KMR[,发热；发烧,,,,,,,,,,,,,,,,
KMS[,储存 > 记住,,,,,,,,,,,,,,,,
KMW,火；（上帝审判的）燃烧,,,,,,,,,,,,,,,,
KMWC/,基抹，《思》革摩士,,,,,,,,,,,,,,,,
KN<H/,载运的物品；包裹；行囊,,,,,,,,,,,,,,,,
KN<N/,迦南，《思》客纳罕,,,,,,,,,,,,,,,,
KN<NH/,基拿拿，《思》革纳阿纳,,,,,,,,,,,,,,,,
KN<NJ/,迦南人，《思》客纳罕人,,,,,,,,,,,,,,,,
KN<NJ=/,迦南人，《思》客纳罕人,,,,,,,,,,,,,,,,
KN<[,谦卑自己,,被贬抑,,,,贬抑,,,,,,,,,,
KNH/,根茎，树干,,,,,,,,,,,,,,,,
KNNJ/,基拿尼，《思》革纳尼,,,,,,,,,,,,,,,,
KNNJH/,基拿尼雅，《思》革纳黎雅,,,,,,,,,,,,,,,,
KNP/,翅膀，翼,,,,,,,,,,,,,,,,
KNRT/,基尼烈，《思》基乃勒特,,,,,,,,,,,,,,,,
KNS[,聚集；集合；收集,聚集,,聚合,,裹身,,,,,,,,,,,
KNT/,同僚，同事；伙伴,,,,,,,,,,,,,,,,
KNWR/,小七弦琴；弦乐器,,,,,,,,,,,,,,,,
KP/,手掌，手,,,,,,,,,,,,,,,,
KP=/,岩石；盘石,,,,,,,,,,,,,,,,
KPC[,使畏缩；使弯腰屈膝,,,,,,,,,,,,,,,,
KPH/,棕树枝,,,,,,,,,,,,,,,,
KPJRH/,基非拉，《思》革非辣,,,,,,,,,,,,,,,,
KPJS/,栋梁；椽木,,,,,,,,,,,,,,,,
KPL/,双重；两倍,,,,,,,,,,,,,,,,
KPL[,双折,折叠,被折叠,,,,,,,,,,,,,,
KPN/,饥饿；饥荒；挨饿,,,,,,,,,,,,,,,,
KPP[,俯伏；低头,弯曲,自屈,,,,,,,,,,,,,,
KPR==/,村庄，乡村,,,,,,,,,,,,,,,,
KPRJM/,赎罪,,,,,,,,,,,,,,,,
KPRT/,约柜的盖，柜盖,,,,,,,,,,,,,,,,
KPR[,覆盖；抹上，涂上,覆盖,,赎罪,被赎罪,得赎罪,,,,,,被覆盖,,,,,
KPTRJ/,迦斐托人，《思》加非托尔人,,,,,,,,,,,,,,,,
KPTWR/,花萼,,,,,,,,,,,,,,,,
KPWR/,碗,,,,,,,,,,,,,,,,
KPWR=/,碗,,,,,,,,,,,,,,,,
KR/,公绵羊羔；小公羊,,,,,,,,,,,,,,,,
KR<JM/,腿骨,,,,,,,,,,,,,,,,
KR<[,突然倒下；瘫坐,跪拜,,,,,使跪下,,,,,,,,,,
KR=/,歌珥,,,,,,,,,,,,,,,,
KR==/,公绵羊羔；小公羊,,,,,,,,,,,,,,,,
KR===/,公绵羊羔；小公羊,,,,,,,,,,,,,,,,
KRBL[,穿衣服,,,,,,,,,,,,,,,,
KRCN>/,甲示拿，《思》加尔舍纳,,,,,,,,,,,,,,,,
KRF/,胃；肚腹,,,,,,,,,,,,,,,,
KRH/,筵席，宴席,,,,,,,,,,,,,,,,
KRH[,,掘凿,被掘凿,,,,,,,,,,,,,,
KRJ/,迦利人，《思》加黎人,,,,,,,,,,,,,,,,
KRJT/,基立，《思》革黎特,,,,,,,,,,,,,,,,
KRJTWT/,离婚,,,,,,,,,,,,,,,,
KRKB/,边缘；框子,,,,,,,,,,,,,,,,
KRKMJC/,迦基米施，《思》加革米士,,,,,,,,,,,,,,,,
KRKRH/,单峰骆驼；骆驼,,,,,,,,,,,,,,,,
KRKS/,甲迦，《思》加尔加斯,,,,,,,,,,,,,,,,
KRM/,葡萄园,,,,,,,,,,,,,,,,
KRM=/,葡萄园丁；修整葡萄园的人,,,,,,,,,,,,,,,,
KRMJ/,迦米，《思》加尔米,,,,,,,,,,,,,,,,
KRMJ=/,迦米，《思》加尔米,,,,,,,,,,,,,,,,
KRMJL/,朱红线,,,,,,,,,,,,,,,,
KRML/,初熟的谷物；新收成的谷物,,,,,,,,,,,,,,,,
KRML=/,初熟的谷物；新收成的谷物,,,,,,,,,,,,,,,,
KRML==/,初熟的谷物；新收成的谷物,,,,,,,,,,,,,,,,
KRMLJ/,迦密人，《思》加尔默耳人,,,,,,,,,,,,,,,,
KRN/,基兰，《思》革兰,,,,,,,,,,,,,,,,
KRPS/,棉花,,,,,,,,,,,,,,,,
KRR[,跳舞,,,,,,,,,,,,,,,,
KRSM[,毁坏；践踏；蹂躏,,,,,,,,,,,,,,,,
KRTJ/,基利提人，《思》革勒提人,,,,,,,,,,,,,,,,
KRT[,切；切断；割下,割断,被割断,,被砍掉,,剪除,被剪除,,,,,,,,,
KRWB/,基路伯；带翅膀的活物,,,,,,,,,,,,,,,,
KRWB=/,基路伯；带翅膀的活物,,,,,,,,,,,,,,,,
KS>=/,满月；月圆,,,,,,,,,,,,,,,,
KSH[,覆盖；被覆盖,遮盖,被遮盖,隐蔽,被隐蔽,自蔽,,,,,,,,,,,
KSJLWT/,愚昧，愚蠢,,,,,,,,,,,,,,,,
KSL/,腰，腰部,,,,,,,,,,,,,,,,
KSL=/,腰，腰部,,,,,,,,,,,,,,,,
KSLH/,信心；倚靠,,,,,,,,,,,,,,,,
KSLT_TBR/,吉斯绿‧他泊，《思》基斯罗特大博尔,,,,,,,,,,,,,,,,
KSLW/,基斯流月,,,,,,,,,,,,,,,,
KSLWN/,基撒仑，《思》革撒隆,,,,,,,,,,,,,,,,
KSLWN=/,基斯伦，《思》基斯隆,,,,,,,,,,,,,,,,
KSLXJM/,迦斯路希人，《思》加斯路人,,,,,,,,,,,,,,,,
KSMT/,粗麦,,,,,,,,,,,,,,,,
KSM[,剪，修剪 （头发）,,,,,,,,,,,,,,,,
KSP/,银，银子；钱，银钱,,,,,,,,,,,,,,,,
KSPJ>/,迦西斐雅，《思》加息非雅,,,,,,,,,,,,,,,,
KSP[,渴望，渴想；向往；渴求,渴慕,渴望,,,,,,,,,,,,,,
KSS[,计算；估算,,,,,,,,,,,,,,,,
KST/,带,,,,,,,,,,,,,,,,
KSWJ/,覆盖物；罩子,,,,,,,,,,,,,,,,
KSWLT/,基苏律，《思》革稣罗特,,,,,,,,,,,,,,,,
KSWT/,无罪的证明；证明无罪,,,,,,,,,,,,,,,,
KSX[,砍伐；斩，割,,,,,,,,,,,,,,,,
KTBT/,切口；纹身；疤痕,,,,,,,,,,,,,,,,
KTB[,写下来；写；刻写；雕刻,书写,被书写,不断书写,,,,,,,,,,,,,
KTC[,击打，捣,,,,,,,,,,,,,,,,
KTJ/,基提，《思》基廷,,,,,,,,,,,,,,,,
KTJT/,被压榨；被打,,,,,,,,,,,,,,,,
KTL/,墙，墙壁,,,,,,,,,,,,,,,,
KTLJC/,基提利，《思》基特里士,,,,,,,,,,,,,,,,
KTM/,黄金；精金,,,,,,,,,,,,,,,,
KTNT/,内袍,,,,,,,,,,,,,,,,
KTP/,肩膀，肩,,,,,,,,,,,,,,,,
KTR/,冠冕；王冠,,,,,,,,,,,,,,,,
KTRT/,柱顶,,,,,,,,,,,,,,,,
KTR[,等待,,,包围,,,环绕,,,,,,,,,,
KTT[,粉碎，打碎，压碎,捣碎,,砸成碎片,被砸碎,,四散,被击散,,,,,,,,,
KWB/,古伯，《现》故普，《思》利比亚,,,,,,,,,,,,,,,,
KWB</,头盔,,,,,,,,,,,,,,,,
KWC/,古实，《思》雇士,,,,,,,,,,,,,,,,
KWC=/,古实，《思》雇士,,,,,,,,,,,,,,,,
KWCJ/,古实人，《思》雇士人,,,,,,,,,,,,,,,,
KWCN/,古珊，《思》雇商,,,,,,,,,,,,,,,,
KWCN_RC<TJM/,古珊‧利萨田，《思》雇商黎沙塔殷,,,,,,,,,,,,,,,,
KWCRH/,安全；繁荣,,,,,,,,,,,,,,,,
KWH/,被烧焦；感到炙热,,,,,,,,,,,,,,,,
KWH[,被烧焦；感到炙热,,,,,,,,,,,,,,,,
KWJH/,烧伤,,,,,,,,,,,,,,,,
KWKB/,星，星宿,,,,,,,,,,,,,,,,
KWL[,装载；容纳,领悟,,容纳;供给,被供给,,容纳,,,,,,,,,,
KWMZ/,项链,,,,,,,,,,,,,,,,
KWN/,圣饼,,,,,,,,,,,,,,,,
KWN=/,站定，稳站；坚立，立定，坚定,,,,,,,,,,,,,,,,
KWN[,站定，稳站；坚立，立定，坚定,,被建立,建立,被建立,立定,建立;预备,被建立,,,,,,,,,
KWR/,冶炼炉；窑,,,,,,,,,,,,,,,,
KWS/,杯,,,,,,,,,,,,,,,,
KWS=/,杯,,,,,,,,,,,,,,,,
KWT/,古他，《思》雇特,,,,,,,,,,,,,,,,
KX/,力量，气力，力气；大能，大能大力；能力,,,,,,,,,,,,,,,,
KX=/,力量，气力，力气；大能，大能大力；能力,,,,,,,,,,,,,,,,
KXC/,枯瘦，消瘦,,,,,,,,,,,,,,,,
KXC=/,撒谎，说谎,,,,,,,,,,,,,,,,
KXC[,消瘦；憔悴,消瘦,佯顺,欺骗,,装假,,,,,,,,,,,
KXD[,隐瞒，隐藏,,被隐藏,隐藏,,,消除,,,,,,,,,,
KXL[,粉饰；画；涂,,,,,,,,,,,,,,,,
KZB/,虚假；谎言；欺骗,,,,,,,,,,,,,,,,
KZB>/,哥西巴，《思》苛则巴,,,,,,,,,,,,,,,,
KZBJ/,哥斯比，《思》苛次彼,,,,,,,,,,,,,,,,
KZB[,说谎，撒谎,说谎,显为说谎者,说谎;欺骗,,,使成为说谎者,,,,,,,,,,
KZJB/,基悉，《思》革齐布,,,,,,,,,,,,,,,,
L</,喉咙,,,,,,,,,,,,,,,,
L<B[,讥诮，嘲笑,,,,,,,,,,,,,,,,
L<DH/,拉大，《思》拉阿达,,,,,,,,,,,,,,,,
L<DN/,拉但，《思》拉丹,,,,,,,,,,,,,,,,
L<G/,讥诮，嘲笑,,,,,,,,,,,,,,,,
L<G=/,傲慢人；轻蔑者；嘲笑者,,,,,,,,,,,,,,,,
L<G[,,嘲讽,口吃说话,,,,嘲讽,,,,,,,,,,
L<NH/,茵蔯；苦艾,,,,,,,,,,,,,,,,
L<V[,让人大口地吞吃,,,,,,,,,,,,,,,,
L<Z[,说陌生语言；说外语,,,,,,,,,,,,,,,,
L>H/,利亚，《思》肋阿,,,,,,,,,,,,,,,,
L>H[,,疲倦,被疲劳,,,,使疲倦,,,,,,,,,,
L>L/,拉伊勒，《思》拉耳,,,,,,,,,,,,,,,,
L>M/,民；族；国,,,,,,,,,,,,,,,,
L>MJM/,利乌米人，利乌米族，《思》肋乌明人,,,,,,,,,,,,,,,,
L>_<MJ/,罗‧阿米，意为「不是我的子民」，《思》罗阿米,,,,,,,,,,,,,,,,
L>_RXMH/,罗‧路哈玛，意为「没有怜悯」，《思》罗鲁阿玛,,,,,,,,,,,,,,,,
LB/,心,,,,,,,,,,,,,,,,
LB>WT/,利巴勿，《思》肋巴敖特,,,,,,,,,,,,,,,,
LBB/,心,,,,,,,,,,,,,,,,
LBB[,,,变聪慧,使心跳,,,,,,,,,,,,,
LBC[,穿着；穿好衣服,穿衣,,,被衣着,,给穿衣,,,,,,,,,,
LBH/,火焰,,,,,,,,,,,,,,,,
LBH=/,心；心思，心意；思想,,,,,,,,,,,,,,,,
LBN=[,变白,,,,,,,,,,,,,,,,
LBNH/,砖，砖块,,,,,,,,,,,,,,,,
LBNH=/,乳香,,,,,,,,,,,,,,,,
LBNH==/,白杨树,,,,,,,,,,,,,,,,
LBNH====/,立拿，《思》里贝纳,,,,,,,,,,,,,,,,
LBNJ/,立尼，《思》里贝尼,,,,,,,,,,,,,,,,
LBNJ=/,立尼，《思》里贝尼,,,,,,,,,,,,,,,,
LBNWN/,黎巴嫩,,,,,,,,,,,,,,,,
LBN[,,,,,,显白,使白,,,,,,,,,,
LBV[,绊倒；毁灭,,,,,,,,,,,,,,,,
LBWC/,衣服，服装；袍子,,,,,,,,,,,,,,,,
LC</,拉沙，《思》肋沙,,,,,,,,,,,,,,,,
LCD/,饼,,,,,,,,,,,,,,,,
LCKH/,房间；屋子；内室；殿堂,,,,,,,,,,,,,,,,
LCM/,红锆石；紫玛瑙；紫玉,,,,,,,,,,,,,,,,
LCM=/,红锆石；紫玛瑙；紫玉,,,,,,,,,,,,,,,,
LCWN/,舌头,,,,,,,,,,,,,,,,
LD/,罗德，《思》罗得,,,,,,,,,,,,,,,,
LG/,罗革,,,,,,,,,,,,,,,,
LHB/,火焰,,,,,,,,,,,,,,,,
LHBH/,火焰,,,,,,,,,,,,,,,,
LHBJM/,利哈比人，《思》肋哈宾人,,,,,,,,,,,,,,,,
LHD/,拉哈，《思》拉哈得,,,,,,,,,,,,,,,,
LHG/,学习；读书,,,,,,,,,,,,,,,,
LHM[,美味佳肴,,,,,,,,,,,,,,,,
LHQH/,一群，一班，一队,,,,,,,,,,,,,,,,
LHV/,熊熊燃烧,,,,,,,,,,,,,,,,
LHV[,燃烧；出现火舌,烧尽,,吞噬,,,,,,,,,,,,,
LJC/,莱煞，《思》拉依士,,,,,,,,,,,,,,,,
LJC=/,莱煞，《思》拉依士,,,,,,,,,,,,,,,,
LJC==/,莱煞，《思》拉依士,,,,,,,,,,,,,,,,
LJH/,花圈；花环,,,,,,,,,,,,,,,,
LJL/,晚上，夜晚,,,,,,,,,,,,,,,,
LJLH/,晚上，夜晚,,,,,,,,,,,,,,,,
LJLJT/,灰林鸮；角鸮；猫头鹰,,,,,,,,,,,,,,,,
LJN[,,留宿,,,,住下,,,,,,,,,,,
LJY[,傲慢的人,嘲笑,,嘲笑,,充当嘲笑者,说讽刺话,,,,,,,,,,
LKD/,捕获；俘获,,,,,,,,,,,,,,,,
LKD[,抓；抓住；捕获,夺取,被夺取,,,相互抓住,,,,,,,,,,,
LKH/,利迦，《思》肋加,,,,,,,,,,,,,,,,
LKJC/,拉吉，《思》拉基士，拉基市,,,,,,,,,,,,,,,,
LL>T/,钮环,,,,,,,,,,,,,,,,
LMD/,学，学习,,,,,,,,,,,,,,,,
LMD[,学，学习,学习,,教导,被教导,,,,,,,,,,,,
LMK/,拉麦，《思》拉默客,,,,,,,,,,,,,,,,
LMW>L/,利慕伊勒，《思》肋慕耳,,,,,,,,,,,,,,,,
LPJD/,火把；火炬,,,,,,,,,,,,,,,,
LPJDWT/,拉比多，《思》拉丕多特,,,,,,,,,,,,,,,,
LPT[,摸索,握住,弯身向前,,,,,,,,,,,,,,
LQC/,晚造,,,,,,,,,,,,,,,,
LQQ[,舔,舔,,舔,,,,,,,,,,,,,
LQV/,落穗,,,,,,,,,,,,,,,,
LQV[,收集；拾（落穗）,拾取,,拾取,被拾取,聚集,,,,,,,,,,,
LQWM/,拉共，《思》拉孔,,,,,,,,,,,,,,,,
LQX/,教导，教训,,,,,,,,,,,,,,,,
LQXJ/,利克希，《思》里刻希,,,,,,,,,,,,,,,,
LQX[,,取,被取,,被取,被来回夺取,,被夺走,,取,,,,,,,
LTK/,半贺梅珥,,,,,,,,,,,,,,,,
