lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
KBJR/,"forte, poderoso, poderoso",,,,,,,,,,,,,,,,,,,,,,,,
KBJR=/,"colcha, rede",,,,,,,,,,,,,,,,,,,,,,,,
KBL/,fetter,,,,,,,,,,,,,,,,,,,,,,,,
KBR/,já,,,,,,,,,,,,,,,,,,,,,,,,
KBR=/,Kebar,,,,,,,,,,,,,,,,,,,,,,,,
KBRH/,peneira,,,,,,,,,,,,,,,,,,,,,,,,
KBRH=/,distância,,,,,,,,,,,,,,,,,,,,,,,,
KBR[,,,,,,,multiplicar,,,,,,,,,,,,,,,,,,
KBS[,,lavar (pano),,lavar,ser lavado,,,,,,,,ser lavado,,,,,,,,,,,,
KBWD/,"riquezas, posses, honra, glória",,,,,,,,,,,,,,,,,,,,,,,,
KBWDH/,riqueza,,,,,,,,,,,,,,,,,,,,,,,,
KBWL/,Cabul,,,,,,,,,,,,,,,,,,,,,,,,
KBWN/,Cabbon,,,,,,,,,,,,,,,,,,,,,,,,
KCJ/,Cushite,,,,,,,,,,,,,,,,,,,,,,,,
KCJL/,axe,,,,,,,,,,,,,,,,,,,,,,,,
KCLWN/,tropeçando,,,,,,,,,,,,,,,,,,,,,,,,
KCL[,,"tropeçar, cambalear","tropeçar, cambalear",,,,"fazer tropeçar, fazer cambalear",ser derrubado,,,,,,,,,,,,,,,,,
KCP/,feitiçaria,,,,,,,,,,,,,,,,,,,,,,,,
KCP=/,feiticeiro,,,,,,,,,,,,,,,,,,,,,,,,
KCP[,,,,"praticar feitiçaria, praticar feitiçaria",,,,,,,,,,,,,,,,,,,,,
KCRWN/,"sucesso, vantagem",,,,,,,,,,,,,,,,,,,,,,,,
KCR[,,"ser adequado, adequado, ter sucesso",,,,,dar sucesso,,,,,,,,,,,,,,,,,,
KD/,jarro,,,,,,,,,,,,,,,,,,,,,,,,
KDKD/,rubi? (pedra preciosa),,,,,,,,,,,,,,,,,,,,,,,,
KDRL<MR/,Kedorlaomer,,,,,,,,,,,,,,,,,,,,,,,,
KFB/,carneiro jovem,,,,,,,,,,,,,,,,,,,,,,,,
KFBH/,borrego de ovelha jovem,,,,,,,,,,,,,,,,,,,,,,,,
KFD/,Kesed,,,,,,,,,,,,,,,,,,,,,,,,
KFDJM/,Caldeus,,,,,,,,,,,,,,,,,,,,,,,,
KFH[,,engordar,,,,,,,,,,,,,,,,,,,,,,,
KH,"portanto, assim, aqui, agora",,,,,,,,,,,,,,,,,,,,,,,,
KHH/,"desmaiado, desanimado",,,,,,,,,,,,,,,,,,,,,,,,
KHH=/,"diminuição, alívio",,,,,,,,,,,,,,,,,,,,,,,,
KHH=[,,,,repreender,,,,,,,,,,,,,,,,,,,,,
KHH[,,"escurecer, desmaiar",,"desmaiar, desanimar",,,,,,,,,,,,,,,,,,,,,
KHN/,sacerdote,,,,,,,,,,,,,,,,,,,,,,,,
KHNH/,sacerdócio,,,,,,,,,,,,,,,,,,,,,,,,
KHN[,,,,atuar como sacerdote,,,,,,,,,,,,,,,,,,,,,
KJ,"para, porque, que, quando, mas; de fato, verdadeiramente (conj); se",,,,,,,,,,,,,,,,,,,,,,,,
KJ/,marca,,,,,,,,,,,,,,,,,,,,,,,,
KJCWR/,turbilhão de fuso,,,,,,,,,,,,,,,,,,,,,,,,
KJD/,decadência,,,,,,,,,,,,,,,,,,,,,,,,
KJDN/,Kidon,,,,,,,,,,,,,,,,,,,,,,,,
KJDWD/,centelha,,,,,,,,,,,,,,,,,,,,,,,,
KJDWN/,dardo de arremesso,,,,,,,,,,,,,,,,,,,,,,,,
KJDWR/,início,,,,,,,,,,,,,,,,,,,,,,,,
KJLJ/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
KJLP/,feixe,,,,,,,,,,,,,,,,,,,,,,,,
KJMH/,Pleiades,,,,,,,,,,,,,,,,,,,,,,,,
KJR/,"forno, fornalha",,,,,,,,,,,,,,,,,,,,,,,,
KJS/,"bolsa, bolsa",,,,,,,,,,,,,,,,,,,,,,,,
KJWN/,pedestal; Kaiwan,,,,,,,,,,,,,,,,,,,,,,,,
KJWR/,"bacia, pote",,,,,,,,,,,,,,,,,,,,,,,,
KKH,"portanto, assim",,,,,,,,,,,,,,,,,,,,,,,,
KKR/,pedaço de pão; talento; arredores (todas as medidas circulares),,,,,,,,,,,,,,,,,,,,,,,,
KL/,"tudo, todo, todos",,,,,,,,,,,,,,,,,,,,,,,,
KL>/,"prisão, prisão, confinamento",,,,,,,,,,,,,,,,,,,,,,,,
KL>B/,Kileab,,,,,,,,,,,,,,,,,,,,,,,,
KL>JM/,de dois tipos,,,,,,,,,,,,,,,,,,,,,,,,
KL>[,,"conter, reter",ser contido,,,,,,,,,,,,,,,,,,,,,,
KLB/,cão,,,,,,,,,,,,,,,,,,,,,,,,
KLB=/,Caleb,,,,,,,,,,,,,,,,,,,,,,,,
KLBJ/,Calebite,,,,,,,,,,,,,,,,,,,,,,,,
KLH/,"noiva, nora",,,,,,,,,,,,,,,,,,,,,,,,
KLH=/,"destruição, aniquilação",,,,,,,,,,,,,,,,,,,,,,,,
KLH==/,anseio (por),,,,,,,,,,,,,,,,,,,,,,,,
KLHW/,Keluhi,,,,,,,,,,,,,,,,,,,,,,,,
KLH[,,"chegar ao fim, completar, desejar",,"terminar, consumir, destruir",ser terminado,,,,,,,,,,,,,,,,,,,,
KLJ/,"vaso, utensílio",,,,,,,,,,,,,,,,,,,,,,,,
KLJH/,rim,,,,,,,,,,,,,,,,,,,,,,,,
KLJL/,"inteiro, inteiro (adj.); inteiro (n)",,,,,,,,,,,,,,,,,,,,,,,,
KLJWN/,aniquilação,,,,,,,,,,,,,,,,,,,,,,,,
KLJWN=/,Kilion,,,,,,,,,,,,,,,,,,,,,,,,
KLKL/,Calcol,,,,,,,,,,,,,,,,,,,,,,,,
KLL/,Kelal,,,,,,,,,,,,,,,,,,,,,,,,
KLL[,,aperfeiçoar,,,,,,,,,,,,,,,,,,,,,,,
KLMD/,Kilmad,,,,,,,,,,,,,,,,,,,,,,,,
KLMH/,"desgraça, insulto",,,,,,,,,,,,,,,,,,,,,,,,
KLMWT/,insulto,,,,,,,,,,,,,,,,,,,,,,,,
KLM[,,,"ser envergonhado, ser desonrado",,,,"insultar, molestar, envergonhar","ser humilhado, ser envergonhado",,,,,,,,,,,,,,,,,
KLNH/,Calneh,,,,,,,,,,,,,,,,,,,,,,,,
KLNW/,Calno,,,,,,,,,,,,,,,,,,,,,,,,
KLW>/,"prisão, prisão",,,,,,,,,,,,,,,,,,,,,,,,
KLWB/,"cesta, gaiola",,,,,,,,,,,,,,,,,,,,,,,,
KLWB=/,Kelub,,,,,,,,,,,,,,,,,,,,,,,,
KLWBJ/,Caleb,,,,,,,,,,,,,,,,,,,,,,,,
KLWLT/,estado da noiva,,,,,,,,,,,,,,,,,,,,,,,,
KLX/,vigor,,,,,,,,,,,,,,,,,,,,,,,,
KLX=/,Calah,,,,,,,,,,,,,,,,,,,,,,,,
KL_XZH/,Col-Hozeh,,,,,,,,,,,,,,,,,,,,,,,,
KMHM/,Kimham,,,,,,,,,,,,,,,,,,,,,,,,
KMHN/,Kimham,,,,,,,,,,,,,,,,,,,,,,,,
KMH[,,desmaiar (por),,,,,,,,,,,,,,,,,,,,,,,
KMN/,cummin,,,,,,,,,,,,,,,,,,,,,,,,
KMR/,idol-priest,,,,,,,,,,,,,,,,,,,,,,,,
KMRJR/,obscuridade,,,,,,,,,,,,,,,,,,,,,,,,
KMR[,,,"ficar quente, ficar excitado",,,,,,,,,,,,,,,,,,,,,,
KMS[,,armazenar,,,,,,,,,,,,,,,,,,,,,,,
KMW,assim como,,,,,,,,,,,,,,,,,,,,,,,,
KMWC/,Chemosh,,,,,,,,,,,,,,,,,,,,,,,,
KN,"portanto, assim, certamente",,,,,,,,,,,,,,,,,,,,,,,,
KN/,"corretamente, direito, de pé",,,,,,,,,,,,,,,,,,,,,,,,
KN<H/,"pacote, pacote",,,,,,,,,,,,,,,,,,,,,,,,
KN<N/,Canaã,,,,,,,,,,,,,,,,,,,,,,,,
KN<NH/,Kenaanah,,,,,,,,,,,,,,,,,,,,,,,,
KN<NJ/,Cananita; comerciante,,,,,,,,,,,,,,,,,,,,,,,,
KN<NJ=/,comerciante,,,,,,,,,,,,,,,,,,,,,,,,
KN<[,,,"ser subjugado, ser humilhado, ser humilde",,,,"ser subjugado, ser humilhado, humilhar-se",,,,,,,,,,,,,,,,,,
KN=/,"posição, base; lugar; posição",,,,,,,,,,,,,,,,,,,,,,,,
KN==/,gnat,,,,,,,,,,,,,,,,,,,,,,,,
KNH/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
KNH=/,Canneh,,,,,,,,,,,,,,,,,,,,,,,,
KNH[,,,,dar um título,,,,,,,,,,,,,,,,,,,,,
KNJHW/,Jehoiachin,,,,,,,,,,,,,,,,,,,,,,,,
KNM/,gnat,,,,,,,,,,,,,,,,,,,,,,,,
KNNJ/,Kenani,,,,,,,,,,,,,,,,,,,,,,,,
KNNJH/,Kenaniah,,,,,,,,,,,,,,,,,,,,,,,,
KNNJHW/,Conaniah,,,,,,,,,,,,,,,,,,,,,,,,
KNNJHW=/,Kenaniah,,,,,,,,,,,,,,,,,,,,,,,,
KNP/,"asa, fim",,,,,,,,,,,,,,,,,,,,,,,,
KNP[,,,esconder-se,,,,,,,,,,,,,,,,,,,,,,
KNRT/,Kinnereth,,,,,,,,,,,,,,,,,,,,,,,,
KNS[,,"recolher, recolher",,reunir,,embrulhar,,,,,,,,,,,,,,,,,,,
KNT/,companheiro,,,,,,,,,,,,,,,,,,,,,,,,
KNWR/,"cítara, lira",,,,,,,,,,,,,,,,,,,,,,,,
KP/,palma da mão,,,,,,,,,,,,,,,,,,,,,,,,
KP=/,rocha,,,,,,,,,,,,,,,,,,,,,,,,
KPC[,,,,,,,fazer covarde,,,,,,,,,,,,,,,,,,
KPH/,"filial, frond",,,,,,,,,,,,,,,,,,,,,,,,
KPH[,,"evitar, subjugar",,,,,,,,,,,,,,,,,,,,,,,
KPJR/,leão jovem,,,,,,,,,,,,,,,,,,,,,,,,
KPJRH/,Kephirah,,,,,,,,,,,,,,,,,,,,,,,,
KPJRJM=/,vilarejos; Kephirim,,,,,,,,,,,,,,,,,,,,,,,,
KPJS/,stucco-work,,,,,,,,,,,,,,,,,,,,,,,,
KPL/,duplo,,,,,,,,,,,,,,,,,,,,,,,,
KPL[,,dobrar em dobro,ser duplicado,,,,,,,,,,,,,,,,,,,,,,
KPN/,fome,,,,,,,,,,,,,,,,,,,,,,,,
KPN[,,estar com fome,,,,,,,,,,,,,,,,,,,,,,,
KPP[,,curvar-se,curvar-se (para),,,,,,,,,,,,,,,,,,,,,,
KPR/,suborno,,,,,,,,,,,,,,,,,,,,,,,,
KPR=/,tom,,,,,,,,,,,,,,,,,,,,,,,,
KPR==/,aldeia,,,,,,,,,,,,,,,,,,,,,,,,
KPR===/,aldeia,,,,,,,,,,,,,,,,,,,,,,,,
KPR====/,hennah,,,,,,,,,,,,,,,,,,,,,,,,
KPRJM/,expiação,,,,,,,,,,,,,,,,,,,,,,,,
KPRT/,"cobertura, tampa; (execução de) reconciliação",,,,,,,,,,,,,,,,,,,,,,,,
KPR[,,cobrir,,"expiar, fazer expiação","ser coberto, ser expiado",ser levado à expiação,,,,,,"ser coberto, ser expiado",,,,,,,,,,,,,
KPTRJ/,Caphtorite,,,,,,,,,,,,,,,,,,,,,,,,
KPTWR/,capital; botão do candelabro,,,,,,,,,,,,,,,,,,,,,,,,
KPTWR=/,Caphtor,,,,,,,,,,,,,,,,,,,,,,,,
KPWR/,geada de granizo,,,,,,,,,,,,,,,,,,,,,,,,
KPWR=/,tigela,,,,,,,,,,,,,,,,,,,,,,,,
KR/,carneiro jovem; aríete,,,,,,,,,,,,,,,,,,,,,,,,
KR<JM/,"haste, tala",,,,,,,,,,,,,,,,,,,,,,,,
KR<[,,"dobrar o joelho, ajoelhar-se",,,,,"fazer curvar-se, fazer ajoelhar-se",,,,,,,,,,,,,,,,,,
KR=/,cor (medida seca),,,,,,,,,,,,,,,,,,,,,,,,
KR==/,pastagem,,,,,,,,,,,,,,,,,,,,,,,,
KR===/,cesta-de-cesta,,,,,,,,,,,,,,,,,,,,,,,,
KRBL[,,,,,embrulhar,,,,,,,,,,,,,,,,,,,,
KRCN>/,Carshena,,,,,,,,,,,,,,,,,,,,,,,,
KRF/,barriga,,,,,,,,,,,,,,,,,,,,,,,,
KRH/,banquete,,,,,,,,,,,,,,,,,,,,,,,,
KRH=/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
KRH==[,,dar um banquete,,,,,,,,,,,,,,,,,,,,,,,
KRH=[,,"comprar para, negociar em",,,,,,,,,,,,,,,,,,,,,,,
KRH[,,"escavar, cavar",ser cavado,,,,,,,,,,,,,,,,,,,,,,
KRJ/,Caritas,,,,,,,,,,,,,,,,,,,,,,,,
KRJT/,Kerith,,,,,,,,,,,,,,,,,,,,,,,,
KRJTWT/,divórcio,,,,,,,,,,,,,,,,,,,,,,,,
KRKB/,aro,,,,,,,,,,,,,,,,,,,,,,,,
KRKMJC/,Carchemish,,,,,,,,,,,,,,,,,,,,,,,,
KRKRH/,camela,,,,,,,,,,,,,,,,,,,,,,,,
KRKS/,Carcas,,,,,,,,,,,,,,,,,,,,,,,,
KRKWM/,açafrão,,,,,,,,,,,,,,,,,,,,,,,,
KRM/,vinhedo,,,,,,,,,,,,,,,,,,,,,,,,
KRM=/,vinedresser,,,,,,,,,,,,,,,,,,,,,,,,
KRMJ/,Carmite,,,,,,,,,,,,,,,,,,,,,,,,
KRMJ=/,Carmi,,,,,,,,,,,,,,,,,,,,,,,,
KRMJL/,carmesim,,,,,,,,,,,,,,,,,,,,,,,,
KRML/,pomar,,,,,,,,,,,,,,,,,,,,,,,,
KRML=/,milho novo,,,,,,,,,,,,,,,,,,,,,,,,
KRML==/,(Montar) Carmelo,,,,,,,,,,,,,,,,,,,,,,,,
KRMLJ/,Carmelita,,,,,,,,,,,,,,,,,,,,,,,,
KRN/,Keran,,,,,,,,,,,,,,,,,,,,,,,,
KRPS/,algodão; linho,,,,,,,,,,,,,,,,,,,,,,,,
KRR[,,,,dançar,,,,,,,,,,,,,,,,,,,,,
KRSM[,,,,comer fora,,,,,,,,,,,,,,,,,,,,,
KRTJ/,Kerethite,,,,,,,,,,,,,,,,,,,,,,,,
KRT[,,cortar; fazer (uma aliança),"ser cortado, ser exterminado",,ser cortado,,"cortar, destruir",ser cortado,,,,,,,,,,,,,,,,,
KRWB/,querubim,,,,,,,,,,,,,,,,,,,,,,,,
KRWB=/,Kerub,,,,,,,,,,,,,,,,,,,,,,,,
KRWTH/,feixe de corte,,,,,,,,,,,,,,,,,,,,,,,,
KS>/,"assento, trono",,,,,,,,,,,,,,,,,,,,,,,,
KS>=/,lua cheia,,,,,,,,,,,,,,,,,,,,,,,,
KSH[,,"cobrir, esconder",ser coberto,"cobrir, esconder",ser coberto,cobrir-se,,,,,,,,,,,,,,,,,,,
KSJL/,"insolente (espiritual); estúpido, monótono (coisas práticas)",,,,,,,,,,,,,,,,,,,,,,,,
KSJL=/,Orion,,,,,,,,,,,,,,,,,,,,,,,,
KSJL==/,Kesil,,,,,,,,,,,,,,,,,,,,,,,,
KSJLWT/,"insolência, estupidez",,,,,,,,,,,,,,,,,,,,,,,,
KSL/,"confiança, estupidez",,,,,,,,,,,,,,,,,,,,,,,,
KSL=/,lombo,,,,,,,,,,,,,,,,,,,,,,,,
KSLH/,confiança,,,,,,,,,,,,,,,,,,,,,,,,
KSLT_TBR/,Kisloth Tabor,,,,,,,,,,,,,,,,,,,,,,,,
KSLW/,Kislev (mês),,,,,,,,,,,,,,,,,,,,,,,,
KSLWN/,Kesalon,,,,,,,,,,,,,,,,,,,,,,,,
KSLWN=/,Kislon,,,,,,,,,,,,,,,,,,,,,,,,
KSLXJM/,Casluhites,,,,,,,,,,,,,,,,,,,,,,,,
KSL[,,"ser insolente, ser estúpido",,,,,,,,,,,,,,,,,,,,,,,
KSMJM/,soletradas,,,,,,,,,,,,,,,,,,,,,,,,
KSMT/,soletradas,,,,,,,,,,,,,,,,,,,,,,,,
KSM[,,cortar,,,,,,,,,,,,,,,,,,,,,,,
KSP/,"prata, dinheiro",,,,,,,,,,,,,,,,,,,,,,,,
KSPJ>/,Casiphia,,,,,,,,,,,,,,,,,,,,,,,,
KSP[,,ansiar por,desejar; ser envergonhado?,,,,,,,,,,,,,,,,,,,,,,
KSS[,,calcular para,,,,,,,,,,,,,,,,,,,,,,,
KST/,banda,,,,,,,,,,,,,,,,,,,,,,,,
KSWJ/,cobrindo,,,,,,,,,,,,,,,,,,,,,,,,
KSWLT/,Kesulloth,,,,,,,,,,,,,,,,,,,,,,,,
KSWT/,"cobertura, vestuário",,,,,,,,,,,,,,,,,,,,,,,,
KSX[,,"cortar, afastar",,,,,,,,,,,,,,,,,,,,,,,
KTB/,documento; registro,,,,,,,,,,,,,,,,,,,,,,,,
KTBT/,tatuagem,,,,,,,,,,,,,,,,,,,,,,,,
KTB[,,"escrever, anotar","ser escrito, ser anotado",escrever constantemente,,,,,,,,,,,,,,,,,,,,,
KTC[,,bater bem,,,,,,,,,,,,,,,,,,,,,,,
KTJJM/,Kittim,,,,,,,,,,,,,,,,,,,,,,,,
KTJT/,puro (óleo),,,,,,,,,,,,,,,,,,,,,,,,
KTL/,parede,,,,,,,,,,,,,,,,,,,,,,,,
KTLJC/,Kitlish,,,,,,,,,,,,,,,,,,,,,,,,
KTM/,ouro,,,,,,,,,,,,,,,,,,,,,,,,
KTM[,,,ser manchado,,,,,,,,,,,,,,,,,,,,,,
KTNT/,túnica,,,,,,,,,,,,,,,,,,,,,,,,
KTP/,"ombro, escápula, lado",,,,,,,,,,,,,,,,,,,,,,,,
KTR/,vestido para a cabeça,,,,,,,,,,,,,,,,,,,,,,,,
KTRT/,(coluna) capital,,,,,,,,,,,,,,,,,,,,,,,,
KTR[,,,,cercar; esperar por,,,cercar; levar como touca,,,,,,,,,,,,,,,,,,
KTT[,,"bater bem, bater bem",,esmagar em pedaços,ser esmagado em pedaços,,espalhar,"ser despedaçado, ser espalhado",,,,,,,,,,,,,,,,,
KWB/,Líbia,,,,,,,,,,,,,,,,,,,,,,,,
KWB</,capacete,,,,,,,,,,,,,,,,,,,,,,,,
KWC/,Cush,,,,,,,,,,,,,,,,,,,,,,,,
KWC=/,Cush,,,,,,,,,,,,,,,,,,,,,,,,
KWCJ/,Cushi,,,,,,,,,,,,,,,,,,,,,,,,
KWCN/,Cushan,,,,,,,,,,,,,,,,,,,,,,,,
KWCN_RC<TJM/,Cushan-Rishathaim,,,,,,,,,,,,,,,,,,,,,,,,
KWCRH/,prosperidade,,,,,,,,,,,,,,,,,,,,,,,,
KWH[,,,ser queimado,,,,,,,,,,,,,,,,,,,,,,
KWJH/,marca,,,,,,,,,,,,,,,,,,,,,,,,
KWKB/,estrela,,,,,,,,,,,,,,,,,,,,,,,,
KWL[,,"compreender, sondar",,"conter, suprir, sustentar",ser fornecido,,conter,,,,,,,,,,,,,,,,,,
KWMZ/,couraça?,,,,,,,,,,,,,,,,,,,,,,,,
KWN/,bolo de sacrifício,,,,,,,,,,,,,,,,,,,,,,,,
KWN=/,Cun,,,,,,,,,,,,,,,,,,,,,,,,
KWN[,,,"ser firmado, ser estabelecido","estabelecer, constituir",ser estabelecido,tomar posição,"estabelecer, preparar",ser estabelecido,,,,,,,,,,,,,,,,,
KWR/,forno,,,,,,,,,,,,,,,,,,,,,,,,
KWRC/,Cyrus,,,,,,,,,,,,,,,,,,,,,,,,
KWS/,(bebida-) xícara,,,,,,,,,,,,,,,,,,,,,,,,
KWS=/,pequena coruja,,,,,,,,,,,,,,,,,,,,,,,,
KWT/,Cuthah,,,,,,,,,,,,,,,,,,,,,,,,
KX/,"força, poder",,,,,,,,,,,,,,,,,,,,,,,,
KX=/,lagarto,,,,,,,,,,,,,,,,,,,,,,,,
KXC/,magreza; mentira,,,,,,,,,,,,,,,,,,,,,,,,
KXC=/,falso,,,,,,,,,,,,,,,,,,,,,,,,
KXC[,,tornar-se magro,"encolher-se, fingir obediência","negar, enganar",,agir fingidamente,,,,,,,,,,,,,,,,,,,
KXD[,,,estar escondido; ser apagado,"esconder, esconder",,,apagar,,,,,,,,,,,,,,,,,,
KXL[,,pintar,,,,,,,,,,,,,,,,,,,,,,,
KZB/,mentira; falsidade,,,,,,,,,,,,,,,,,,,,,,,,
KZB>/,Cozeba,,,,,,,,,,,,,,,,,,,,,,,,
KZBJ/,Cozbi,,,,,,,,,,,,,,,,,,,,,,,,
KZB[,,mentir,provar ser um mentiroso,mentir,,,fazer uma pessoa mentirosa,,,,,,,,,,,,,,,,,,
KZJB/,Kezib,,,,,,,,,,,,,,,,,,,,,,,,
L,"para (prep); fazer, sim, (voc); em relação a",,,,,,,,,,,,,,,,,,,,,,,,
L</,garganta,,,,,,,,,,,,,,,,,,,,,,,,
L<<=[,,saborear,,,,,,,,,,,,,,,,,,,,,,,
L<<[,,falar sem pensar,,,,,,,,,,,,,,,,,,,,,,,
L<B[,,,,,,,fazer piada,,,,,,,,,,,,,,,,,,
L<DH/,Laadah,,,,,,,,,,,,,,,,,,,,,,,,
L<DN/,Ladan,,,,,,,,,,,,,,,,,,,,,,,,
L<G/,"zombaria, gaguez",,,,,,,,,,,,,,,,,,,,,,,,
L<G=/,gaguejando,,,,,,,,,,,,,,,,,,,,,,,,
L<G[,,ridicularizar,falar gaguejando,,,,"ridicularizar, imitar",,,,,,,,,,,,,,,,,,
L<NH/,absinto,,,,,,,,,,,,,,,,,,,,,,,,
L<V[,,,,,,,fazer engolir,,,,,,,,,,,,,,,,,,
L<Z[,,falar de forma ininteligível,,,,,,,,,,,,,,,,,,,,,,,
L>,não (neg),,,,,,,,,,,,,,,,,,,,,,,,
L>H/,Leah,,,,,,,,,,,,,,,,,,,,,,,,
L>H[,,"estar cansado, ficar cansado","cansar-se, cansar-se",,,,cansar,,,,,,,,,,,,,,,,,,
L>L/,Lael,,,,,,,,,,,,,,,,,,,,,,,,
L>M/,pessoas,,,,,,,,,,,,,,,,,,,,,,,,
L>MJM/,Leummites,,,,,,,,,,,,,,,,,,,,,,,,
L>_<MJ/,Lo-Ammi,,,,,,,,,,,,,,,,,,,,,,,,
L>_DBR/,Lo Debar,,,,,,,,,,,,,,,,,,,,,,,,
L>_RXMH/,Lo-Ruhamah,,,,,,,,,,,,,,,,,,,,,,,,
LB/,"coração, o interior",,,,,,,,,,,,,,,,,,,,,,,,
LB>/,leão,,,,,,,,,,,,,,,,,,,,,,,,
LB>H/,leoa,,,,,,,,,,,,,,,,,,,,,,,,
LB>WT/,Lebaoth,,,,,,,,,,,,,,,,,,,,,,,,
LBB/,"coração, o interior",,,,,,,,,,,,,,,,,,,,,,,,
LBB=[,,,,fazer bolos,,,,,,,,,,,,,,,,,,,,,
LBBH/,bolo,,,,,,,,,,,,,,,,,,,,,,,,
LBB[,,,tornar-se inteligente,fazer o coração bater,,,,,,,,,,,,,,,,,,,,,
LBC[,,"vestir (vestes), vestir, vestir-se com",,,estar vestido com,,vestir uma pessoa com,,,,,,,,,,,,,,,,,,
LBH/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
LBH=/,fúria,,,,,,,,,,,,,,,,,,,,,,,,
LBJ>/,leoa,,,,,,,,,,,,,,,,,,,,,,,,
LBJ>=/,leoa,,,,,,,,,,,,,,,,,,,,,,,,
LBN/,branco,,,,,,,,,,,,,,,,,,,,,,,,
LBN=/,Labão,,,,,,,,,,,,,,,,,,,,,,,,
LBN==/,Laban,,,,,,,,,,,,,,,,,,,,,,,,
LBN=[,,fazer tijolo,,,,,,,,,,,,,,,,,,,,,,,
LBNH/,tijolo; pedra para pavimentação,,,,,,,,,,,,,,,,,,,,,,,,
LBNH=/,tijolo; pedra para pavimentação,,,,,,,,,,,,,,,,,,,,,,,,
LBNH==/,storax-tree,,,,,,,,,,,,,,,,,,,,,,,,
LBNH===/,lua cheia,,,,,,,,,,,,,,,,,,,,,,,,
LBNH====/,Libnah,,,,,,,,,,,,,,,,,,,,,,,,
LBNH=====/,Lebanah,,,,,,,,,,,,,,,,,,,,,,,,
LBNJ/,Libnite,,,,,,,,,,,,,,,,,,,,,,,,
LBNJ=/,Libni,,,,,,,,,,,,,,,,,,,,,,,,
LBNWN/,Líbano,,,,,,,,,,,,,,,,,,,,,,,,
LBN[,,,,,,mostrar-se branco,"crescer, tornar branco, purificar",,,,,,,,,,,,,,,,,,
LBV[,,,ser empurrado para baixo,,,,,,,,,,,,,,,,,,,,,,
LBWC/,vestuário; roupas (coletivas),,,,,,,,,,,,,,,,,,,,,,,,
LBWC=/,"vestida, vestida",,,,,,,,,,,,,,,,,,,,,,,,
LBWNH/,Lebonah,,,,,,,,,,,,,,,,,,,,,,,,
LC</,Lasha,,,,,,,,,,,,,,,,,,,,,,,,
LCD/,dainty,,,,,,,,,,,,,,,,,,,,,,,,
LCKH/,"sala, salão",,,,,,,,,,,,,,,,,,,,,,,,
LCM/,(pedra preciosa),,,,,,,,,,,,,,,,,,,,,,,,
LCM=/,Leshem,,,,,,,,,,,,,,,,,,,,,,,,
LCN[,,,,caluniar,,,caluniar,,,,,,,,,,,,,,,,,,
LCWN/,língua; idioma,,,,,,,,,,,,,,,,,,,,,,,,
LD/,Lod,,,,,,,,,,,,,,,,,,,,,,,,
LDBR/,Debir,,,,,,,,,,,,,,,,,,,,,,,,
LDH/,dando origem a,,,,,,,,,,,,,,,,,,,,,,,,
LG/,log (medida líquida),,,,,,,,,,,,,,,,,,,,,,,,
LHB/,"chama, lâmina",,,,,,,,,,,,,,,,,,,,,,,,
LHBH/,"chama, lâmina",,,,,,,,,,,,,,,,,,,,,,,,
LHBJM/,Lehabites,,,,,,,,,,,,,,,,,,,,,,,,
LHBT/,"chama, lâmina",,,,,,,,,,,,,,,,,,,,,,,,
LHD/,Lahad,,,,,,,,,,,,,,,,,,,,,,,,
LHG/,devoção,,,,,,,,,,,,,,,,,,,,,,,,
LHH[,,,,,,comportar-se como louco,,,,,,,,,,,,,,,,,,,
LHM[,,,,,,ser engolido avidamente,,,,,,,,,,,,,,,,,,,
LHN,portanto,,,,,,,,,,,,,,,,,,,,,,,,
LHQH/,os mais velhos,,,,,,,,,,,,,,,,,,,,,,,,
LHV/,"fogo, chama, fogo",,,,,,,,,,,,,,,,,,,,,,,,
LHVJM/,artes secretas,,,,,,,,,,,,,,,,,,,,,,,,
LHV[,,"consumir, queimar",,devorar,,,,,,,,,,,,,,,,,,,,,
LJC/,leão,,,,,,,,,,,,,,,,,,,,,,,,
LJC=/,Laish,,,,,,,,,,,,,,,,,,,,,,,,
LJC==/,Laish,,,,,,,,,,,,,,,,,,,,,,,,
LJCH/,Laishah,,,,,,,,,,,,,,,,,,,,,,,,
LJH/,grinalda?,,,,,,,,,,,,,,,,,,,,,,,,
LJL/,noite,,,,,,,,,,,,,,,,,,,,,,,,
LJLH/,noite; à noite,,,,,,,,,,,,,,,,,,,,,,,,
LJLJT/,criaturas noturnas,,,,,,,,,,,,,,,,,,,,,,,,
LJN[,,"passar a noite, hospedar-se",,,,"habitar, permanecer",,,,,,,,,,,,,,,,,,,
LJY[,,gabar,,zombar,,agir como um zombador,"zombar, ser um porta-voz (intérprete)",,,,,,,,,,,,,,,,,,
LKD/,captura,,,,,,,,,,,,,,,,,,,,,,,,
LKD[,,"apreender, capturar","ser capturado, ser apreendido, ser levado",,,"agarrar um ao outro, ser compacto",,,,,,,,,,,,,,,,,,,
